RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],20
Exposure Count,2
Measure Time,2024/02/15 21:31:02
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No53
96.716,16.50
97.759,37.50
98.802,-17.50
99.846,-3.00
100.886,-7.50
101.929,-1.00
102.972,-5.00
104.015,9.50
105.057,81.50
106.100,-22.00
107.142,15.50
108.184,19.00
109.226,-24.50
110.268,37.00
111.310,-7.00
112.352,-13.50
113.393,14.50
114.435,26.50
115.476,37.50
116.517,9.50
117.558,-20.00
118.599,43.00
119.640,30.50
120.681,5.50
121.722,-18.50
122.762,6.00
123.803,37.00
124.843,7.00
125.883,-7.00
126.923,6.50
127.963,-38.00
129.001,2.00
130.041,34.00
131.080,15.50
132.120,16.00
133.159,12.50
134.199,13.50
135.238,-7.50
136.277,18.50
137.316,44.50
138.355,79.00
139.393,-13.00
140.432,-5.00
141.470,41.50
142.509,29.50
143.547,19.00
144.585,51.50
145.623,48.00
146.661,64.50
147.699,123.00
148.736,116.00
149.774,170.50
150.811,270.00
151.849,281.00
152.886,366.00
153.923,524.00
154.960,601.00
155.997,808.00
157.034,822.50
158.072,1073.00
159.109,1251.50
160.145,1393.00
161.182,1538.50
162.218,1651.00
163.254,1823.50
164.290,2024.50
165.326,2098.00
166.361,2191.50
167.397,2350.00
168.432,2400.50
169.468,2464.50
170.503,2522.50
171.538,2575.50
172.573,2600.00
173.608,2648.50
174.643,2678.50
175.677,2686.50
176.712,2761.50
177.746,2812.50
178.781,2866.50
179.815,2946.50
180.849,2997.50
181.883,2987.50
182.917,3022.00
183.951,3121.50
184.984,3172.00
186.020,3195.00
187.053,3157.00
188.087,3149.00
189.120,3156.50
190.153,3137.50
191.186,3113.00
192.219,3068.00
193.251,3088.50
194.284,3092.50
195.317,3113.50
196.349,2932.00
197.381,3107.00
198.413,3091.50
199.445,3130.50
200.477,3079.50
201.509,3157.00
202.543,3156.00
203.575,3140.00
204.606,3241.50
205.637,3271.50
206.669,3210.50
207.700,3283.00
208.731,3299.50
209.762,3353.00
210.792,3387.00
211.823,3466.50
212.854,3444.00
213.884,3468.00
214.914,3535.00
215.947,3463.50
216.977,3551.00
218.007,3649.00
219.037,3696.00
