RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],20
Exposure Count,2
Measure Time,2024/02/15 21:03:46
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No36
96.716,10.00
97.759,-3.00
98.802,-1.00
99.846,-16.00
100.886,-2.00
101.929,19.00
102.972,23.50
104.015,-17.50
105.057,45.50
106.100,-40.50
107.142,-22.50
108.184,-29.00
109.226,13.00
110.268,33.50
111.310,63.50
112.352,-5.00
113.393,7.50
114.435,22.00
115.476,-5.50
116.517,39.50
117.558,-9.00
118.599,39.50
119.640,27.00
120.681,50.00
121.722,3.00
122.762,-1.00
123.803,-21.00
124.843,50.00
125.883,-55.00
126.923,-29.00
127.963,35.00
129.001,10.50
130.041,15.50
131.080,41.50
132.120,-1.00
133.159,14.00
134.199,-1.50
135.238,-16.00
136.277,-12.50
137.316,96.00
138.355,-3.00
139.393,5.00
140.432,-42.00
141.470,-25.50
142.509,43.50
143.547,31.00
144.585,2.00
145.623,82.50
146.661,31.00
147.699,75.00
148.736,123.50
149.774,214.00
150.811,293.00
151.849,278.50
152.886,345.00
153.923,438.00
154.960,548.00
155.997,713.50
157.034,841.50
158.072,927.00
159.109,1135.50
160.145,1253.00
161.182,1373.00
162.218,1542.00
163.254,1645.00
164.290,1834.00
165.326,1909.00
166.361,1997.00
167.397,2109.50
168.432,2069.50
169.468,2178.00
170.503,2238.50
171.538,2284.00
172.573,2319.00
173.608,2339.50
174.643,2358.50
175.677,2401.00
176.712,2493.50
177.746,2495.00
178.781,2514.00
179.815,2603.50
180.849,2617.00
181.883,2650.50
182.917,2757.00
183.951,2740.00
184.984,2762.00
186.020,2778.00
187.053,2821.00
188.087,2834.00
189.120,2749.00
190.153,2703.00
191.186,2739.00
192.219,2682.00
193.251,2596.50
194.284,2646.50
195.317,2672.00
196.349,2723.00
197.381,2711.50
198.413,2735.00
199.445,2681.50
200.477,2708.00
201.509,2774.00
202.543,2746.00
203.575,2699.00
204.606,2864.00
205.637,3645.50
206.669,2840.00
207.700,2812.50
208.731,2839.50
209.762,2886.00
210.792,2877.50
211.823,3016.50
212.854,3005.00
213.884,2966.50
214.914,3041.50
215.947,3008.00
216.977,3151.50
218.007,3158.50
