RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/09/13 20:37:35
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No102
146.591,421.25
147.626,562.75
148.664,713.75
149.699,832.50
150.737,1031.75
151.772,1217.00
152.809,1441.00
153.846,1657.00
154.881,1901.00
155.918,2142.75
156.953,2355.50
157.989,2566.25
159.026,2743.50
160.060,2900.50
161.096,3092.75
162.130,3217.25
163.167,3253.25
164.200,3340.75
165.236,3472.75
166.272,3545.25
167.305,3619.00
168.341,3694.25
169.374,3731.75
170.409,3798.00
171.445,3872.00
172.477,3860.50
173.512,3974.25
174.545,4047.25
175.580,4150.00
176.614,4197.50
177.647,4299.75
178.681,4317.00
179.713,4356.00
180.747,4436.75
181.781,4430.25
182.813,4399.00
183.847,4416.00
184.878,4409.75
185.912,4301.50
186.945,4274.25
187.976,4286.00
189.010,4270.25
190.043,4255.00
191.073,4324.25
192.106,4275.00
193.137,4338.50
194.170,4408.50
195.202,4368.75
196.232,4406.50
197.265,4456.50
198.297,4523.75
199.327,4531.25
200.359,4588.75
201.388,4714.25
202.420,4681.75
203.452,4741.00
204.481,4833.25
205.512,4887.75
206.544,4951.75
207.573,5102.00
208.604,5105.75
209.635,5220.25
210.663,5296.25
211.694,5477.75
212.725,5592.50
213.753,5671.75
214.783,5773.00
215.813,5907.50
216.841,5969.00
217.871,6068.50
218.899,6164.00
219.929,6134.50
220.959,6198.75
221.986,6173.50
223.016,6228.50
224.045,6153.00
225.072,6195.25
226.101,6140.75
227.130,6077.25
228.157,5976.50
229.185,5885.25
230.214,5777.00
231.241,5759.25
232.269,5658.00
233.297,5596.50
234.323,5632.00
235.351,5443.75
236.379,5468.75
237.407,5454.25
238.433,5397.25
239.460,5399.50
240.488,5370.25
241.513,5331.75
242.540,5447.00
243.568,5468.25
244.592,5457.25
245.619,5570.00
246.646,5579.00
247.671,5574.75
248.697,5672.00
249.724,5632.00
250.748,5605.50
251.774,5607.75
252.801,5635.75
253.827,5643.50
254.850,5600.00
255.876,5557.25
256.902,5590.25
257.925,5560.00
258.951,5554.25
259.976,5535.25
260.999,5633.75
262.024,5620.00
263.049,5695.50
264.074,5698.00
265.097,5724.00
266.122,5761.75
267.146,5715.25
268.168,5739.00
269.193,5789.50
270.217,5785.00
271.241,5848.00
272.263,5959.00
273.287,6003.75
274.311,6039.50
275.332,6052.50
276.356,6072.25
277.379,6113.75
278.402,6105.25
279.424,6183.75
280.447,6191.25
281.470,6098.50
282.492,6090.00
283.513,6051.75
284.536,6011.25
285.558,5958.25
286.581,5932.50
287.601,5825.75
288.623,5814.25
289.645,5732.00
290.665,5687.75
291.687,5613.50
292.709,5502.25
293.730,5453.25
294.750,5404.00
295.771,5365.25
296.792,5302.25
297.813,5291.00
298.832,5160.00
299.853,5206.25
300.874,5080.00
301.895,5086.75
302.913,4998.50
303.934,5015.25
304.954,4898.00
305.975,4901.75
306.993,4829.25
308.013,4729.00
309.033,4777.00
310.052,4691.50
311.072,4663.75
312.090,4661.00
313.109,4625.75
314.129,4600.50
315.148,4611.00
316.165,4519.00
317.184,4565.50
318.203,4478.25
319.222,4466.25
320.238,4444.50
321.257,4432.00
322.275,4404.00
323.294,4332.00
324.312,4374.00
325.328,4332.25
326.346,4384.50
327.364,4350.25
328.382,4385.75
329.397,4335.75
330.415,4317.75
331.432,4337.50
332.450,4282.00
333.467,4275.25
334.482,4243.00
335.499,4252.00
336.516,4278.00
337.533,4233.00
338.547,4280.25
339.564,4237.50
340.580,4221.00
341.597,4219.75
342.613,4230.50
343.627,4183.75
344.643,4186.50
345.659,4206.50
346.675,4153.75
347.690,4183.50
348.704,4182.00
349.719,4133.25
350.735,4115.25
351.750,4097.00
352.765,4088.50
353.778,4066.50
354.793,4102.75
355.808,4095.25
356.822,4105.50
357.837,4064.75
358.851,4120.50
359.864,4116.00
360.878,4102.25
361.892,4083.50
362.906,4067.00
363.920,4046.00
364.932,4117.50
365.945,4001.00
366.959,4097.75
367.972,4006.00
368.986,4075.25
369.999,4052.25
371.010,4106.50
372.023,4043.00
373.036,4134.75
374.049,4018.00
375.061,4056.75
