RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/11 21:29:36
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No488
146.591,1596.73
147.626,1838.53
148.664,2117.50
149.699,2425.33
150.737,2659.70
151.772,2931.17
152.809,3192.37
153.846,3395.70
154.881,3601.83
155.918,3741.93
156.953,3878.20
157.989,3988.00
159.026,4136.13
160.060,4225.77
161.096,4290.93
162.130,4439.27
163.167,4517.90
164.200,4529.27
165.236,4642.70
166.272,4709.53
167.305,4787.40
168.341,4867.20
169.374,4917.27
170.409,4985.77
171.445,5018.23
172.477,5079.20
173.512,5126.10
174.545,5205.00
175.580,5212.60
176.614,5233.87
177.647,5258.50
178.681,5269.63
179.713,5259.23
180.747,5238.20
181.781,5225.97
182.813,5285.70
183.847,5324.87
184.878,5248.57
185.912,5304.73
186.945,5365.60
187.976,5411.37
189.010,5413.30
190.043,5437.73
191.073,5546.07
192.106,5514.63
193.137,5571.00
194.170,5637.53
195.202,5663.90
196.232,5715.17
197.265,5726.43
198.297,5829.63
199.327,5857.53
200.359,5852.83
201.388,5925.03
202.420,5961.47
203.452,5979.93
204.481,6027.27
205.512,6044.17
206.544,6099.13
207.573,6176.63
208.604,6176.20
209.635,6212.00
210.663,6275.13
211.694,6367.87
212.725,6300.33
213.753,6401.70
214.783,6355.30
215.813,6318.07
216.841,6342.23
217.871,6361.53
218.899,6297.00
219.929,6304.23
220.959,6305.50
221.986,6244.37
223.016,6197.40
224.045,6138.87
225.072,6089.23
226.101,6057.43
227.130,6039.23
228.157,6053.23
229.185,5974.63
230.214,5973.17
231.241,5941.27
232.269,5911.43
233.297,5896.07
234.323,5901.27
235.351,5886.63
236.379,5858.60
237.407,5878.33
238.433,5859.63
239.460,5835.77
240.488,5878.30
241.513,5908.63
242.540,5892.87
243.568,5897.10
244.592,5898.43
245.619,5862.17
246.646,5902.33
247.671,5905.33
248.697,6005.10
249.724,5973.73
250.748,6015.23
251.774,5957.47
252.801,6017.83
253.827,5968.13
254.850,6037.57
255.876,6051.67
256.902,6057.13
257.925,6049.00
258.951,6152.00
259.976,6175.27
260.999,6186.30
262.024,6219.13
263.049,6262.93
264.074,6262.73
265.097,6291.30
266.122,6301.50
267.146,6352.83
268.168,6288.03
269.193,6386.93
270.217,6351.07
271.241,6408.60
272.263,6352.33
273.287,6432.07
274.311,6411.30
275.332,6435.47
276.356,6436.17
277.379,6303.30
278.402,6341.90
279.424,6347.90
280.447,6314.47
281.470,6269.63
282.492,6258.70
283.513,6201.67
284.536,6179.10
285.558,6190.43
286.581,6121.77
287.601,6063.97
288.623,6057.63
289.645,6003.57
290.665,6038.60
291.687,6006.80
292.709,5900.47
293.730,5849.17
294.750,5890.73
295.771,5924.93
296.792,5867.83
297.813,5827.27
298.832,5755.80
299.853,5784.40
300.874,5773.73
301.895,5729.83
302.913,5720.83
303.934,5676.17
304.954,5731.80
305.975,5767.50
306.993,5665.13
308.013,5637.10
309.033,5641.57
310.052,5623.63
311.072,5636.60
312.090,5652.27
313.109,5634.00
314.129,5615.57
315.148,5630.10
316.165,5656.27
317.184,5605.37
318.203,5604.37
319.222,5549.77
320.238,5609.30
321.257,5595.10
322.275,5595.40
323.294,5564.10
324.312,5545.90
325.328,5593.27
326.346,5604.90
327.364,5537.07
328.382,5619.97
329.397,5530.80
330.415,5572.33
331.432,5570.93
332.450,5604.53
333.467,5533.23
334.482,5519.77
335.499,5517.37
336.516,5551.90
337.533,5564.63
338.547,5500.70
339.564,5486.73
340.580,5528.53
