RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/11 21:01:22
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No608
146.591,865.83
147.626,1001.07
148.664,1155.53
149.699,1280.33
150.737,1438.03
151.772,1558.53
152.809,1711.23
153.846,1810.10
154.881,1929.30
155.918,2006.30
156.953,2072.23
157.989,2160.67
159.026,2157.23
160.060,2213.77
161.096,2282.57
162.130,2321.90
163.167,2328.13
164.200,2354.67
165.236,2413.20
166.272,2426.73
167.305,2494.83
168.341,2556.10
169.374,2613.80
170.409,2603.63
171.445,2642.47
172.477,2689.63
173.512,2721.63
174.545,2738.27
175.580,2776.03
176.614,2717.27
177.647,2790.80
178.681,2797.47
179.713,2801.70
180.747,2758.63
181.781,2769.57
182.813,2696.93
183.847,2719.37
184.878,2715.13
185.912,2721.90
186.945,2738.93
187.976,2753.43
189.010,2734.77
190.043,2676.60
191.073,2768.23
192.106,2811.17
193.137,2796.83
194.170,2816.73
195.202,2867.43
196.232,2849.87
197.265,2888.00
198.297,2882.20
199.327,2946.30
200.359,2947.13
201.388,3020.03
202.420,3022.43
203.452,3072.07
204.481,3116.57
205.512,3160.40
206.544,3208.63
207.573,3311.67
208.604,3350.80
209.635,3412.80
210.663,3564.53
211.694,3619.97
212.725,3723.13
213.753,3786.10
214.783,3892.73
215.813,3901.27
216.841,3973.13
217.871,4023.63
218.899,4040.43
219.929,4022.40
220.959,3969.93
221.986,3963.23
223.016,3827.33
224.045,3768.33
225.072,3682.40
226.101,3578.67
227.130,3495.43
228.157,3500.30
229.185,3398.20
230.214,3378.67
231.241,3333.63
232.269,3247.43
233.297,3224.47
234.323,3192.50
235.351,3168.03
236.379,3125.00
237.407,3144.27
238.433,3133.17
239.460,3132.63
240.488,3145.47
241.513,3149.30
242.540,3171.37
243.568,3208.83
244.592,3213.00
245.619,3190.03
246.646,3165.03
247.671,3158.50
248.697,3195.03
249.724,3177.50
250.748,3117.97
251.774,3141.43
252.801,3146.33
253.827,3139.87
254.850,3171.83
255.876,3146.13
256.902,3197.03
257.925,3148.87
258.951,3221.73
259.976,3258.40
260.999,3241.17
262.024,3290.40
263.049,3267.00
264.074,3327.20
265.097,3383.63
266.122,3408.60
267.146,3436.10
268.168,3436.60
269.193,3489.50
270.217,3570.03
271.241,3579.10
272.263,3598.07
273.287,3608.80
274.311,3680.47
275.332,3693.97
276.356,3729.43
277.379,3714.10
278.402,3734.57
279.424,3726.17
280.447,3741.87
281.470,3654.70
282.492,3628.80
283.513,3593.73
284.536,3596.03
285.558,3539.87
286.581,3496.37
287.601,3440.50
288.623,3445.67
289.645,3325.63
290.665,3363.53
291.687,3278.73
292.709,3188.60
293.730,3138.73
294.750,3137.97
295.771,3097.90
296.792,3053.23
297.813,2974.30
298.832,2984.43
299.853,2956.70
300.874,2860.53
301.895,2849.13
302.913,2850.40
303.934,2785.83
304.954,2791.57
305.975,2787.53
306.993,2721.60
308.013,2747.90
309.033,2682.60
310.052,2642.10
311.072,2653.10
312.090,2606.23
313.109,2620.80
314.129,2578.63
315.148,2536.07
316.165,2588.13
317.184,2622.83
318.203,2537.87
319.222,2554.87
320.238,2515.60
321.257,2518.37
322.275,2567.43
323.294,2502.23
324.312,2495.67
325.328,2506.40
326.346,2510.03
327.364,2467.80
328.382,2513.40
329.397,2492.13
330.415,2484.30
331.432,2507.20
332.450,2451.13
333.467,2448.07
334.482,2413.73
335.499,2422.30
336.516,2452.17
337.533,2468.57
338.547,2439.83
339.564,2434.47
340.580,2437.97
