RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 15:40:21
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No148
146.591,1055.25
147.626,1217.75
148.664,1404.75
149.699,1664.75
150.737,1835.00
151.772,2023.25
152.809,2244.50
153.846,2391.50
154.881,2587.75
155.918,2727.25
156.953,2831.75
157.989,2899.25
159.026,3020.75
160.060,3107.00
161.096,3116.00
162.130,3191.25
163.167,3234.75
164.200,3310.75
165.236,3328.50
166.272,3398.75
167.305,3459.25
168.341,3506.75
169.374,3523.00
170.409,3613.50
171.445,3714.00
172.477,3799.75
173.512,3833.25
174.545,3871.75
175.580,3884.00
176.614,3962.25
177.647,3927.50
178.681,3946.50
179.713,3966.75
180.747,3901.25
181.781,3870.75
182.813,3829.50
183.847,3821.50
184.878,3873.50
185.912,3788.50
186.945,3843.00
187.976,3797.25
189.010,3856.75
190.043,3833.75
191.073,3868.25
192.106,3888.50
193.137,3921.00
194.170,4005.00
195.202,4076.00
196.232,4074.00
197.265,4102.00
198.297,4158.75
199.327,4279.75
200.359,4285.25
201.388,4327.75
202.420,4397.50
203.452,4475.75
204.481,4559.25
205.512,4689.25
206.544,4735.00
207.573,4798.50
208.604,4922.25
209.635,5016.50
210.663,5124.00
211.694,5181.25
212.725,5278.50
213.753,5404.25
214.783,5426.50
215.813,5473.25
216.841,5529.00
217.871,5433.50
218.899,5408.75
219.929,5420.50
220.959,5278.00
221.986,5225.75
223.016,5212.50
224.045,5079.75
225.072,5062.50
226.101,4952.25
227.130,4855.00
228.157,4850.50
229.185,4747.00
230.214,4772.25
231.241,4712.25
232.269,4667.50
233.297,4655.25
234.323,4647.50
235.351,4660.00
236.379,4676.25
237.407,4667.25
238.433,4689.00
239.460,4709.00
240.488,4797.75
241.513,4765.25
242.540,4881.00
243.568,4960.25
244.592,4927.50
245.619,4918.00
246.646,4906.75
247.671,4893.25
248.697,4871.00
249.724,4814.50
250.748,4800.75
251.774,4808.75
252.801,4835.00
253.827,4857.75
254.850,4852.75
255.876,4852.75
256.902,4849.00
257.925,4845.75
258.951,4877.50
259.976,4948.00
260.999,4962.25
262.024,4958.75
263.049,5026.25
264.074,5018.75
265.097,5076.75
266.122,5093.00
267.146,5175.00
268.168,5155.75
269.193,5160.25
270.217,5252.00
271.241,5259.25
272.263,5286.00
273.287,5280.25
274.311,5356.25
275.332,5333.50
276.356,5297.00
277.379,5317.50
278.402,5320.00
279.424,5254.25
280.447,5206.25
281.470,5158.75
282.492,5104.75
283.513,5004.50
284.536,4945.25
285.558,4931.25
286.581,4866.25
287.601,4765.00
288.623,4741.50
289.645,4683.50
290.665,4630.25
291.687,4602.50
292.709,4576.50
293.730,4447.00
294.750,4460.75
295.771,4440.00
296.792,4367.75
297.813,4321.25
298.832,4221.75
299.853,4207.00
300.874,4189.75
301.895,4155.25
302.913,4104.00
303.934,4087.25
304.954,3955.50
305.975,4043.25
306.993,4030.00
308.013,3934.75
309.033,3965.25
310.052,3888.75
311.072,3870.00
312.090,3849.50
313.109,3797.75
314.129,3757.00
315.148,3775.00
316.165,3728.50
317.184,3742.50
318.203,3747.00
319.222,3700.50
320.238,3665.75
321.257,3706.00
322.275,3748.75
323.294,3716.50
324.312,3676.25
325.328,3655.75
326.346,3613.25
327.364,3659.00
328.382,3634.25
329.397,3575.00
330.415,3605.50
331.432,3615.00
332.450,3598.00
333.467,3524.75
334.482,3582.25
335.499,3600.25
336.516,3601.25
337.533,3574.25
338.547,3504.00
339.564,3532.25
340.580,3578.75
341.597,3578.00
342.613,3518.75
343.627,3528.75
344.643,3542.00
345.659,3504.00
346.675,3508.25
347.690,3535.25
348.704,3464.00
349.719,3496.00
350.735,3437.00
351.750,3526.75
352.765,3503.00
353.778,3535.75
354.793,3454.75
355.808,3513.50
356.822,3476.75
357.837,3522.25
358.851,3547.75
359.864,3448.50
360.878,3539.50
361.892,3508.00
362.906,3528.75
363.920,3506.00
364.932,3464.75
365.945,3470.50
366.959,3494.50
367.972,3448.50
368.986,3514.25
369.999,3506.50
371.010,3494.50
372.023,3531.50
373.036,3526.75
374.049,3543.00
375.061,3572.50
