RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],20
Exposure Count,2
Measure Time,2024/02/15 20:35:21
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No17
96.716,13.00
97.759,20.50
98.802,36.00
99.846,63.00
100.886,10.00
101.929,45.00
102.972,56.50
104.015,-6.50
105.057,-24.00
106.100,-37.50
107.142,26.00
108.184,14.50
109.226,0.00
110.268,27.50
111.310,-33.50
112.352,56.50
113.393,19.00
114.435,33.50
115.476,5.00
116.517,-22.00
117.558,-6.50
118.599,21.00
119.640,-2.00
120.681,2.50
121.722,-12.50
122.762,-25.00
123.803,33.00
124.843,18.50
125.883,14.00
126.923,-1.00
127.963,43.50
129.001,-4.50
130.041,-40.50
131.080,6.50
132.120,-16.00
133.159,51.50
134.199,45.00
135.238,58.00
136.277,33.00
137.316,-45.50
138.355,21.50
139.393,-2.00
140.432,81.00
141.470,37.50
142.509,98.00
143.547,62.50
144.585,41.50
145.623,22.00
146.661,52.00
147.699,120.00
148.736,165.00
149.774,193.00
150.811,232.50
151.849,345.00
152.886,440.00
153.923,581.00
154.960,700.50
155.997,857.50
157.034,945.50
158.072,1175.50
159.109,1328.00
160.145,1543.50
161.182,1738.50
162.218,1895.00
163.254,2095.00
164.290,2204.00
165.326,2313.00
166.361,2484.00
167.397,2536.50
168.432,2563.00
169.468,2672.50
170.503,2837.00
171.538,2837.00
172.573,2888.50
173.608,2905.00
174.643,2940.00
175.677,2972.50
176.712,3041.50
177.746,3081.00
178.781,3176.50
179.815,3210.50
180.849,3394.50
181.883,3351.00
182.917,3420.00
183.951,3421.00
184.984,3503.00
186.020,3572.50
187.053,3573.50
188.087,3518.00
189.120,3485.50
190.153,3486.50
191.186,3463.00
192.219,3407.50
193.251,3496.00
194.284,3386.00
195.317,3412.00
196.349,3499.00
197.381,3425.00
198.413,3435.50
199.445,3488.00
200.477,3555.00
201.509,3545.00
202.543,3485.50
203.575,3534.00
204.606,3585.50
205.637,3647.00
206.669,3604.50
207.700,3734.50
208.731,3747.00
209.762,3815.50
210.792,3879.50
211.823,3872.50
212.854,3945.00
213.884,3922.50
214.914,3972.00
215.947,4182.50
216.977,4149.50
218.007,4170.50
219.037,4312.50
