RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],20
Exposure Count,2
Measure Time,2024/02/15 20:56:42
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No30
96.716,29.00
97.759,13.00
98.802,34.00
99.846,-18.00
100.886,16.50
101.929,48.00
102.972,43.50
104.015,24.00
105.057,3.50
106.100,16.00
107.142,8.00
108.184,30.00
109.226,-34.00
110.268,82.00
111.310,10.50
112.352,-6.50
113.393,-0.50
114.435,35.50
115.476,19.50
116.517,3.50
117.558,27.00
118.599,2.00
119.640,25.00
120.681,47.00
121.722,-15.50
122.762,12.00
123.803,14.00
124.843,3.50
125.883,50.00
126.923,-24.50
127.963,-0.50
129.001,17.50
130.041,1.50
131.080,22.00
132.120,17.50
133.159,-33.50
134.199,6.00
135.238,46.50
136.277,41.50
137.316,36.50
138.355,60.00
139.393,16.00
140.432,5.00
141.470,34.50
142.509,15.50
143.547,36.00
144.585,91.50
145.623,80.50
146.661,125.00
147.699,180.00
148.736,191.50
149.774,325.00
150.811,376.50
151.849,521.50
152.886,596.50
153.923,790.00
154.960,903.00
155.997,1095.00
157.034,1350.00
158.072,1555.50
159.109,1761.50
160.145,2036.00
161.182,2299.00
162.218,2473.00
163.254,2681.50
164.290,2893.00
165.326,3115.00
166.361,3246.50
167.397,3308.50
168.432,3411.50
169.468,3530.50
170.503,3539.00
171.538,3642.00
172.573,3714.50
173.608,3789.00
174.643,3758.50
175.677,3911.50
176.712,4010.50
177.746,4056.00
178.781,4074.00
179.815,4167.50
180.849,4203.00
181.883,4307.00
182.917,4344.50
183.951,4372.50
184.984,4445.50
186.020,4409.50
187.053,4477.50
188.087,4455.50
189.120,4418.00
190.153,4525.50
191.186,4521.50
192.219,4524.50
193.251,4430.00
194.284,4467.00
195.317,4494.00
196.349,4447.00
197.381,4459.00
198.413,4568.50
199.445,4538.00
200.477,4529.50
201.509,4661.00
202.543,4522.50
203.575,4560.50
204.606,4631.00
205.637,4860.00
206.669,4781.50
207.700,4744.00
208.731,4847.50
209.762,4877.00
210.792,4941.50
211.823,5060.00
212.854,5050.50
213.884,5027.00
214.914,5120.00
215.947,5134.00
216.977,5253.50
218.007,5312.50
219.037,5338.00
