RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 15:52:25
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No156
146.591,900.50
147.626,1092.00
148.664,1227.75
149.699,1403.75
150.737,1560.50
151.772,1781.75
152.809,1846.50
153.846,2047.00
154.881,2149.00
155.918,2287.75
156.953,2336.25
157.989,2451.25
159.026,2512.75
160.060,2514.50
161.096,2611.00
162.130,2687.50
163.167,2689.00
164.200,2731.25
165.236,2809.25
166.272,2855.75
167.305,2909.50
168.341,2937.50
169.374,2979.50
170.409,3016.75
171.445,3113.00
172.477,3183.00
173.512,3205.25
174.545,3169.25
175.580,3262.75
176.614,3258.25
177.647,3191.50
178.681,3290.75
179.713,3238.75
180.747,3151.00
181.781,3173.00
182.813,3176.00
183.847,3198.75
184.878,3140.75
185.912,3216.50
186.945,3155.75
187.976,3202.75
189.010,3281.00
190.043,3268.00
191.073,3253.50
192.106,3254.75
193.137,3378.50
194.170,3377.00
195.202,3390.75
196.232,3422.25
197.265,3456.00
198.297,3497.75
199.327,3591.50
200.359,3631.25
201.388,3635.00
202.420,3745.75
203.452,3814.25
204.481,3954.75
205.512,4022.50
206.544,4066.25
207.573,4192.25
208.604,4317.50
209.635,4478.00
210.663,4583.50
211.694,4652.00
212.725,4817.75
213.753,4975.25
214.783,4995.50
215.813,5075.75
216.841,5068.25
217.871,5148.25
218.899,5136.25
219.929,5188.75
220.959,5007.00
221.986,4904.00
223.016,4799.75
224.045,4760.25
225.072,4645.00
226.101,4480.50
227.130,4369.25
228.157,4306.25
229.185,4239.25
230.214,4208.50
231.241,4089.25
232.269,4012.00
233.297,3999.25
234.323,4035.75
235.351,3935.50
236.379,3921.25
237.407,3884.75
238.433,3876.75
239.460,3936.00
240.488,3915.25
241.513,3984.50
242.540,3992.25
243.568,4018.50
244.592,4039.25
245.619,4058.00
246.646,4051.50
247.671,4021.25
248.697,4000.25
249.724,4035.75
250.748,3996.75
251.774,3974.75
252.801,3985.50
253.827,3982.00
254.850,4065.00
255.876,3963.00
256.902,4040.75
257.925,4073.00
258.951,4104.75
259.976,4103.50
260.999,4164.50
262.024,4126.00
263.049,4194.25
264.074,4191.25
265.097,4268.00
266.122,4304.50
267.146,4314.25
268.168,4384.75
269.193,4449.00
270.217,4473.50
271.241,4502.25
272.263,4602.00
273.287,4581.25
274.311,4593.00
275.332,4623.25
276.356,4600.00
277.379,4621.75
278.402,4566.75
279.424,4582.50
280.447,4588.25
281.470,4501.25
282.492,4470.25
283.513,4385.75
284.536,4308.50
285.558,4360.75
286.581,4276.75
287.601,4126.00
288.623,4101.50
289.645,4079.50
290.665,4056.00
291.687,3938.00
292.709,3905.75
293.730,3840.75
294.750,3825.00
295.771,3804.25
296.792,3787.50
297.813,3722.00
298.832,3630.00
299.853,3595.50
300.874,3557.25
301.895,3528.50
302.913,3482.75
303.934,3478.50
304.954,3401.00
305.975,3377.00
306.993,3355.25
308.013,3304.25
309.033,3319.25
310.052,3236.25
311.072,3302.50
312.090,3240.00
313.109,3224.75
314.129,3166.00
315.148,3229.50
316.165,3155.75
317.184,3111.50
318.203,3143.75
319.222,3164.00
320.238,3067.50
321.257,3094.00
322.275,3083.50
323.294,3081.00
324.312,3015.50
325.328,3010.00
326.346,3082.75
327.364,3010.50
328.382,2994.75
329.397,3030.75
330.415,2989.50
331.432,3016.25
332.450,3012.00
333.467,3013.25
334.482,2980.00
335.499,2989.75
336.516,2966.75
337.533,2965.50
338.547,2948.00
339.564,2916.75
340.580,2894.00
341.597,2970.75
342.613,2944.75
343.627,2926.25
344.643,2880.75
345.659,2929.25
346.675,2879.75
347.690,2991.75
348.704,2884.25
349.719,2903.25
350.735,2950.75
351.750,2933.00
352.765,2896.25
353.778,2880.50
354.793,2875.25
355.808,2951.25
356.822,2855.25
357.837,2936.75
358.851,2895.00
359.864,2923.25
360.878,2906.00
361.892,2883.75
362.906,2962.25
363.920,2925.50
364.932,2906.00
365.945,2926.25
366.959,2947.75
367.972,2961.25
368.986,3001.50
369.999,2985.50
371.010,2940.00
372.023,2946.25
373.036,2960.75
374.049,3014.25
375.061,3005.00
