RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/11 20:50:52
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No606
146.591,1152.13
147.626,1314.27
148.664,1510.60
149.699,1759.50
150.737,1970.07
151.772,2197.80
152.809,2384.10
153.846,2526.87
154.881,2690.77
155.918,2808.60
156.953,2908.20
157.989,2998.00
159.026,3067.13
160.060,3127.80
161.096,3170.23
162.130,3251.27
163.167,3260.67
164.200,3311.83
165.236,3410.70
166.272,3425.97
167.305,3510.13
168.341,3642.47
169.374,3702.90
170.409,3811.47
171.445,3903.70
172.477,3967.70
173.512,4016.67
174.545,4042.30
175.580,4118.47
176.614,4116.40
177.647,4106.50
178.681,4083.83
179.713,4004.93
180.747,4002.07
181.781,3913.70
182.813,3941.07
183.847,3835.47
184.878,3793.90
185.912,3782.73
186.945,3792.57
187.976,3748.10
189.010,3756.87
190.043,3792.00
191.073,3810.40
192.106,3865.70
193.137,3848.67
194.170,3851.73
195.202,3835.93
196.232,3939.47
197.265,3987.63
198.297,4023.23
199.327,4035.33
200.359,4068.73
201.388,4079.17
202.420,4141.13
203.452,4188.37
204.481,4232.00
205.512,4215.73
206.544,4286.70
207.573,4434.50
208.604,4412.07
209.635,4479.50
210.663,4589.67
211.694,4568.53
212.725,4581.20
213.753,4620.10
214.783,4589.87
215.813,4672.47
216.841,4648.57
217.871,4652.30
218.899,4637.13
219.929,4579.17
220.959,4612.37
221.986,4566.00
223.016,4531.80
224.045,4533.67
225.072,4461.27
226.101,4433.73
227.130,4379.30
228.157,4349.67
229.185,4340.90
230.214,4365.03
231.241,4291.93
232.269,4313.47
233.297,4268.27
234.323,4290.20
235.351,4276.77
236.379,4246.13
237.407,4259.00
238.433,4227.57
239.460,4262.50
240.488,4252.93
241.513,4246.43
242.540,4268.07
243.568,4236.30
244.592,4305.70
245.619,4267.97
246.646,4296.73
247.671,4302.83
248.697,4373.30
249.724,4287.87
250.748,4319.97
251.774,4375.43
252.801,4426.37
253.827,4363.83
254.850,4448.67
255.876,4463.20
256.902,4468.30
257.925,4538.40
258.951,4526.47
259.976,4579.50
260.999,4616.77
262.024,4676.00
263.049,4668.23
264.074,4682.67
265.097,4708.83
266.122,4728.77
267.146,4770.37
268.168,4787.77
269.193,4717.93
270.217,4793.80
271.241,4786.80
272.263,4800.47
273.287,4797.57
274.311,4796.97
275.332,4791.27
276.356,4743.80
277.379,4741.00
278.402,4700.57
279.424,4648.63
280.447,4649.33
281.470,4583.50
282.492,4541.53
283.513,4492.00
284.536,4539.57
285.558,4490.43
286.581,4397.90
287.601,4389.10
288.623,4333.80
289.645,4316.90
290.665,4261.27
291.687,4236.63
292.709,4240.47
293.730,4183.37
294.750,4181.10
295.771,4111.73
296.792,4104.43
297.813,4091.57
298.832,4078.63
299.853,4036.20
300.874,3997.37
301.895,3956.17
302.913,3949.33
303.934,3962.20
304.954,3901.07
305.975,5026.67
306.993,3923.83
308.013,3942.47
309.033,3907.87
310.052,3869.80
311.072,3851.97
312.090,3870.97
313.109,3872.57
314.129,3813.90
315.148,3818.07
316.165,3822.70
317.184,3811.80
318.203,3843.53
319.222,3822.67
320.238,3795.50
321.257,3848.67
322.275,3817.43
323.294,3814.53
324.312,3784.97
325.328,3786.03
326.346,3807.37
327.364,3766.80
328.382,3745.43
329.397,3740.57
330.415,3768.73
331.432,3772.90
332.450,3776.40
333.467,3773.53
334.482,3744.83
335.499,3723.67
336.516,3788.37
337.533,3730.87
338.547,3696.70
339.564,3773.53
340.580,3762.40
