RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],20
Exposure Count,2
Measure Time,2024/02/15 20:30:19
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No13
96.716,14.50
97.759,2.00
98.802,2.50
99.846,7.00
100.886,-32.50
101.929,3.00
102.972,27.00
104.015,33.50
105.057,48.00
106.100,15.50
107.142,23.50
108.184,36.00
109.226,25.00
110.268,-16.50
111.310,1.00
112.352,-27.00
113.393,1.00
114.435,-57.00
115.476,-5.00
116.517,6.50
117.558,19.00
118.599,-4.50
119.640,3.50
120.681,46.00
121.722,35.50
122.762,29.00
123.803,30.00
124.843,69.00
125.883,36.00
126.923,40.50
127.963,-10.00
129.001,25.00
130.041,27.00
131.080,-44.00
132.120,2.50
133.159,40.50
134.199,14.00
135.238,-27.50
136.277,27.00
137.316,45.00
138.355,-0.50
139.393,14.00
140.432,24.00
141.470,43.50
142.509,47.50
143.547,53.00
144.585,72.00
145.623,120.00
146.661,105.00
147.699,141.50
148.736,153.00
149.774,255.00
150.811,276.50
151.849,381.00
152.886,522.50
153.923,604.50
154.960,806.00
155.997,971.50
157.034,1135.50
158.072,1350.50
159.109,1435.00
160.145,1700.50
161.182,1959.00
162.218,2050.00
163.254,2250.50
164.290,2439.50
165.326,2640.00
166.361,2771.50
167.397,2852.00
168.432,2882.50
169.468,3020.50
170.503,3150.00
171.538,3144.50
172.573,3093.50
173.608,3197.50
174.643,3249.50
175.677,3343.50
176.712,3351.00
177.746,3356.50
178.781,3469.00
179.815,3545.50
180.849,3572.50
181.883,3652.50
182.917,3683.00
183.951,3720.00
184.984,3765.50
186.020,3822.50
187.053,3835.00
188.087,3801.50
189.120,3772.00
190.153,3775.50
191.186,3738.50
192.219,3653.50
193.251,3729.50
194.284,3706.00
195.317,3685.00
196.349,3691.50
197.381,3626.50
198.413,3756.50
199.445,3747.00
200.477,3721.00
201.509,3780.00
202.543,3806.00
203.575,3753.50
204.606,3869.00
205.637,3860.50
206.669,3951.00
207.700,3946.50
208.731,4062.50
209.762,4031.00
210.792,4144.00
211.823,4159.00
212.854,4216.00
213.884,4246.50
214.914,4343.00
215.947,4400.50
216.977,4444.00
218.007,4597.50
219.037,4644.00
