Date	2021年06月15日火曜日 05時16分28秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	280
ｽﾑｰｼﾞﾝｸﾞ	10
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	-2.357058
192.166	-0.389441
192.542	-0.958520
192.917	0.000000
193.293	-0.340622
193.668	-0.191404
194.044	-1.020805
194.419	0.000000
194.794	-1.315484
195.170	-1.230860
195.545	-1.149008
195.920	-1.014340
196.296	-0.901069
196.671	-0.732451
197.046	-0.581884
197.421	-0.530971
197.796	-0.522065
198.171	-0.489775
198.546	-0.435698
198.922	-0.380727
199.297	-0.355286
199.672	-0.331268
200.047	-0.311638
200.422	-0.287642
200.796	-0.285078
201.171	-0.273836
201.546	-0.267213
201.921	-0.252378
202.296	-0.243171
202.671	-0.212369
203.045	-0.182536
203.420	-0.166282
203.795	-0.157815
204.170	-0.149268
204.544	-0.135080
204.919	-0.138087
205.294	-0.129908
205.668	-0.118083
206.043	-0.100752
206.417	-0.096752
206.792	-0.088552
207.166	-0.073396
207.541	-0.065896
207.915	-0.059063
208.289	-0.037411
208.664	-0.026936
209.038	-0.013992
209.412	-0.001102
209.787	0.009948
210.161	0.025476
210.535	0.005246
210.909	0.009290
211.284	0.017438
211.658	0.020806
212.032	0.021192
212.406	-0.000739
212.780	0.008696
213.154	0.007148
213.528	0.004635
213.902	0.015541
214.276	0.014519
214.650	0.011238
215.024	-0.004746
215.398	-0.001439
215.772	0.012185
216.145	0.008905
216.519	0.009761
216.893	0.010009
217.267	0.008827
217.640	-0.000760
218.014	0.005714
218.388	0.023450
218.761	0.005947
219.135	0.013347
219.508	0.008542
219.882	-0.001811
220.256	0.011818
220.629	0.020139
221.003	0.019055
221.376	0.018664
221.749	0.004860
222.123	0.003132
222.496	-0.005998
222.869	0.003880
223.243	0.009073
223.616	0.005303
223.989	-0.005435
224.362	-0.003259
224.736	-0.007259
225.109	-0.009421
225.482	-0.002853
225.855	-0.003330
226.228	-0.011788
