Date	2022年12月13日火曜日 03時47分10秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	2
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.256213
192.542	0.116909
192.917	0.873725
193.293	0.000000
193.668	0.141914
194.044	0.494786
194.419	0.000000
194.794	0.000000
195.170	0.499224
195.545	0.658282
195.920	0.000000
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.000000
197.796	0.000000
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.420350
200.796	0.000000
201.171	0.000000
201.546	0.000000
201.921	1.231172
202.296	0.351282
202.671	0.000000
203.045	0.000000
203.420	0.362544
203.795	-0.028522
204.170	-0.229982
204.544	0.112454
204.919	0.946283
205.294	0.000000
205.668	0.327236
206.043	0.000000
206.417	0.000000
206.792	0.336715
207.166	0.000000
207.541	0.000000
207.915	-0.019712
208.289	0.000000
208.664	0.000000
209.038	1.549515
209.412	0.282717
209.787	0.000000
210.161	0.645842
210.535	0.327331
210.909	0.630952
211.284	0.000000
211.658	-0.654660
212.032	0.065308
212.406	0.000000
212.780	0.471067
213.154	0.000000
213.528	0.407102
213.902	0.416402
214.276	0.000000
214.650	0.000000
215.024	0.000000
215.398	0.000000
215.772	0.000000
216.145	-0.303218
216.519	0.000000
216.893	0.420471
217.267	0.000000
217.640	0.000000
218.014	0.702565
218.388	0.000000
218.761	0.000000
219.135	0.920865
219.508	0.000000
219.882	0.350687
220.256	0.000000
220.629	0.319208
221.003	1.046069
221.376	0.696112
221.749	1.779764
222.123	-0.095629
222.496	0.000000
222.869	0.262469
223.243	0.000000
223.616	-0.054164
223.989	0.000000
224.362	0.000000
224.736	0.070355
225.109	0.000000
225.482	0.000000
225.855	0.140084
226.228	0.700295
226.601	0.323222
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.244887
228.466	-0.207678
