Date	2022年07月22日金曜日 10時47分25秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	12000
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.594053
191.040	-0.026688
191.415	-0.026688
191.791	0.000000
192.166	0.000000
192.542	1.213624
192.917	0.000000
193.293	0.000000
193.668	0.000000
194.044	0.000000
194.419	0.432043
194.794	0.000000
195.170	0.000000
195.545	0.000000
195.920	0.000000
196.296	0.035668
196.671	0.000000
197.046	0.000000
197.421	0.553398
197.796	0.139922
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.000000
200.796	0.000000
201.171	0.787151
201.546	0.000000
201.921	1.841649
202.296	0.000000
202.671	0.000000
203.045	0.176509
203.420	0.301412
203.795	0.000000
204.170	0.590873
204.544	0.026646
204.919	0.000000
205.294	0.000000
205.668	0.000000
206.043	0.392425
206.417	1.496405
206.792	0.000000
207.166	0.000000
207.541	0.000000
207.915	0.000000
208.289	0.108997
208.664	0.566173
209.038	0.000000
209.412	0.000000
209.787	0.000000
210.161	0.509023
210.535	0.784732
210.909	0.485228
211.284	0.467635
211.658	0.000000
212.032	0.000000
212.406	0.433876
212.780	0.191726
213.154	0.000000
213.528	0.232631
213.902	0.000000
214.276	0.000000
214.650	0.456498
215.024	0.000000
215.398	0.000000
215.772	-0.093378
216.145	0.000000
216.519	0.930818
216.893	0.000000
217.267	0.484006
217.640	0.000000
218.014	0.000000
218.388	-0.772291
218.761	0.000000
219.135	0.000000
219.508	0.000000
219.882	0.000000
220.256	0.457388
220.629	0.853205
221.003	0.536236
221.376	0.646501
221.749	0.000000
222.123	0.000000
222.496	0.000000
222.869	0.000000
223.243	1.551453
223.616	0.000000
223.989	0.000000
224.362	0.370978
224.736	0.000000
225.109	1.021954
225.482	0.000000
225.855	0.000000
226.228	0.000000
226.601	0.000000
226.974	0.060427
227.347	1.596112
227.720	0.000000
228.093	0.557799
228.466	0.000000
