Date	2023年05月19日金曜日 04時49分20秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.238021
192.166	0.000000
192.542	0.000000
192.917	-0.119619
193.293	0.000000
193.668	0.771628
194.044	0.000000
194.419	0.262494
194.794	0.137887
195.170	0.000000
195.545	-0.343228
195.920	0.386536
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.081444
197.796	0.000000
198.171	0.746974
198.546	0.524746
198.922	0.463553
199.297	0.023559
199.672	0.000000
200.047	0.926389
200.422	0.000000
200.796	0.000000
201.171	0.000000
201.546	0.471754
201.921	0.000000
202.296	0.000000
202.671	0.418493
203.045	0.539416
203.420	0.000000
203.795	0.000000
204.170	1.323309
204.544	1.121423
204.919	0.634084
205.294	0.605330
205.668	0.000000
206.043	0.000000
206.417	1.395695
206.792	0.258785
207.166	0.614581
207.541	0.000000
207.915	1.002158
208.289	0.911669
208.664	0.000000
209.038	0.000000
209.412	0.644633
209.787	0.543825
210.161	0.305790
210.535	0.000000
210.909	0.794936
211.284	1.629334
211.658	0.000000
212.032	0.683955
212.406	0.866382
212.780	0.679489
213.154	0.000000
213.528	0.000000
213.902	0.460193
214.276	0.000000
214.650	0.692501
215.024	0.000000
215.398	0.000000
215.772	0.538980
216.145	1.039871
216.519	0.000000
216.893	0.000000
217.267	0.000000
217.640	0.512061
218.014	0.000000
218.388	0.000000
218.761	0.000000
219.135	1.292802
219.508	0.000000
219.882	0.000000
220.256	0.000000
220.629	0.000000
221.003	0.000000
221.376	0.142080
221.749	0.778566
222.123	0.504626
222.496	0.443419
222.869	0.000000
223.243	0.000000
223.616	0.587194
223.989	0.452033
224.362	0.000000
224.736	0.463428
225.109	0.000000
225.482	0.000000
225.855	0.961878
226.228	0.000000
226.601	1.935696
226.974	1.546614
227.347	0.658400
227.720	0.000000
228.093	0.849768
228.466	1.282303
