Date	2023年05月19日金曜日 04時43分30秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.056121
192.166	1.050228
192.542	0.000000
192.917	-0.384877
193.293	0.000000
193.668	0.360838
194.044	0.000000
194.419	0.170747
194.794	0.001267
195.170	0.000000
195.545	-0.506803
195.920	0.143874
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	-0.005828
197.796	0.000000
198.171	0.427622
198.546	0.415302
198.922	0.258921
199.297	-0.097189
199.672	0.000000
200.047	0.578344
200.422	1.612477
200.796	0.000000
201.171	0.498551
201.546	0.384399
201.921	0.000000
202.296	0.000000
202.671	0.329955
203.045	0.399293
203.420	1.240788
203.795	0.646599
204.170	0.788298
204.544	0.670501
204.919	0.525397
205.294	0.395400
205.668	0.000000
206.043	0.000000
206.417	0.986323
206.792	0.196264
207.166	0.415307
207.541	0.000000
207.915	0.640822
208.289	0.699205
208.664	1.193622
209.038	0.000000
209.412	0.542160
209.787	0.455501
210.161	0.186381
210.535	0.000000
210.909	0.595170
211.284	1.012393
211.658	0.000000
212.032	0.492948
212.406	0.662122
212.780	0.531750
213.154	0.000000
213.528	1.190236
213.902	0.396947
214.276	0.000000
214.650	0.587468
215.024	0.000000
215.398	0.999647
215.772	0.462416
216.145	0.742983
216.519	0.000000
216.893	0.000000
217.267	0.000000
217.640	0.428858
218.014	0.000000
218.388	0.000000
218.761	1.048419
219.135	0.630124
219.508	0.000000
219.882	2.735491
220.256	0.000000
220.629	1.323855
221.003	0.751364
221.376	0.074310
221.749	0.501324
222.123	0.384396
222.496	0.380962
222.869	0.000000
223.243	1.405825
223.616	0.461419
223.989	0.357571
224.362	3.533522
224.736	0.288536
225.109	0.000000
225.482	0.000000
225.855	0.698907
226.228	0.000000
226.601	1.059090
226.974	0.946889
227.347	0.523715
227.720	0.000000
228.093	0.718425
228.466	0.890823
