Date	2022年12月13日火曜日 03時31分39秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	2
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.310087
192.542	0.133547
192.917	1.046895
193.293	0.000000
193.668	0.150653
194.044	0.529772
194.419	0.000000
194.794	0.000000
195.170	0.630912
195.545	0.658109
195.920	0.000000
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.000000
197.796	0.000000
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.481392
200.796	0.000000
201.171	0.000000
201.546	0.000000
201.921	1.442361
202.296	0.368873
202.671	0.000000
203.045	0.000000
203.420	0.374438
203.795	-0.019345
204.170	-0.214590
204.544	0.123928
204.919	1.034634
205.294	0.000000
205.668	0.344502
206.043	0.000000
206.417	0.000000
206.792	0.416787
207.166	0.000000
207.541	0.000000
207.915	0.008139
208.289	0.000000
208.664	0.000000
209.038	2.548054
209.412	0.298301
209.787	0.000000
210.161	1.047663
210.535	0.393031
210.909	0.706150
211.284	0.000000
211.658	-0.641072
212.032	0.117650
212.406	0.000000
212.780	0.511124
213.154	0.000000
213.528	0.424764
213.902	0.462049
214.276	0.000000
214.650	0.000000
215.024	0.000000
215.398	0.000000
215.772	0.000000
216.145	-0.266120
216.519	0.000000
216.893	0.454361
217.267	0.000000
217.640	0.000000
218.014	0.769203
218.388	0.000000
218.761	0.000000
219.135	1.030512
219.508	0.000000
219.882	0.561658
220.256	0.000000
220.629	0.353965
221.003	0.000000
221.376	0.820631
221.749	0.000000
222.123	-0.064864
222.496	0.000000
222.869	0.303347
223.243	0.000000
223.616	-0.035122
223.989	0.000000
224.362	0.000000
224.736	0.082481
225.109	0.000000
225.482	0.000000
225.855	0.159947
226.228	0.892667
226.601	0.368513
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.336256
228.466	-0.121591
