Date	2021年06月15日火曜日 11時58分05秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	280
ｽﾑｰｼﾞﾝｸﾞ	10
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	-1.963381
192.166	0.051092
192.542	-0.674539
192.917	0.000000
193.293	0.608207
193.668	0.448531
194.044	0.347747
194.419	0.000000
194.794	-0.666149
195.170	-0.605296
195.545	-0.529700
195.920	-0.368539
196.296	-0.250972
196.671	-0.059334
197.046	0.060896
197.421	0.056700
197.796	0.052786
198.171	0.043987
198.546	0.098042
198.922	0.134182
199.297	0.189772
199.672	0.189267
200.047	0.185266
200.422	0.213129
200.796	0.236049
201.171	0.236437
201.546	0.223975
201.921	0.224215
202.296	0.226101
202.671	0.244755
203.045	0.266680
203.420	0.273594
203.795	0.268644
204.170	0.254778
204.544	0.237826
204.919	0.242269
205.294	0.267918
205.668	0.296463
206.043	0.318828
206.417	0.305496
206.792	0.299296
207.166	0.272780
207.541	0.281282
207.915	0.304271
208.289	0.300731
208.664	0.319777
209.038	0.342828
209.412	0.354974
209.787	0.386268
210.161	0.399307
210.535	0.381853
210.909	0.375951
211.284	0.397913
211.658	0.396350
212.032	0.422170
212.406	0.430986
212.780	0.435040
213.154	0.392543
213.528	0.366032
213.902	0.372676
214.276	0.383955
214.650	0.391414
215.024	0.403644
215.398	0.415973
215.772	0.404477
216.145	0.413322
216.519	0.392471
216.893	0.370609
217.267	0.357593
217.640	0.332687
218.014	0.332650
218.388	0.333920
218.761	0.327265
219.135	0.310819
219.508	0.323082
219.882	0.310928
220.256	0.314124
220.629	0.317205
221.003	0.336529
221.376	0.331234
221.749	0.325456
222.123	0.334270
222.496	0.323856
222.869	0.323501
223.243	0.322165
223.616	0.336437
223.989	0.314703
224.362	0.324780
224.736	0.323784
225.109	0.342057
225.482	0.350569
225.855	0.356986
226.228	0.373097
226.601	0.378810
226.974	0.380115
227.347	0.372118
227.720	0.373483
228.093	0.380438
228.466	0.372926
