Date	2022年07月22日金曜日 11時15分13秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	17
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.000000
192.542	0.251131
192.917	-0.056412
193.293	-0.113494
193.668	0.000000
194.044	0.231089
194.419	0.000000
194.794	0.000000
195.170	0.000000
195.545	0.719200
195.920	0.001501
196.296	0.000000
196.671	0.662176
197.046	0.000000
197.421	0.970457
197.796	0.000000
198.171	-0.607121
198.546	0.263355
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.000000
200.796	0.000000
201.171	0.000000
201.546	1.034970
201.921	0.000000
202.296	0.000000
202.671	0.000000
203.045	0.000000
203.420	0.614028
203.795	0.000000
204.170	0.401086
204.544	0.500328
204.919	0.000000
205.294	0.000000
205.668	0.000000
206.043	2.489960
206.417	0.000000
206.792	0.000000
207.166	0.000000
207.541	0.000000
207.915	0.000000
208.289	0.000000
208.664	0.000000
209.038	1.381432
209.412	0.000000
209.787	0.278653
210.161	0.000000
210.535	-0.066656
210.909	0.078842
211.284	1.291075
211.658	0.000000
212.032	0.522507
212.406	0.000000
212.780	0.000000
213.154	0.000000
213.528	0.000000
213.902	0.198500
214.276	-0.190410
214.650	0.000000
215.024	0.905666
215.398	-0.161397
215.772	0.000000
216.145	0.000000
216.519	0.295529
216.893	0.000000
217.267	0.064997
217.640	0.000000
218.014	0.695459
218.388	-0.092205
218.761	0.503380
219.135	0.989110
219.508	0.087648
219.882	0.000000
220.256	0.000000
220.629	0.152113
221.003	0.000000
221.376	0.000000
221.749	0.199165
222.123	1.052460
222.496	0.208188
222.869	0.000000
223.243	0.000000
223.616	0.000000
223.989	0.000000
224.362	0.754157
224.736	0.000000
225.109	0.000000
225.482	0.000000
225.855	0.184537
226.228	0.000000
226.601	0.000000
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.000000
228.466	0.214215
