Date	2022年12月13日火曜日 03時40分11秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	2
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.322318
192.542	0.129780
192.917	0.980618
193.293	0.000000
193.668	0.159159
194.044	0.524672
194.419	0.000000
194.794	0.000000
195.170	0.722720
195.545	0.713186
195.920	0.000000
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.000000
197.796	0.000000
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.488916
200.796	0.000000
201.171	0.000000
201.546	0.000000
201.921	1.449697
202.296	0.370891
202.671	0.000000
203.045	0.000000
203.420	0.372988
203.795	-0.008195
204.170	-0.213841
204.544	0.121703
204.919	1.027080
205.294	0.000000
205.668	0.341481
206.043	0.000000
206.417	0.000000
206.792	0.428368
207.166	0.000000
207.541	0.000000
207.915	0.009232
208.289	0.000000
208.664	0.000000
209.038	2.477970
209.412	0.297310
209.787	0.000000
210.161	1.278292
210.535	0.380045
210.909	0.702227
211.284	0.000000
211.658	-0.637594
212.032	0.128643
212.406	0.000000
212.780	0.520739
213.154	0.000000
213.528	0.429887
213.902	0.452074
214.276	0.000000
214.650	0.000000
215.024	0.000000
215.398	0.000000
215.772	0.000000
216.145	-0.262925
216.519	0.000000
216.893	0.464649
217.267	0.000000
217.640	0.000000
218.014	0.833564
218.388	0.000000
218.761	0.000000
219.135	1.059963
219.508	0.000000
219.882	0.771147
220.256	0.000000
220.629	0.378350
221.003	0.000000
221.376	0.832974
221.749	0.000000
222.123	-0.064207
222.496	0.000000
222.869	0.300326
223.243	0.000000
223.616	-0.025866
223.989	0.000000
224.362	0.000000
224.736	0.081779
225.109	0.000000
225.482	0.000000
225.855	0.156103
226.228	1.142953
226.601	0.388750
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.318988
228.466	-0.142372
