Date	2022年12月13日火曜日 03時50分45秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	2
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.379476
192.542	0.144678
192.917	0.000000
193.293	0.000000
193.668	0.174374
194.044	0.576403
194.419	0.000000
194.794	0.000000
195.170	1.436520
195.545	0.806472
195.920	0.000000
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.000000
197.796	0.000000
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.567813
200.796	0.000000
201.171	0.000000
201.546	0.000000
201.921	1.808290
202.296	0.386559
202.671	0.000000
203.045	0.000000
203.420	0.389692
203.795	-0.000475
204.170	-0.200661
204.544	0.128025
204.919	1.117839
205.294	0.000000
205.668	0.353713
206.043	0.000000
206.417	0.000000
206.792	0.582392
207.166	0.000000
207.541	0.000000
207.915	0.022534
208.289	0.000000
208.664	0.000000
209.038	0.000000
209.412	0.308947
209.787	0.000000
210.161	0.000000
210.535	0.417065
210.909	0.748614
211.284	0.000000
211.658	-0.631826
212.032	0.152406
212.406	0.000000
212.780	0.539686
213.154	0.000000
213.528	0.434741
213.902	0.502605
214.276	0.000000
214.650	0.000000
215.024	0.000000
215.398	0.000000
215.772	0.000000
216.145	-0.234536
216.519	0.000000
216.893	0.492830
217.267	0.000000
217.640	0.000000
218.014	0.976105
218.388	0.000000
218.761	0.000000
219.135	1.101129
219.508	0.000000
219.882	0.715829
220.256	0.000000
220.629	0.409351
221.003	0.000000
221.376	0.877994
221.749	0.000000
222.123	-0.038682
222.496	0.000000
222.869	0.320974
223.243	0.000000
223.616	-0.005158
223.989	0.000000
224.362	0.000000
224.736	0.093389
225.109	0.000000
225.482	0.000000
225.855	0.174471
226.228	1.692192
226.601	0.401912
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.404479
228.466	-0.062372
