Date	2023年05月19日金曜日 04時37分45秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.229412
192.166	0.000000
192.542	0.000000
192.917	-0.100848
193.293	0.000000
193.668	0.954280
194.044	0.000000
194.419	0.273479
194.794	0.242955
195.170	0.000000
195.545	-0.311890
195.920	0.435401
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.118772
197.796	0.000000
198.171	0.941529
198.546	0.593376
198.922	0.589417
199.297	0.071055
199.672	0.000000
200.047	0.997531
200.422	0.000000
200.796	0.000000
201.171	0.000000
201.546	0.492952
201.921	0.000000
202.296	0.000000
202.671	0.385808
203.045	0.546912
203.420	0.000000
203.795	0.000000
204.170	1.331672
204.544	1.043752
204.919	0.641482
205.294	0.567295
205.668	0.000000
206.043	0.000000
206.417	1.416302
206.792	0.233844
207.166	0.590304
207.541	0.000000
207.915	0.902231
208.289	0.862195
208.664	0.000000
209.038	0.000000
209.412	0.629659
209.787	0.513896
210.161	0.296698
210.535	0.000000
210.909	0.749275
211.284	1.558187
211.658	0.000000
212.032	0.684327
212.406	0.853025
212.780	0.626662
213.154	0.000000
213.528	0.000000
213.902	0.463037
214.276	0.000000
214.650	0.670406
215.024	0.000000
215.398	0.000000
215.772	0.513708
216.145	0.983047
216.519	0.000000
216.893	0.000000
217.267	0.000000
217.640	0.501722
218.014	0.000000
218.388	0.000000
218.761	0.000000
219.135	1.031305
219.508	0.000000
219.882	0.000000
220.256	0.000000
220.629	0.000000
221.003	1.959420
221.376	0.143005
221.749	0.788452
222.123	0.497303
222.496	0.456185
222.869	0.000000
223.243	0.000000
223.616	0.568167
223.989	0.442470
224.362	0.000000
224.736	0.456997
225.109	0.000000
225.482	0.000000
225.855	0.968182
226.228	0.000000
226.601	1.698256
226.974	2.098608
227.347	0.677625
227.720	0.000000
228.093	0.846621
228.466	1.411780
