Date	2023年05月19日金曜日 04時45分38秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.036615
192.166	1.042346
192.542	0.000000
192.917	-0.362802
193.293	0.000000
193.668	0.327830
194.044	0.000000
194.419	0.161800
194.794	-0.000265
195.170	0.000000
195.545	-0.557115
195.920	0.115355
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	-0.016976
197.796	0.000000
198.171	0.416819
198.546	0.401013
198.922	0.277567
199.297	-0.134543
199.672	0.000000
200.047	0.434530
200.422	1.189051
200.796	0.000000
201.171	0.185844
201.546	0.321744
201.921	0.000000
202.296	0.000000
202.671	0.291451
203.045	0.342455
203.420	1.047514
203.795	0.486666
204.170	0.656467
204.544	0.589210
204.919	0.473879
205.294	0.359241
205.668	0.000000
206.043	0.000000
206.417	0.914028
206.792	0.182146
207.166	0.367230
207.541	0.000000
207.915	0.561880
208.289	0.586589
208.664	0.901980
209.038	0.000000
209.412	0.476079
209.787	0.398129
210.161	0.148229
210.535	0.000000
210.909	0.544478
211.284	0.840135
211.658	0.000000
212.032	0.414873
212.406	0.595048
212.780	0.418492
213.154	0.000000
213.528	0.960534
213.902	0.369269
214.276	0.000000
214.650	0.556460
215.024	0.000000
215.398	0.680114
215.772	0.434891
216.145	0.626854
216.519	0.000000
216.893	0.000000
217.267	1.501206
217.640	0.386959
218.014	1.442286
218.388	0.000000
218.761	0.376857
219.135	0.515774
219.508	0.000000
219.882	1.060008
220.256	0.000000
220.629	0.898074
221.003	0.586345
221.376	0.038347
221.749	0.415203
222.123	0.309274
222.496	0.364251
222.869	0.000000
223.243	1.003587
223.616	0.431557
223.989	0.312234
224.362	1.061659
224.736	0.171643
225.109	0.000000
225.482	0.000000
225.855	0.671959
226.228	0.000000
226.601	0.884879
226.974	0.812498
227.347	0.468681
227.720	1.298936
228.093	0.609556
228.466	0.722076
