Date	2022年12月13日火曜日 03時36分12秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	2
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.000000
192.166	0.300896
192.542	0.124220
192.917	0.970959
193.293	0.000000
193.668	0.146617
194.044	0.502322
194.419	0.000000
194.794	0.000000
195.170	0.565238
195.545	0.677362
195.920	0.000000
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	0.000000
197.796	0.000000
198.171	0.000000
198.546	0.000000
198.922	0.000000
199.297	0.000000
199.672	0.000000
200.047	0.000000
200.422	0.473957
200.796	0.000000
201.171	0.000000
201.546	0.000000
201.921	1.404346
202.296	0.363759
202.671	0.000000
203.045	0.000000
203.420	0.368816
203.795	-0.024691
204.170	-0.217524
204.544	0.119218
204.919	0.990894
205.294	0.000000
205.668	0.337364
206.043	0.000000
206.417	0.000000
206.792	0.398836
207.166	0.000000
207.541	0.000000
207.915	-0.002134
208.289	0.000000
208.664	0.000000
209.038	1.791559
209.412	0.287028
209.787	0.000000
210.161	1.051318
210.535	0.351744
210.909	0.668839
211.284	0.000000
211.658	-0.643877
212.032	0.113104
212.406	0.000000
212.780	0.492516
213.154	0.000000
213.528	0.417831
213.902	0.460646
214.276	0.000000
214.650	0.000000
215.024	0.000000
215.398	0.000000
215.772	0.000000
216.145	-0.274267
216.519	0.000000
216.893	0.448695
217.267	0.000000
217.640	0.000000
218.014	0.795043
218.388	0.000000
218.761	0.000000
219.135	0.963547
219.508	0.000000
219.882	0.514858
220.256	0.000000
220.629	0.356293
221.003	0.000000
221.376	0.759719
221.749	0.000000
222.123	-0.076788
222.496	0.000000
222.869	0.282374
223.243	0.000000
223.616	-0.028150
223.989	0.000000
224.362	0.000000
224.736	0.076529
225.109	0.000000
225.482	0.000000
225.855	0.153256
226.228	0.871243
226.601	0.361255
226.974	0.000000
227.347	0.000000
227.720	0.000000
228.093	0.319766
228.466	-0.152924
