Date	2023年05月19日金曜日 04時52分31秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.045729
192.166	1.126844
192.542	0.000000
192.917	-0.367014
193.293	0.000000
193.668	0.288837
194.044	0.000000
194.419	0.125749
194.794	-0.037216
195.170	0.000000
195.545	-0.577086
195.920	0.103929
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	-0.035008
197.796	0.000000
198.171	0.402323
198.546	0.391091
198.922	0.260062
199.297	-0.102588
199.672	0.000000
200.047	0.504900
200.422	1.159530
200.796	0.000000
201.171	0.327401
201.546	0.342842
201.921	0.000000
202.296	0.000000
202.671	0.299150
203.045	0.389867
203.420	1.067927
203.795	0.614418
204.170	0.756191
204.544	0.679132
204.919	0.503856
205.294	0.362563
205.668	0.000000
206.043	0.000000
206.417	0.908423
206.792	0.181106
207.166	0.407495
207.541	0.000000
207.915	0.592943
208.289	0.679176
208.664	1.040145
209.038	0.000000
209.412	0.510573
209.787	0.420586
210.161	0.179209
210.535	0.000000
210.909	0.608949
211.284	0.880329
211.658	0.000000
212.032	0.445139
212.406	0.664448
212.780	0.473577
213.154	0.000000
213.528	1.221604
213.902	0.395937
214.276	0.000000
214.650	0.591293
215.024	0.000000
215.398	0.803288
215.772	0.449481
216.145	0.716362
216.519	0.000000
216.893	0.000000
217.267	1.785975
217.640	0.392806
218.014	2.010532
218.388	0.000000
218.761	2.125076
219.135	0.589118
219.508	0.000000
219.882	2.026740
220.256	0.000000
220.629	1.254919
221.003	0.728313
221.376	0.057749
221.749	0.487482
222.123	0.370613
222.496	0.382022
222.869	0.000000
223.243	1.239658
223.616	0.469597
223.989	0.339274
224.362	1.431438
224.736	0.254388
225.109	0.000000
225.482	0.000000
225.855	0.736893
226.228	0.000000
226.601	0.972570
226.974	0.884889
227.347	0.506340
227.720	0.000000
228.093	0.683239
228.466	0.850786
