Date	2021年06月15日火曜日 12時02分17秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[msec]	10
平均回数	280
ｽﾑｰｼﾞﾝｸﾞ	10
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	-2.051709
192.166	-0.395102
192.542	-1.029607
192.917	0.000000
193.293	-0.076553
193.668	-0.514599
194.044	-0.790317
194.419	0.000000
194.794	-1.150338
195.170	-1.063190
195.545	-0.970471
195.920	-0.830540
196.296	-0.710740
196.671	-0.528045
197.046	-0.380609
197.421	-0.337196
197.796	-0.319544
198.171	-0.286009
198.546	-0.242440
198.922	-0.212996
199.297	-0.177840
199.672	-0.143492
200.047	-0.124658
200.422	-0.101750
200.796	-0.087692
201.171	-0.078520
201.546	-0.064703
201.921	-0.064377
202.296	-0.049610
202.671	-0.044193
203.045	-0.022898
203.420	-0.020010
203.795	-0.005944
204.170	0.006140
204.544	0.008036
204.919	0.006590
205.294	0.004456
205.668	0.012596
206.043	0.022283
206.417	0.014176
206.792	0.012012
207.166	0.005941
207.541	0.001479
207.915	0.005195
208.289	0.022511
208.664	0.028178
209.038	0.036688
209.412	0.038165
209.787	0.067345
210.161	0.071335
210.535	0.073119
210.909	0.068749
211.284	0.073804
211.658	0.059539
212.032	0.044788
212.406	0.039568
212.780	0.035491
213.154	0.032143
213.528	0.030147
213.902	0.029441
214.276	0.050885
214.650	0.065912
215.024	0.066221
215.398	0.066794
215.772	0.080043
216.145	0.068021
216.519	0.068680
216.893	0.066674
217.267	0.070313
217.640	0.063134
218.014	0.068438
218.388	0.072893
218.761	0.073222
219.135	0.088884
219.508	0.079178
219.882	0.078401
220.256	0.084164
220.629	0.106537
221.003	0.109065
221.376	0.118814
221.749	0.108660
222.123	0.104971
222.496	0.099598
222.869	0.101528
223.243	0.100791
223.616	0.086181
223.989	0.085844
224.362	0.085938
224.736	0.080605
225.109	0.073619
225.482	0.069215
225.855	0.064567
226.228	0.071021
226.601	0.075794
226.974	0.073785
227.347	0.089915
