Date	2023年05月19日金曜日 04時41分00秒
Spectrometers	USB2+H05879
ダーク	使用
リファレンス	使用
積分時間[usec]	1800
平均回数	10000
ｽﾑｰｼﾞﾝｸﾞ	0
Electrical Dark	USE
ピクセル数	2048
計測モード	吸光度
保存開始波長[nm]	190.664
保存終了波長[nm]	884.878
保存ﾋﾟｯﾁ波長[nm]	全波長

>>>>>>>>>> Data Start <<<<<<<<<<<<
190.664	0.000000
191.040	0.000000
191.415	0.000000
191.791	0.049601
192.166	1.334735
192.542	0.000000
192.917	-0.356469
193.293	0.000000
193.668	0.423870
194.044	0.000000
194.419	0.171048
194.794	0.019843
195.170	0.000000
195.545	-0.489859
195.920	0.209933
196.296	0.000000
196.671	0.000000
197.046	0.000000
197.421	-0.010855
197.796	0.000000
198.171	0.475476
198.546	0.429131
198.922	0.364386
199.297	-0.067082
199.672	0.000000
200.047	0.444309
200.422	1.089590
200.796	0.000000
201.171	0.231465
201.546	0.347641
201.921	0.000000
202.296	0.000000
202.671	0.290066
203.045	0.366333
203.420	1.065958
203.795	0.529071
204.170	0.700825
204.544	0.613103
204.919	0.474433
205.294	0.364383
205.668	0.000000
206.043	0.000000
206.417	0.892329
206.792	0.174960
207.166	0.361065
207.541	0.000000
207.915	0.553452
208.289	0.605822
208.664	1.050051
209.038	0.000000
209.412	0.481638
209.787	0.417557
210.161	0.173322
210.535	0.000000
210.909	0.541359
211.284	0.828017
211.658	0.000000
212.032	0.461353
212.406	0.612163
212.780	0.445432
213.154	0.000000
213.528	0.979238
213.902	0.366712
214.276	0.000000
214.650	0.556285
215.024	0.000000
215.398	0.808269
215.772	0.429591
216.145	0.650170
216.519	0.000000
216.893	0.000000
217.267	1.856125
217.640	0.392744
218.014	1.764841
218.388	0.000000
218.761	0.394848
219.135	0.524429
219.508	0.000000
219.882	1.145005
220.256	0.000000
220.629	0.971514
221.003	0.615336
221.376	0.048647
221.749	0.419894
222.123	0.328165
222.496	0.334178
222.869	0.000000
223.243	1.054030
223.616	0.443639
223.989	0.319817
224.362	1.271456
224.736	0.217207
225.109	0.000000
225.482	0.000000
225.855	0.678635
226.228	0.000000
226.601	0.879427
226.974	0.817435
227.347	0.483720
227.720	1.482230
228.093	0.647745
228.466	0.730691
