RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/04 15:50:56
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No273
146.591,462.87
147.626,555.03
148.664,658.60
149.699,753.23
150.737,888.50
151.772,1007.00
152.809,1152.93
153.846,1294.57
154.881,1400.87
155.918,1475.57
156.953,1604.93
157.989,1699.23
159.026,1742.97
160.060,1787.43
161.096,1842.53
162.130,1928.73
163.167,1972.17
164.200,2028.03
165.236,2037.83
166.272,2073.20
167.305,2124.37
168.341,2142.70
169.374,2159.70
170.409,2224.47
171.445,2208.83
172.477,2255.17
173.512,2278.83
174.545,2275.10
175.580,2334.33
176.614,2332.73
177.647,2319.50
178.681,2295.73
179.713,2336.30
180.747,2445.70
181.781,2391.23
182.813,2376.50
183.847,2451.00
184.878,2413.33
185.912,2441.33
186.945,2456.27
187.976,2461.67
189.010,2431.17
190.043,2487.83
191.073,2480.17
192.106,2495.63
193.137,2519.00
194.170,2529.73
195.202,2569.27
196.232,2609.67
197.265,2617.17
198.297,2640.50
199.327,2647.83
200.359,2714.07
201.388,2716.57
202.420,2734.03
203.452,2748.03
204.481,2797.30
205.512,2855.67
206.544,2880.47
207.573,2941.07
208.604,2982.03
209.635,3050.07
210.663,3098.47
211.694,3209.50
212.725,3287.33
213.753,3410.07
214.783,3580.53
215.813,3724.83
216.841,3877.10
217.871,4030.63
218.899,4290.03
219.929,4582.97
220.959,4908.37
221.986,5178.23
223.016,5487.60
224.045,5756.07
225.072,5954.40
226.101,6045.47
227.130,5961.63
228.157,5787.83
229.185,5522.37
230.214,5206.60
231.241,4883.63
232.269,4591.77
233.297,4305.73
234.323,4060.40
235.351,3871.30
236.379,3754.27
237.407,3642.17
238.433,3529.77
239.460,3443.20
240.488,3404.10
241.513,3371.73
242.540,3311.77
243.568,3358.73
244.592,3312.37
245.619,3296.20
246.646,3307.97
247.671,3277.60
248.697,3316.53
249.724,3336.57
250.748,3330.27
251.774,3359.20
252.801,3320.07
253.827,3290.50
254.850,3226.77
255.876,3269.20
256.902,3230.80
257.925,3248.53
258.951,3209.60
259.976,3252.80
260.999,3295.37
262.024,3312.67
263.049,3329.30
264.074,3352.53
265.097,3332.80
266.122,3397.80
267.146,3454.40
268.168,3462.30
269.193,3526.93
270.217,3624.63
271.241,3633.83
272.263,3752.50
273.287,3810.63
274.311,3907.70
275.332,3993.27
276.356,4122.83
277.379,4270.10
278.402,4381.20
279.424,4472.13
280.447,4606.87
281.470,4717.13
282.492,4896.87
283.513,4960.33
284.536,5021.80
285.558,5124.47
286.581,5168.77
287.601,5173.07
288.623,5142.10
289.645,5082.23
290.665,5010.00
291.687,4931.23
292.709,4837.50
293.730,4785.90
294.750,4627.90
295.771,4476.27
296.792,4372.00
297.813,4272.33
298.832,4166.70
299.853,4035.83
300.874,3902.20
301.895,3821.87
302.913,3680.67
303.934,3602.93
304.954,3474.73
305.975,3400.60
306.993,3290.60
308.013,3265.00
309.033,3170.07
310.052,3088.53
311.072,3014.67
312.090,2924.77
313.109,2900.93
314.129,2794.57
315.148,2819.07
316.165,2776.13
317.184,2740.07
318.203,2705.50
319.222,2633.97
320.238,2569.83
321.257,2591.97
322.275,2568.70
323.294,2565.10
324.312,2567.13
325.328,2523.20
326.346,2521.70
327.364,2456.20
328.382,2475.93
329.397,2470.10
330.415,2423.73
331.432,2440.13
332.450,2414.30
333.467,2453.07
334.482,2404.00
335.499,2351.57
336.516,2402.20
337.533,2345.03
338.547,2381.70
339.564,2364.37
340.580,2380.10
341.597,2363.63
