RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 16:15:08
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No163
146.591,986.00
147.626,1131.50
148.664,1351.00
149.699,1528.75
150.737,1744.25
151.772,1905.50
152.809,2058.25
153.846,2201.50
154.881,2359.50
155.918,2488.00
156.953,2601.25
157.989,2646.00
159.026,2740.50
160.060,2790.75
161.096,2893.75
162.130,2892.00
163.167,3023.50
164.200,2978.75
165.236,3018.00
166.272,3069.00
167.305,3159.00
168.341,3196.75
169.374,3272.00
170.409,3327.50
171.445,3313.00
172.477,3396.00
173.512,3456.00
174.545,3489.00
175.580,3457.25
176.614,3510.75
177.647,3553.50
178.681,3506.00
179.713,3541.75
180.747,3512.00
181.781,3510.00
182.813,3520.00
183.847,3500.50
184.878,3499.00
185.912,3442.25
186.945,3481.75
187.976,3501.00
189.010,3584.25
190.043,3535.50
191.073,3563.00
192.106,3609.25
193.137,3703.50
194.170,3675.75
195.202,3716.75
196.232,3726.50
197.265,3847.75
198.297,3889.25
199.327,3939.00
200.359,4033.75
201.388,4070.50
202.420,4151.25
203.452,4228.75
204.481,4257.50
205.512,4392.50
206.544,4502.75
207.573,4632.50
208.604,4698.50
209.635,4836.25
210.663,4958.50
211.694,5082.25
212.725,5238.50
213.753,5333.50
214.783,5412.00
215.813,5520.50
216.841,5523.50
217.871,5587.75
218.899,5548.50
219.929,5522.75
220.959,5460.00
221.986,5393.00
223.016,5248.50
224.045,5146.25
225.072,5052.00
226.101,4996.75
227.130,4807.25
228.157,4688.75
229.185,4621.00
230.214,4608.25
231.241,4519.25
232.269,4420.75
233.297,4403.75
234.323,4366.25
235.351,4326.00
236.379,4314.75
237.407,4325.50
238.433,4250.00
239.460,4274.75
240.488,4325.50
241.513,4305.00
242.540,4396.75
243.568,4398.25
244.592,4439.50
245.619,4420.00
246.646,4441.25
247.671,4360.50
248.697,4334.50
249.724,4333.50
250.748,4341.50
251.774,4375.75
252.801,4323.75
253.827,4395.25
254.850,4376.75
255.876,4404.50
256.902,4387.00
257.925,4447.50
258.951,4505.25
259.976,4518.25
260.999,4505.50
262.024,4552.00
263.049,4616.25
264.074,4630.00
265.097,4740.25
266.122,4715.75
267.146,4812.00
268.168,4814.50
269.193,4876.50
270.217,4938.50
271.241,4954.50
272.263,5024.75
273.287,5061.00
274.311,5055.00
275.332,5165.75
276.356,5169.50
277.379,5184.25
278.402,5114.50
279.424,5158.75
280.447,5086.00
281.470,5035.50
282.492,5018.75
283.513,4947.50
284.536,4942.25
285.558,4844.00
286.581,4775.50
287.601,4693.75
288.623,4612.75
289.645,4603.00
290.665,4535.50
291.687,4486.50
292.709,4366.00
293.730,4299.00
294.750,4277.00
295.771,4201.50
296.792,4233.50
297.813,4111.25
298.832,4026.50
299.853,4015.50
300.874,3944.50
301.895,3893.50
302.913,3847.25
303.934,3812.50
304.954,3758.25
305.975,3744.25
306.993,3691.50
308.013,3674.00
309.033,3582.25
310.052,3616.75
311.072,3579.00
312.090,3540.75
313.109,3529.50
314.129,3496.75
315.148,3440.75
316.165,3489.00
317.184,3500.25
318.203,3398.75
319.222,3332.00
320.238,3448.75
321.257,3351.75
322.275,3323.50
323.294,3318.00
324.312,3296.75
325.328,3288.00
326.346,3292.00
327.364,3294.75
328.382,3290.25
329.397,3243.50
330.415,3244.50
331.432,3266.50
332.450,3238.00
333.467,3223.00
334.482,3246.75
335.499,3144.25
336.516,3214.50
337.533,3237.00
338.547,3166.25
339.564,3122.75
340.580,3183.75
341.597,3114.75
342.613,3134.50
343.627,3155.00
344.643,3145.25
345.659,3100.25
346.675,3153.75
347.690,3125.25
348.704,3160.75
349.719,3117.50
350.735,3105.25
351.750,3125.75
352.765,3126.75
353.778,3175.50
354.793,3094.75
355.808,3180.25
356.822,3154.00
357.837,3114.75
358.851,3160.75
359.864,3150.25
360.878,3167.00
361.892,3131.25
362.906,3124.25
363.920,3137.25
364.932,3161.00
365.945,3135.50
366.959,3209.00
367.972,3169.00
368.986,3162.00
369.999,3094.25
371.010,3170.75
372.023,3222.25
373.036,3226.50
374.049,3215.50
375.061,3214.25
