RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/03 20:32:57
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No208
146.591,1087.20
147.626,1280.47
148.664,1520.07
149.699,1713.30
150.737,1915.77
151.772,2107.00
152.809,2337.40
153.846,2487.73
154.881,2656.07
155.918,2827.87
156.953,2923.00
157.989,3030.43
159.026,3154.53
160.060,3215.60
161.096,3268.10
162.130,3344.57
163.167,3428.50
164.200,3430.63
165.236,3507.37
166.272,3560.80
167.305,3559.57
168.341,3657.83
169.374,3692.57
170.409,3742.67
171.445,3800.50
172.477,3890.10
173.512,3893.40
174.545,3915.10
175.580,3906.93
176.614,3961.17
177.647,3954.30
178.681,3985.53
179.713,3964.70
180.747,3964.17
181.781,3928.73
182.813,3965.23
183.847,3965.53
184.878,3964.87
185.912,3908.50
186.945,3973.17
187.976,4005.63
189.010,4018.40
190.043,4023.47
191.073,4051.00
192.106,4096.93
193.137,4131.83
194.170,4140.83
195.202,4216.57
196.232,4238.37
197.265,4275.00
198.297,4317.47
199.327,4361.03
200.359,4359.23
201.388,4441.87
202.420,4537.93
203.452,4584.33
204.481,4642.27
205.512,4693.97
206.544,4752.57
207.573,4834.53
208.604,4950.27
209.635,5052.37
210.663,5182.67
211.694,5264.77
212.725,5352.47
213.753,5526.57
214.783,5586.97
215.813,5661.87
216.841,5736.83
217.871,5807.30
218.899,5847.77
219.929,5840.27
220.959,5734.07
221.986,5675.80
223.016,5626.87
224.045,5526.20
225.072,5433.37
226.101,5373.23
227.130,5242.60
228.157,5134.90
229.185,5088.50
230.214,5044.93
231.241,4970.80
232.269,4891.07
233.297,4885.60
234.323,4888.60
235.351,4817.57
236.379,4779.87
237.407,4812.63
238.433,4732.63
239.460,4802.70
240.488,4815.87
241.513,4848.97
242.540,4907.60
243.568,4973.83
244.592,5018.13
245.619,5034.07
246.646,5029.50
247.671,5051.20
248.697,5032.13
249.724,4986.03
250.748,4989.50
251.774,4912.23
252.801,4921.90
253.827,4916.20
254.850,4947.73
255.876,4919.70
256.902,4870.53
257.925,4871.47
258.951,4920.03
259.976,4979.40
260.999,4979.23
262.024,5050.83
263.049,5062.90
264.074,5062.07
265.097,5154.00
266.122,5133.23
267.146,5187.43
268.168,5240.93
269.193,5271.27
270.217,5294.37
271.241,5323.67
272.263,5347.70
273.287,5401.03
274.311,5466.73
275.332,5481.87
276.356,5503.80
277.379,5471.17
278.402,5500.43
279.424,5497.07
280.447,5503.03
281.470,5475.07
282.492,5411.67
283.513,5360.90
284.536,5266.97
285.558,5225.07
286.581,5187.67
287.601,5068.27
288.623,5022.77
289.645,4981.00
290.665,4886.27
291.687,4858.33
292.709,4800.50
293.730,4709.87
294.750,4709.53
295.771,4649.53
296.792,4564.20
297.813,4504.43
298.832,4494.23
299.853,4469.07
300.874,4413.10
301.895,4354.97
302.913,4329.63
303.934,4242.00
304.954,4233.23
305.975,4231.27
306.993,4222.60
308.013,4109.97
309.033,4095.10
310.052,4049.90
311.072,4019.10
312.090,4040.43
313.109,4039.10
314.129,3992.80
315.148,4001.03
316.165,3947.03
317.184,3935.80
318.203,3935.73
319.222,3874.57
320.238,3879.20
321.257,3860.87
322.275,3839.83
323.294,3807.43
324.312,3734.03
325.328,3806.77
326.346,3768.27
327.364,3772.33
328.382,3785.33
329.397,3733.93
330.415,3703.63
331.432,3699.13
332.450,3753.00
333.467,3735.07
334.482,3661.90
335.499,3697.70
336.516,3695.50
337.533,3709.53
338.547,3644.13
339.564,3644.83
340.580,3691.90
