RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/12 18:27:05
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No28
146.591,1054.80
147.626,1235.23
148.664,1394.00
149.699,1601.97
150.737,1826.33
151.772,1999.63
152.809,2187.37
153.846,2328.50
154.881,2473.67
155.918,2602.87
156.953,2708.27
157.989,2762.23
159.026,2842.30
160.060,2906.90
161.096,2999.70
162.130,3042.10
163.167,3069.23
164.200,3119.07
165.236,3143.00
166.272,3216.37
167.305,3302.57
168.341,3316.10
169.374,3348.93
170.409,3459.93
171.445,3466.33
172.477,3519.33
173.512,3543.03
174.545,3594.80
175.580,3584.63
176.614,3620.50
177.647,3610.57
178.681,3619.47
179.713,3629.13
180.747,3590.70
181.781,3610.00
182.813,3599.40
183.847,3609.80
184.878,3553.03
185.912,3532.23
186.945,3646.83
187.976,3632.20
189.010,3671.40
190.043,3624.50
191.073,3678.53
192.106,3712.10
193.137,3717.00
194.170,3754.77
195.202,3806.17
196.232,3840.60
197.265,3901.77
198.297,3916.63
199.327,3979.10
200.359,4030.70
201.388,4096.60
202.420,4135.33
203.452,4176.40
204.481,4260.07
205.512,4271.07
206.544,4378.97
207.573,4483.60
208.604,4524.33
209.635,4642.30
210.663,4815.10
211.694,4879.43
212.725,4981.27
213.753,5128.23
214.783,5166.83
215.813,5281.23
216.841,5348.97
217.871,5364.60
218.899,5374.77
219.929,5401.73
220.959,5357.10
221.986,5284.70
223.016,5203.83
224.045,5119.60
225.072,5009.07
226.101,4906.87
227.130,4767.80
228.157,4733.00
229.185,4638.13
230.214,4573.87
231.241,4479.87
232.269,4429.77
233.297,4404.53
234.323,4391.53
235.351,4344.40
236.379,4338.10
237.407,4377.17
238.433,4350.00
239.460,4376.40
240.488,4437.93
241.513,4405.77
242.540,4541.83
243.568,4580.73
244.592,4617.07
245.619,4624.43
246.646,4641.90
247.671,4629.90
248.697,4594.33
249.724,4526.97
250.748,4486.43
251.774,4494.93
252.801,4468.03
253.827,4459.10
254.850,4494.53
255.876,4436.17
256.902,4484.17
257.925,4464.23
258.951,4477.10
259.976,4525.83
260.999,4553.17
262.024,4565.67
263.049,4583.87
264.074,4575.10
265.097,4653.47
266.122,4670.47
267.146,4668.07
268.168,4727.77
269.193,4793.67
270.217,4819.80
271.241,4855.60
272.263,4914.97
273.287,4916.17
274.311,5001.60
275.332,5037.07
276.356,5009.93
277.379,5006.33
278.402,5014.83
279.424,5078.30
280.447,5022.67
281.470,4942.07
282.492,4905.00
283.513,4886.10
284.536,4822.90
285.558,4731.30
286.581,4704.13
287.601,4622.57
288.623,4572.30
289.645,4516.10
290.665,4500.83
291.687,4374.63
292.709,4355.23
293.730,4320.67
294.750,4248.63
295.771,4180.30
296.792,4168.47
297.813,4092.40
298.832,4058.93
299.853,4029.93
300.874,4006.80
301.895,3935.27
302.913,3874.27
303.934,3831.10
304.954,3816.43
305.975,4495.87
306.993,3742.37
308.013,3721.30
309.033,3702.17
310.052,3691.27
311.072,3658.80
312.090,3658.23
313.109,3646.90
314.129,3579.57
315.148,3543.80
316.165,3539.60
317.184,3537.87
318.203,3511.97
319.222,3516.60
320.238,3459.77
321.257,3495.73
322.275,3453.60
323.294,3429.43
324.312,3392.73
325.328,3387.33
326.346,3414.77
327.364,3382.93
328.382,3382.27
329.397,3377.00
330.415,3374.50
331.432,3361.60
332.450,3314.63
333.467,3321.40
334.482,3315.03
335.499,3258.70
336.516,3318.27
337.533,3274.27
338.547,3282.33
339.564,3270.63
340.580,3271.33
