RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/14 20:44:19
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No100
146.591,778.03
147.626,922.80
148.664,1163.57
149.699,1345.30
150.737,1532.43
151.772,1721.53
152.809,1939.23
153.846,2138.87
154.881,2328.13
155.918,2500.63
156.953,2621.60
157.989,2736.37
159.026,2841.50
160.060,2950.60
161.096,2999.90
162.130,3086.90
163.167,3129.93
164.200,3206.67
165.236,3229.40
166.272,3299.67
167.305,3377.17
168.341,3422.43
169.374,3489.70
170.409,3603.77
171.445,3595.10
172.477,3672.20
173.512,3730.63
174.545,3777.40
175.580,3795.03
176.614,3873.47
177.647,3852.67
178.681,3894.40
179.713,3944.73
180.747,3897.47
181.781,3908.70
182.813,3887.93
183.847,3850.43
184.878,3885.00
185.912,3859.07
186.945,3899.13
187.976,3901.70
189.010,3894.73
190.043,3917.00
191.073,3930.03
192.106,3964.80
193.137,3987.43
194.170,4049.40
195.202,4087.77
196.232,4167.53
197.265,4181.97
198.297,4214.17
199.327,4299.30
200.359,4346.37
201.388,4403.13
202.420,4470.83
203.452,4618.77
204.481,4678.53
205.512,4784.50
206.544,4846.70
207.573,4927.03
208.604,5041.50
209.635,5247.20
210.663,5322.30
211.694,5511.70
212.725,5600.20
213.753,5743.47
214.783,5859.03
215.813,5899.07
216.841,5999.50
217.871,5970.03
218.899,5949.63
219.929,6015.83
220.959,5988.60
221.986,5885.70
223.016,5711.13
224.045,5645.70
225.072,5557.47
226.101,5480.10
227.130,5309.43
228.157,5308.30
229.185,5231.67
230.214,5190.77
231.241,5143.53
232.269,5064.17
233.297,5002.07
234.323,5006.30
235.351,5028.90
236.379,4998.03
237.407,4997.67
238.433,4900.70
239.460,4935.23
240.488,5016.57
241.513,5076.97
242.540,5096.20
243.568,5076.93
244.592,5150.53
245.619,5195.30
246.646,5183.33
247.671,5192.57
248.697,5152.90
249.724,5129.90
250.748,5163.30
251.774,5117.67
252.801,5133.27
253.827,5090.47
254.850,5100.07
255.876,5109.97
256.902,5119.33
257.925,5102.43
258.951,5178.03
259.976,5200.10
260.999,5238.00
262.024,5301.93
263.049,5295.83
264.074,5338.30
265.097,5362.70
266.122,5465.13
267.146,5510.20
268.168,5479.17
269.193,5556.00
270.217,5615.33
271.241,5660.53
272.263,5658.00
273.287,5688.57
274.311,5773.83
275.332,5764.83
276.356,5798.00
277.379,5740.63
278.402,5734.90
279.424,5654.67
280.447,5655.57
281.470,5586.80
282.492,5566.00
283.513,5475.07
284.536,5414.97
285.558,5354.90
286.581,5268.87
287.601,5191.57
288.623,5158.20
289.645,5065.50
290.665,5008.80
291.687,4979.60
292.709,4903.97
293.730,4806.90
294.750,4767.33
295.771,4733.77
296.792,4692.50
297.813,4620.87
298.832,4593.27
299.853,4488.73
300.874,4457.90
301.895,4443.00
302.913,4384.63
303.934,4324.80
304.954,4272.07
305.975,4288.33
306.993,4262.80
308.013,4222.73
309.033,4157.40
310.052,4164.17
311.072,4110.50
312.090,4129.00
313.109,4142.33
314.129,4083.10
315.148,4027.37
316.165,4045.20
317.184,4042.90
318.203,4002.73
319.222,4000.97
320.238,3968.50
321.257,3924.63
322.275,3976.20
323.294,3928.90
324.312,3928.70
325.328,3886.20
326.346,3875.00
327.364,3804.37
328.382,3886.37
329.397,3903.87
330.415,3832.37
331.432,3845.37
332.450,3873.47
333.467,3842.77
334.482,3847.23
335.499,3823.83
336.516,3813.00
337.533,3839.83
338.547,3844.43
339.564,3792.70
340.580,3791.20
