RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/05 09:13:12
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No314
146.591,339.60
147.626,400.07
148.664,519.47
149.699,544.77
150.737,626.93
151.772,681.80
152.809,819.70
153.846,852.60
154.881,919.80
155.918,980.37
156.953,987.80
157.989,1054.37
159.026,1075.10
160.060,1161.13
161.096,1173.77
162.130,1190.03
163.167,1211.77
164.200,1240.83
165.236,1234.87
166.272,1259.50
167.305,1268.97
168.341,1338.33
169.374,1344.50
170.409,1405.73
171.445,1368.83
172.477,1408.83
173.512,1417.47
174.545,1499.23
175.580,1464.47
176.614,1513.20
177.647,1513.97
178.681,1550.23
179.713,1549.47
180.747,1507.10
181.781,1521.27
182.813,1537.33
183.847,1514.47
184.878,1543.77
185.912,1529.00
186.945,1534.10
187.976,1511.07
189.010,1584.97
190.043,1578.00
191.073,1602.73
192.106,1629.93
193.137,1636.70
194.170,1685.33
195.202,1758.17
196.232,1703.57
197.265,1735.63
198.297,1811.73
199.327,1908.30
200.359,1912.00
201.388,1988.60
202.420,2026.10
203.452,2122.23
204.481,2186.57
205.512,2305.23
206.544,2419.07
207.573,2520.17
208.604,2670.50
209.635,2798.73
210.663,3018.47
211.694,3261.63
212.725,3460.43
213.753,3717.33
214.783,4007.80
215.813,4310.37
216.841,4516.87
217.871,4679.93
218.899,4870.87
219.929,4944.33
220.959,4975.37
221.986,4853.77
223.016,4712.83
224.045,4581.37
225.072,4337.07
226.101,4043.83
227.130,3781.23
228.157,3531.83
229.185,3343.47
230.214,3137.47
231.241,2984.80
232.269,2842.53
233.297,2754.77
234.323,2672.63
235.351,2578.73
236.379,2497.17
237.407,2441.67
238.433,2347.43
239.460,2336.77
240.488,2288.80
241.513,2313.07
242.540,2326.70
243.568,2276.47
244.592,2286.33
245.619,2287.23
246.646,2259.63
247.671,2249.37
248.697,2289.40
249.724,2276.87
250.748,2280.70
251.774,2306.77
252.801,2278.50
253.827,2275.47
254.850,2375.57
255.876,2359.03
256.902,2412.67
257.925,2440.83
258.951,2457.20
259.976,2540.03
260.999,2579.03
262.024,2627.37
263.049,2631.50
264.074,2724.87
265.097,2803.13
266.122,2849.70
267.146,2915.67
268.168,3007.23
269.193,3066.17
270.217,3141.87
271.241,3195.00
272.263,3282.47
273.287,3383.43
274.311,3436.73
275.332,3456.73
276.356,3532.67
277.379,3578.77
278.402,3564.43
279.424,3578.07
280.447,3548.53
281.470,3539.27
282.492,3493.73
283.513,3452.57
284.536,3375.73
285.558,3299.10
286.581,3236.53
287.601,3158.43
288.623,3099.27
289.645,2997.87
290.665,2948.43
291.687,2866.83
292.709,2809.73
293.730,2706.67
294.750,2632.20
295.771,2583.27
296.792,2499.53
297.813,2419.73
298.832,2342.10
299.853,2295.07
300.874,2215.60
301.895,2152.17
302.913,2110.30
303.934,2056.23
304.954,2017.10
305.975,1961.57
306.993,1965.83
308.013,1889.77
309.033,1837.47
310.052,1821.50
311.072,1743.60
312.090,1729.13
313.109,1732.80
314.129,1706.00
315.148,1707.07
316.165,1653.77
317.184,1620.70
318.203,1600.93
319.222,1627.43
320.238,1572.63
321.257,1525.07
322.275,1555.17
323.294,1528.30
324.312,1491.10
325.328,1527.97
326.346,1482.10
327.364,1457.80
328.382,1452.47
329.397,1455.33
330.415,1479.37
331.432,1446.77
332.450,1481.30
333.467,1442.80
334.482,1430.03
335.499,1448.53
336.516,1427.93
337.533,1397.17
338.547,1391.00
339.564,1404.13
340.580,1391.03
341.597,1403.17
