RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 15:30:40
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No142
146.591,739.00
147.626,864.75
148.664,998.50
149.699,1150.75
150.737,1266.00
151.772,1407.25
152.809,1541.00
153.846,1654.75
154.881,1725.00
155.918,1896.00
156.953,1893.50
157.989,2001.00
159.026,2027.75
160.060,2081.00
161.096,2158.50
162.130,2198.25
163.167,2196.50
164.200,2255.75
165.236,2291.50
166.272,2362.50
167.305,2386.00
168.341,2426.50
169.374,2424.75
170.409,2474.50
171.445,2535.25
172.477,2567.25
173.512,2561.25
174.545,2600.25
175.580,2615.00
176.614,2629.25
177.647,2624.00
178.681,2600.00
179.713,2650.50
180.747,2633.00
181.781,2603.00
182.813,2633.00
183.847,2644.00
184.878,2668.75
185.912,2640.00
186.945,2665.50
187.976,2729.00
189.010,2726.50
190.043,2692.25
191.073,2772.50
192.106,2775.50
193.137,2793.25
194.170,2891.00
195.202,2893.25
196.232,2989.25
197.265,2973.25
198.297,3049.50
199.327,3104.50
200.359,3156.50
201.388,3204.50
202.420,3300.25
203.452,3374.50
204.481,3486.50
205.512,3565.75
206.544,3669.50
207.573,3766.50
208.604,3878.75
209.635,4026.50
210.663,4110.75
211.694,4281.75
212.725,4404.50
213.753,4607.25
214.783,4721.75
215.813,4822.25
216.841,4865.25
217.871,4893.75
218.899,4979.00
219.929,4926.25
220.959,4889.00
221.986,4761.75
223.016,4696.00
224.045,4596.50
225.072,4481.25
226.101,4321.50
227.130,4249.00
228.157,4062.50
229.185,3985.50
230.214,3850.00
231.241,3766.75
232.269,3742.50
233.297,3628.50
234.323,3641.50
235.351,3583.50
236.379,3506.25
237.407,3464.75
238.433,3453.00
239.460,3518.50
240.488,3470.00
241.513,3466.25
242.540,3479.75
243.568,3544.75
244.592,3534.25
245.619,3492.50
246.646,3500.25
247.671,3506.00
248.697,3513.50
249.724,3496.75
250.748,3430.75
251.774,3428.00
252.801,3408.75
253.827,3442.25
254.850,3490.00
255.876,3499.25
256.902,3490.50
257.925,3488.00
258.951,3539.75
259.976,3571.50
260.999,3612.50
262.024,3583.50
263.049,3645.75
264.074,3679.50
265.097,3745.00
266.122,3775.75
267.146,3812.25
268.168,3844.25
269.193,3888.50
270.217,3930.50
271.241,3975.75
272.263,4017.25
273.287,4029.00
274.311,4069.25
275.332,4110.00
276.356,4142.25
277.379,4111.75
278.402,4118.25
279.424,4166.00
280.447,4155.25
281.470,4053.00
282.492,4050.00
283.513,3992.25
284.536,3950.75
285.558,3903.00
286.581,3901.25
287.601,3759.25
288.623,3763.25
289.645,3681.25
290.665,3660.75
291.687,3527.00
292.709,3502.00
293.730,3472.00
294.750,3425.00
295.771,3308.00
296.792,3304.75
297.813,3238.75
298.832,3233.00
299.853,3175.50
300.874,3132.25
301.895,3081.25
302.913,3083.75
303.934,2976.50
304.954,2949.25
305.975,2983.00
306.993,2932.50
308.013,2888.25
309.033,2842.25
310.052,2807.75
311.072,2794.75
312.090,2786.50
313.109,2761.00
314.129,2703.50
315.148,2675.25
316.165,2723.25
317.184,2687.50
318.203,2610.75
319.222,2654.25
320.238,2608.00
321.257,2604.25
322.275,2600.50
323.294,2575.75
324.312,2552.25
325.328,2520.00
326.346,2535.00
327.364,2555.00
328.382,2563.75
329.397,2527.00
330.415,2484.25
331.432,2496.25
332.450,2534.50
333.467,2499.00
334.482,2428.50
335.499,2471.75
336.516,2437.25
337.533,2442.50
338.547,2436.75
339.564,2405.75
340.580,2417.75
341.597,2419.00
342.613,2389.25
343.627,2402.50
344.643,2342.25
345.659,2392.75
346.675,2402.25
347.690,2390.25
348.704,2379.50
349.719,2365.50
350.735,2341.25
351.750,2407.00
352.765,2401.50
353.778,2387.50
354.793,2366.50
355.808,2374.25
356.822,2405.25
357.837,2377.50
358.851,2337.25
359.864,2335.75
360.878,2329.75
361.892,2351.00
362.906,2411.25
363.920,2371.50
364.932,2302.75
365.945,2363.00
366.959,2408.50
367.972,2368.00
368.986,2390.50
369.999,2415.25
371.010,2353.25
372.023,2414.25
373.036,2395.50
374.049,2441.75
375.061,2421.25
