RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,30
Measure Time,2023/07/12 11:24:16
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No7
146.591,1055.60
147.626,1224.50
148.664,1399.43
149.699,1651.40
150.737,1834.47
151.772,2043.50
152.809,2199.60
153.846,2354.70
154.881,2483.47
155.918,2595.87
156.953,2706.20
157.989,2768.07
159.026,2841.70
160.060,2906.37
161.096,2998.60
162.130,3036.37
163.167,3044.50
164.200,3123.37
165.236,3151.97
166.272,3224.07
167.305,3226.20
168.341,3303.20
169.374,3408.40
170.409,3386.07
171.445,3505.17
172.477,3514.27
173.512,3540.43
174.545,3617.33
175.580,3611.93
176.614,3653.10
177.647,3624.30
178.681,3650.07
179.713,3642.20
180.747,3605.83
181.781,3623.20
182.813,3638.53
183.847,3642.63
184.878,3591.57
185.912,3600.50
186.945,3620.90
187.976,3695.27
189.010,3681.80
190.043,3698.80
191.073,3726.97
192.106,3754.33
193.137,3808.67
194.170,3863.90
195.202,3879.20
196.232,3933.13
197.265,3951.07
198.297,4097.93
199.327,4142.90
200.359,4163.07
201.388,4281.20
202.420,4347.73
203.452,4494.57
204.481,4620.73
205.512,4706.53
206.544,4805.80
207.573,5021.93
208.604,5116.87
209.635,5368.77
210.663,5539.77
211.694,5750.17
212.725,5898.27
213.753,6189.03
214.783,6370.57
215.813,6493.40
216.841,6646.20
217.871,6592.70
218.899,6554.47
219.929,6431.83
220.959,6379.30
221.986,6181.40
223.016,6013.30
224.045,5830.57
225.072,5645.17
226.101,5425.83
227.130,5290.97
228.157,5123.30
229.185,4996.00
230.214,4926.83
231.241,4802.90
232.269,4691.67
233.297,4661.03
234.323,4673.97
235.351,4566.30
236.379,4542.93
237.407,4534.53
238.433,4521.97
239.460,4543.57
240.488,4589.50
241.513,4558.37
242.540,4585.30
243.568,4650.33
244.592,4722.63
245.619,4690.07
246.646,4643.37
247.671,4628.10
248.697,4606.57
249.724,4650.67
250.748,4553.73
251.774,4550.47
252.801,4596.77
253.827,4600.63
254.850,4616.73
255.876,4614.80
256.902,4673.13
257.925,4616.73
258.951,4663.90
259.976,4734.03
260.999,4760.50
262.024,4856.10
263.049,4873.90
264.074,4990.80
265.097,5024.87
266.122,5053.40
267.146,5122.50
268.168,5176.43
269.193,5245.47
270.217,5358.53
271.241,5364.43
272.263,5369.90
273.287,5504.17
274.311,5564.33
275.332,5584.37
276.356,5561.97
277.379,5543.00
278.402,5506.47
279.424,5508.33
280.447,5483.40
281.470,5418.13
282.492,5300.60
283.513,5253.93
284.536,5191.10
285.558,5094.50
286.581,5004.97
287.601,4906.27
288.623,4868.67
289.645,4776.57
290.665,4699.00
291.687,4627.27
292.709,4546.87
293.730,4454.50
294.750,4399.60
295.771,4335.80
296.792,4299.47
297.813,4187.10
298.832,4140.43
299.853,4105.53
300.874,4006.53
301.895,4011.13
302.913,3957.20
303.934,3867.47
304.954,3829.47
305.975,3836.73
306.993,3737.13
308.013,3706.00
309.033,3684.73
310.052,3605.43
311.072,3664.10
312.090,3597.63
313.109,3543.83
314.129,3548.57
315.148,3497.20
316.165,3541.37
317.184,3466.43
318.203,3469.13
319.222,3470.27
320.238,3412.70
321.257,3426.60
322.275,3421.40
323.294,3399.60
324.312,3377.03
325.328,3422.40
326.346,3335.07
327.364,3364.77
328.382,3329.60
329.397,3345.53
330.415,3327.97
331.432,3328.40
332.450,3313.80
333.467,3289.37
334.482,3261.73
335.499,3240.23
336.516,3258.20
337.533,3246.17
338.547,3237.93
339.564,3205.57
340.580,3216.23
