RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 15:37:33
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No146
146.591,1178.50
147.626,1348.00
148.664,1614.50
149.699,1853.25
150.737,2107.00
151.772,2320.75
152.809,2519.75
153.846,2732.50
154.881,2958.25
155.918,3073.25
156.953,3230.50
157.989,3345.50
159.026,3431.75
160.060,3538.75
161.096,3519.00
162.130,3683.75
163.167,3661.25
164.200,3755.25
165.236,3823.75
166.272,3892.25
167.305,3944.25
168.341,4062.00
169.374,4095.75
170.409,4192.00
171.445,4253.50
172.477,4377.25
173.512,4449.50
174.545,4452.00
175.580,4470.50
176.614,4556.50
177.647,4503.75
178.681,4480.75
179.713,4448.00
180.747,4353.50
181.781,4320.50
182.813,4277.50
183.847,4326.00
184.878,4273.75
185.912,4339.25
186.945,4304.50
187.976,4317.50
189.010,4379.00
190.043,4383.75
191.073,4412.75
192.106,4456.25
193.137,4528.00
194.170,4502.25
195.202,4586.00
196.232,4640.00
197.265,4719.25
198.297,4788.25
199.327,4807.00
200.359,4895.75
201.388,4940.25
202.420,5028.00
203.452,5181.00
204.481,5222.00
205.512,5320.00
206.544,5446.00
207.573,5545.50
208.604,5595.50
209.635,5737.50
210.663,5908.25
211.694,5964.75
212.725,6054.50
213.753,6202.25
214.783,6236.75
215.813,6258.25
216.841,6219.00
217.871,6212.00
218.899,6177.75
219.929,6124.75
220.959,6004.00
221.986,5938.75
223.016,5835.50
224.045,5751.75
225.072,5682.25
226.101,5678.25
227.130,5540.50
228.157,5494.25
229.185,5478.75
230.214,5446.50
231.241,5379.75
232.269,5351.75
233.297,5333.00
234.323,5339.75
235.351,5365.25
236.379,5292.75
237.407,5366.00
238.433,5360.25
239.460,5433.50
240.488,5503.75
241.513,5478.00
242.540,5513.50
243.568,5581.25
244.592,5597.75
245.619,5608.75
246.646,5588.75
247.671,5502.50
248.697,5596.25
249.724,5522.00
250.748,5513.75
251.774,5500.00
252.801,5549.50
253.827,5570.00
254.850,5549.25
255.876,5586.00
256.902,5612.75
257.925,5577.00
258.951,5590.50
259.976,5722.00
260.999,5716.75
262.024,5788.75
263.049,5803.50
264.074,5812.50
265.097,5856.25
266.122,5926.25
267.146,5977.00
268.168,5969.75
269.193,6100.50
270.217,6056.75
271.241,6101.00
272.263,6107.25
273.287,6111.25
274.311,6092.75
275.332,6122.75
276.356,5981.00
277.379,6012.25
278.402,6008.75
279.424,5902.00
280.447,5914.50
281.470,5815.75
282.492,5681.25
283.513,5728.50
284.536,5614.25
285.558,5548.75
286.581,5480.25
287.601,5406.00
288.623,5326.75
289.645,5270.75
290.665,5227.75
291.687,5213.00
292.709,5071.75
293.730,5044.00
294.750,5026.00
295.771,4969.50
296.792,4889.50
297.813,4890.25
298.832,4777.25
299.853,4779.25
300.874,4719.00
301.895,4699.75
302.913,4593.50
303.934,4657.25
304.954,4604.75
305.975,4545.00
306.993,4501.00
308.013,4489.50
309.033,4536.50
310.052,4492.25
311.072,4465.75
312.090,4441.75
313.109,4448.75
314.129,4386.00
315.148,4367.00
316.165,4328.50
317.184,4349.00
318.203,4341.25
319.222,4295.50
320.238,4271.50
321.257,4345.25
322.275,4287.50
323.294,4272.25
324.312,4238.00
325.328,4336.25
326.346,4269.75
327.364,4225.75
328.382,4244.25
329.397,4269.50
330.415,4231.00
331.432,4222.25
332.450,4237.00
333.467,4224.00
334.482,4189.75
335.499,4128.25
336.516,4227.75
337.533,4173.50
338.547,4164.50
339.564,4149.75
340.580,4126.00
341.597,4114.00
342.613,4119.75
343.627,4123.25
344.643,4131.50
345.659,4147.25
346.675,4106.50
347.690,4123.00
348.704,4101.00
349.719,4140.50
350.735,4089.75
351.750,4139.75
352.765,4091.75
353.778,4087.50
354.793,4084.75
355.808,4119.75
356.822,4154.75
357.837,4127.75
358.851,4109.25
359.864,4138.00
360.878,4169.00
361.892,4147.00
362.906,4130.00
363.920,4188.00
364.932,4171.25
365.945,4125.00
366.959,4133.50
367.972,4189.50
368.986,4118.75
369.999,4183.00
371.010,4145.25
372.023,4187.75
373.036,4206.50
374.049,4165.25
375.061,4291.75
