RamanScope Measure Spectrum Data V3.72

<< MEASURE CONDITION >>
Exposure Type,Aver
Exposure Time [sec],15
Exposure Count,4
Measure Time,2023/07/15 16:26:44
Data Name,""
Data Comment,""
Rayleigh Wave[nm],532.0

<< SAMPLE SPECTRUM >>
Wave[dcm-1],No171
146.591,1097.75
147.626,1263.50
148.664,1489.25
149.699,1715.00
150.737,1912.25
151.772,2134.75
152.809,2284.25
153.846,2496.75
154.881,2602.75
155.918,2729.25
156.953,2897.00
157.989,2973.25
159.026,3062.25
160.060,3080.00
161.096,3217.25
162.130,3224.75
163.167,3238.00
164.200,3308.00
165.236,3395.25
166.272,3437.75
167.305,3463.25
168.341,3561.25
169.374,3619.25
170.409,3717.25
171.445,3760.25
172.477,3812.50
173.512,3882.75
174.545,3896.00
175.580,3849.50
176.614,3883.50
177.647,3901.75
178.681,3898.25
179.713,3821.25
180.747,3875.50
181.781,3834.50
182.813,3807.75
183.847,3818.75
184.878,3867.25
185.912,3859.25
186.945,3900.00
187.976,3915.00
189.010,3936.25
190.043,4004.00
191.073,4051.75
192.106,4041.50
193.137,4177.25
194.170,4211.00
195.202,4214.75
196.232,4286.00
197.265,4320.75
198.297,4456.25
199.327,4484.75
200.359,4515.75
201.388,4632.25
202.420,4719.25
203.452,4817.00
204.481,4955.00
205.512,5022.50
206.544,5233.00
207.573,5321.50
208.604,5485.75
209.635,5589.25
210.663,5728.25
211.694,5838.50
212.725,5904.75
213.753,6103.75
214.783,6195.75
215.813,6217.75
216.841,6233.00
217.871,6210.75
218.899,6223.50
219.929,6154.00
220.959,5992.00
221.986,5908.50
223.016,5842.25
224.045,5708.25
225.072,5606.25
226.101,5454.00
227.130,5369.50
228.157,5251.00
229.185,5214.00
230.214,5147.00
231.241,5087.50
232.269,5032.50
233.297,4973.50
234.323,4957.25
235.351,4922.75
236.379,4873.75
237.407,4895.25
238.433,4895.50
239.460,4951.00
240.488,4957.00
241.513,5010.25
242.540,5022.00
243.568,5060.75
244.592,5076.75
245.619,5079.00
246.646,5039.25
247.671,4997.25
248.697,5004.75
249.724,4956.00
250.748,4944.00
251.774,4939.25
252.801,4977.00
253.827,4955.00
254.850,5014.75
255.876,4996.00
256.902,5033.50
257.925,4983.25
258.951,5065.50
259.976,5084.25
260.999,5141.00
262.024,5080.75
263.049,5165.00
264.074,5219.50
265.097,5277.25
266.122,5305.50
267.146,5362.25
268.168,5339.75
269.193,5452.75
270.217,5422.00
271.241,5449.25
272.263,5475.00
273.287,5549.75
274.311,5565.00
275.332,5628.50
276.356,5549.75
277.379,5570.75
278.402,5563.00
279.424,5529.75
280.447,5537.50
281.470,5369.00
282.492,5353.75
283.513,5249.75
284.536,5176.00
285.558,5205.50
286.581,5122.25
287.601,5017.75
288.623,4965.00
289.645,4906.25
290.665,4894.00
291.687,4873.00
292.709,4760.00
293.730,4695.25
294.750,4684.75
295.771,4604.00
296.792,4549.00
297.813,4516.75
298.832,4458.25
299.853,4386.00
300.874,4317.75
301.895,4311.00
302.913,4310.25
303.934,4120.25
304.954,4182.25
305.975,4193.75
306.993,4110.25
308.013,4060.50
309.033,4066.00
310.052,4010.75
311.072,4022.00
312.090,3964.25
313.109,3943.50
314.129,3949.50
315.148,3932.00
316.165,3879.50
317.184,3939.50
318.203,3865.50
319.222,3823.25
320.238,3829.25
321.257,3825.50
322.275,3841.25
323.294,3799.50
324.312,3747.25
325.328,3733.75
326.346,3767.75
327.364,3724.75
328.382,3729.50
329.397,3711.00
330.415,3686.00
331.432,3740.75
332.450,3687.25
333.467,3682.50
334.482,3687.25
335.499,3661.00
336.516,3684.00
337.533,3629.00
338.547,3653.50
339.564,3608.00
340.580,3628.00
341.597,3646.00
342.613,3658.50
343.627,3612.50
344.643,3595.25
345.659,3558.75
346.675,3624.00
347.690,3593.00
348.704,3605.75
349.719,3609.75
350.735,3596.75
351.750,3603.00
352.765,3579.00
353.778,3551.25
354.793,3558.00
355.808,3609.00
356.822,3595.50
357.837,3558.25
358.851,3619.50
359.864,3601.25
360.878,3605.75
361.892,3593.50
362.906,3613.25
363.920,3623.75
364.932,3602.00
365.945,3598.25
366.959,3596.75
367.972,3672.00
368.986,3633.75
369.999,3623.50
371.010,3637.25
372.023,3629.25
373.036,3634.50
374.049,3678.50
375.061,3712.00
