"CView Export Data File: Version 2.0"
"Export From File: c:\users\owner1\desktop\data\idei\m2\20240130_for_onset\meoh_3_20240118_dark.txt"


  Open Circuit Potential (V): -0.1501
"E (Volts)"	"I (Amps/cm^2~)"
-0.49819139	-1.1633E-05
-0.47994599	-5.2434E-06
-0.45933649	-3.5085E-06
-0.43909079	-2.3891E-06
-0.41872391	-1.6535E-06
-0.4002966	-1.1108E-06
-0.3768988	-5.9045E-07
-0.35592571	-1.8416E-07
-0.33355841	1.5361E-07
-0.31464621	3.9715E-07
-0.2932488	6.9481E-07
-0.27457899	9.2968E-07
-0.25184801	1.1938E-06
-0.23202661	1.4246E-06
-0.2114778	1.5926E-06
-0.190929	1.7394E-06
-0.169774	1.8485E-06
-0.1505011	1.9073E-06
-0.1256762	1.908E-06
-0.1055798	1.8594E-06
-0.085871443	1.7721E-06
-0.064908169	1.6357E-06
-0.044078261	1.4865E-06
-0.02019299	1.3131E-06
0.001158269	1.1647E-06
0.021042461	1.0395E-06
0.04380016	9.3828E-07
0.064151138	8.7463E-07
0.084374823	8.1136E-07
0.1030587	7.7748E-07
0.1248707	7.5172E-07
0.14482149	7.3766E-07
0.1650392	7.3239E-07
0.1853901	7.339E-07
0.2054683	7.399E-07
0.22501791	7.4869E-07
0.2463547	7.6178E-07
0.26944941	7.8731E-07
0.28884649	7.9318E-07
0.30909231	8.0664E-07
0.32691339	8.2355E-07
0.3489776	8.37E-07
0.368799	8.5191E-07
0.39013579	8.6846E-07
0.4108665	8.8258E-07
0.43274891	8.9361E-07
0.4531765	9.0762E-07
0.4715431	9.1749E-07
0.4930011	9.2707E-07
0.51251948	9.3689E-07
0.53288639	9.4683E-07
0.55240482	9.5683E-07
0.57319611	9.6538E-07
0.59319937	9.755E-07
0.61265713	9.8326E-07
0.63296348	9.9356E-07
0.65308797	1.0032E-06
0.67278808	1.0107E-06
0.69194281	1.0212E-06
0.71309781	1.0388E-06
0.73431343	1.0588E-06
0.75371051	1.0879E-06
0.77650207	1.1432E-06
0.79765707	1.2397E-06
0.78535211	9.138E-07
0.76413637	8.1979E-07
0.74298149	7.6512E-07
0.72364497	7.3124E-07
0.70339918	7.0651E-07
0.68248671	6.9331E-07
0.66254401	6.6402E-07
0.64308631	6.4789E-07
0.62314367	6.2953E-07
0.60138249	6.0947E-07
0.58216733	5.9183E-07
0.56125468	5.7237E-07
0.53973609	5.4916E-07
0.5177325	5.2843E-07
0.4959107	5.0473E-07
0.47390711	4.7782E-07
0.45432809	4.5576E-07
0.43390059	4.2963E-07
0.4132911	3.9987E-07
0.3934091	3.6926E-07
0.37122369	3.3193E-07
0.3505536	2.9647E-07
0.33133829	2.6101E-07
0.30854669	2.1161E-07
0.28951329	1.6706E-07
0.2680552	1.1785E-07
0.2465972	7.7203E-08
0.2249573	2.2627E-08
0.20259	-6.6515E-08
0.1791316	-1.126E-07
0.1548667	-2.2206E-07
0.1359707	-2.7088E-07
0.1147285	-3.5595E-07
0.092680097	-4.3093E-07
0.069849662	-4.9888E-07
0.048407469	-5.8196E-07
0.02857784	-6.7137E-07
0.0055352161	-1.3812E-06
-0.01222719	-8.526E-07
-0.033117712	-9.5485E-07
-0.052013751	-1.0398E-06
-0.072110116	-1.1698E-06
-0.094873883	-1.2872E-06
-0.1138427	-1.4E-06
-0.13746729	-1.5492E-06
-0.15990371	-1.6893E-06
-0.18086091	-1.836E-06
-0.199957	-1.9743E-06
-0.21990339	-2.1307E-06
-0.2413615	-2.3333E-06
-0.26100111	-2.5449E-06
-0.2819742	-2.8051E-06
-0.30161381	-3.1131E-06
-0.3217383	-3.5127E-06
-0.34259021	-4.007E-06
-0.36307839	-4.6115E-06
-0.38514259	-5.3793E-06
-0.40611571	-6.2943E-06
-0.4287861	-7.5538E-06
-0.44872871	-8.9783E-06
-0.46788341	-1.0733E-05
-0.48758361	-1.3104E-05
-0.49831259	-9.6587E-06
-0.47727889	-4.5242E-06
-0.45866981	-3.2059E-06
-0.4386059	-2.2484E-06
-0.4181177	-1.5498E-06
-0.39902371	-1.0537E-06
-0.38102069	-7.012E-07
-0.35495579	-2.3267E-07
-0.33380091	8.7178E-08
-0.31464621	4.029E-07
-0.29039979	6.9996E-07
-0.26948729	9.5653E-07
-0.2474231	1.2062E-06
-0.22808661	1.4196E-06
-0.2079621	1.5975E-06
-0.1875951	1.7448E-06
-0.1636138	1.8576E-06
-0.14297789	1.9037E-06
-0.1206688	1.8928E-06
-0.100433	1.8303E-06
-0.079657637	1.7224E-06
-0.059882559	1.5926E-06
-0.041374501	1.455E-06
-0.02074465	1.3021E-06
-0.00024211151	1.1542E-06
0.020715101	1.0227E-06
0.041551061	9.1919E-07
0.061386749	8.4361E-07
0.08293806	7.8348E-07
0.1027677	7.399E-07
0.123731	7.1393E-07
0.14768291	6.9632E-07
0.1676338	6.9008E-07
0.1876574	6.8875E-07
0.2080145	6.9444E-07
0.22726069	7.056E-07
0.24690031	7.1663E-07
0.270298	7.2905E-07
0.2894527	7.4512E-07
0.31085011	7.6342E-07
0.32915619	7.7797E-07
0.3524327	8.0611E-07
0.37273899	8.1033E-07
0.39256051	8.3703E-07
0.41256371	8.384E-07
0.43299139	8.504E-07
0.45475239	8.619E-07
0.4768773	8.7402E-07
0.49785039	8.8737E-07
0.52070272	8.9828E-07
0.54155451	9.1149E-07
0.5636794	9.2072E-07
0.58756208	9.3042E-07
0.61132348	9.3709E-07
0.63544869	9.5816E-07
0.65490651	9.6841E-07
0.67533398	9.7895E-07
0.69418561	9.898E-07
0.7151587	1.0049E-06
0.73637432	1.0276E-06
0.75758988	1.0729E-06
0.77844179	1.1233E-06
0.80014229	1.1117E-06
0.78013903	8.5034E-07
0.76231802	7.8039E-07
0.74201161	7.3269E-07
0.72255379	7.0057E-07
0.70139891	6.7214E-07
0.68224418	6.5371E-07
0.66121048	6.3335E-07
0.64144969	6.2722E-07
0.62235558	5.9947E-07
0.60265547	5.9023E-07
0.58047003	5.7203E-07
0.55798149	5.3898E-07
0.53828132	5.2188E-07
0.51803559	5.0061E-07
0.4974868	4.7879E-07
0.47857451	4.5642E-07
0.4566316	4.3097E-07
0.43602219	4.0218E-07
0.41535211	3.7539E-07
0.39540941	3.4569E-07
0.37528491	3.1565E-06
0.35516039	2.7938E-07
0.3341873	2.401E-07
0.31400219	1.9992E-07
0.2894527	1.4749E-07
0.26702479	9.4815E-08
0.24502119	3.9538E-08
0.22313879	-1.9922E-08
0.20392349	-7.8715E-08
0.1808895	-1.4848E-07
0.1607649	-2.1758E-07
0.1422815	-2.7879E-07
0.1175717	-3.5031E-07
0.093734927	-4.4196E-07
0.073559754	-5.113E-07
0.051062729	-5.8439E-07
0.030639	-6.6504E-07
0.007669128	-7.6207E-07
-0.01343357	-8.5849E-07
-0.034324098	-9.6703E-07
-0.05789414	-1.1192E-06
-0.077390343	-1.2251E-06
-0.097680703	-1.3303E-06
-0.118838	-1.4613E-06
-0.1419352	-1.6068E-06
-0.1616253	-1.7366E-06
-0.181649	-1.8742E-06
-0.2017938	-2.0289E-06
-0.2219037	-2.1883E-06
-0.24366491	-2.3842E-06
-0.2634863	-2.5965E-06
-0.28264099	-2.8372E-06
-0.30234119	-3.1392E-06
-0.3233749	-3.5358E-06
-0.34380251	-4.0221E-06
-0.36392701	-4.6194E-06
-0.38659739	-5.4175E-06
-0.40799481	-6.3459E-06
-0.43030149	-7.5987E-06
-0.44921371	-8.9201E-06
-0.4693988	-1.0764E-05
-0.48770481	-1.2912E-05
