出力日時,2021/06/09 14:34:06
データソース,VS3-2_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.398,0.100,-0.332,2E-06,2.05E-07
3.498,0.200,-0.331,2E-06,4.53E-07
3.598,0.300,-0.33,2E-06,7.14E-07
3.698,0.400,-0.329,1E-06,9.77500000000001E-07
3.798,0.500,-0.328,3E-06,1.2135E-06
3.898,0.600,-0.327,3E-06,1.5085E-06
3.998,0.700,-0.326,3E-06,1.8035E-06
4.098,0.800,-0.325,3E-06,2.1055E-06
4.198,0.900,-0.324,3E-06,2.45549999999998E-06
4.298,1.000,-0.323,4E-06,2.78599999999998E-06
4.398,1.100,-0.322,3E-06,3.10349999999997E-06
4.498,1.200,-0.321,4E-06,3.42199999999997E-06
4.598,1.300,-0.32,3E-06,3.76749999999997E-06
4.698,1.400,-0.319,3E-06,4.13149999999997E-06
4.798,1.500,-0.318,2E-06,4.46399999999997E-06
4.898,1.600,-0.317,3E-06,4.83949999999996E-06
4.998,1.700,-0.316,4E-06,5.20999999999996E-06
5.098,1.800,-0.315,5E-06,5.59549999999996E-06
5.198,1.900,-0.314,4E-06,5.98999999999996E-06
5.298,2.000,-0.313,3E-06,6.35949999999996E-06
5.398,2.100,-0.312,4E-06,6.75699999999994E-06
5.498,2.200,-0.311,5E-06,7.16849999999993E-06
5.598,2.300,-0.31,3E-06,7.55249999999992E-06
5.698,2.400,-0.309,3E-06,7.97049999999993E-06
5.798,2.500,-0.308,2E-06,8.35499999999995E-06
5.898,2.600,-0.307,4E-06,8.80899999999998E-06
5.998,2.700,-0.306,6E-06,9.21200000000001E-06
6.098,2.800,-0.305,5E-06,9.68450000000003E-06
6.198,2.900,-0.304,3E-06,1.01385E-05
6.298,3.000,-0.303,6E-06,1.05980000000001E-05
6.398,3.100,-0.302,4E-06,1.10560000000001E-05
6.498,3.200,-0.301,3E-06,1.15275000000001E-05
6.598,3.300,-0.3,6E-06,1.19900000000001E-05
6.698,3.400,-0.299,6E-06,1.24890000000001E-05
6.798,3.500,-0.298,5E-06,1.29785000000002E-05
6.898,3.600,-0.297,5E-06,1.34605000000002E-05
6.998,3.700,-0.296,6E-06,1.40110000000002E-05
7.098,3.800,-0.295,6E-06,1.45400000000002E-05
7.198,3.900,-0.294,7E-06,1.51285000000002E-05
7.298,4.000,-0.293,6E-06,1.56800000000002E-05
7.398,4.100,-0.292,6E-06,1.62230000000002E-05
7.498,4.200,-0.291,6E-06,1.68120000000002E-05
7.598,4.300,-0.29,5E-06,1.73605000000002E-05
7.698,4.400,-0.289,6E-06,1.79350000000002E-05
7.798,4.500,-0.288,5E-06,1.85015000000002E-05
7.898,4.600,-0.287,7E-06,1.90885000000003E-05
7.998,4.700,-0.286,5E-06,1.96625000000003E-05
8.098,4.800,-0.285,8E-06,2.02680000000003E-05
8.198,4.900,-0.284,7E-06,2.09245000000003E-05
8.298,5.000,-0.283,7E-06,2.15485000000003E-05
8.398,5.100,-0.282,5E-06,2.21805000000003E-05
8.498,5.200,-0.281,7E-06,2.28055000000002E-05
8.598,5.300,-0.28,7E-06,2.34735000000002E-05
8.698,5.400,-0.279,7E-06,2.41165000000002E-05
8.798,5.500,-0.278,8E-06,2.47920000000002E-05
8.898,5.600,-0.277,8E-06,2.55120000000002E-05
8.998,5.700,-0.276,8E-06,2.62310000000002E-05
