出力日時,2021/06/21 14:03:41
データソース,hematite_95_S1-1-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.347,0.100,-0.367,2E-06,1.71E-07
3.447,0.200,-0.366,3E-06,3.765E-07
3.547,0.300,-0.365,3E-06,6.08500000000001E-07
3.647,0.400,-0.364,1E-06,8.51500000000003E-07
3.747,0.500,-0.363,4E-06,1.094E-06
3.847,0.600,-0.362,2E-06,1.302E-06
3.947,0.700,-0.361,2E-06,1.558E-06
4.047,0.800,-0.36,4E-06,1.83E-06
4.147,0.900,-0.359,2E-06,2.091E-06
4.247,1.000,-0.358,1E-06,2.3295E-06
4.347,1.100,-0.357,3E-06,2.6235E-06
4.447,1.200,-0.356,2E-06,2.932E-06
4.547,1.300,-0.355,3E-06,3.21449999999999E-06
4.647,1.400,-0.354,3E-06,3.51449999999999E-06
4.747,1.500,-0.353,4E-06,3.79199999999999E-06
4.847,1.600,-0.352,3E-06,4.10049999999999E-06
4.947,1.700,-0.351,4E-06,4.419E-06
5.047,1.800,-0.35,5E-06,4.7715E-06
5.147,1.900,-0.349,5E-06,5.13849999999999E-06
5.247,2.000,-0.348,4E-06,5.47799999999999E-06
5.347,2.100,-0.347,3E-06,5.83049999999999E-06
5.447,2.200,-0.346,5E-06,6.21749999999998E-06
5.547,2.300,-0.345,4E-06,6.59699999999997E-06
5.647,2.400,-0.344,4E-06,6.97799999999997E-06
5.747,2.500,-0.343,4E-06,7.36799999999995E-06
5.847,2.600,-0.342,2E-06,7.75899999999996E-06
5.947,2.700,-0.341,3E-06,8.14249999999999E-06
6.047,2.800,-0.34,4E-06,8.50300000000001E-06
6.147,2.900,-0.339,3E-06,8.87250000000004E-06
6.247,3.000,-0.338,5E-06,9.26250000000006E-06
6.347,3.100,-0.337,5E-06,9.64550000000009E-06
6.447,3.200,-0.336,4E-06,1.00130000000001E-05
6.547,3.300,-0.335,5E-06,1.04115000000001E-05
6.647,3.400,-0.334,5E-06,1.07745000000002E-05
6.747,3.500,-0.333,5E-06,1.11825000000002E-05
