出力日時,2021/06/09 14:33:45
データソース,VS3-3_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.411,0.100,-0.35,3E-06,2.125E-07
3.511,0.200,-0.349,4E-06,4.17E-07
3.611,0.300,-0.348,3E-06,6.505E-07
3.711,0.400,-0.347,3E-06,8.97500000000002E-07
3.811,0.500,-0.346,3E-06,1.1615E-06
3.911,0.600,-0.345,1E-06,1.4215E-06
4.011,0.700,-0.344,4E-06,1.71E-06
4.111,0.800,-0.343,2E-06,1.958E-06
4.211,0.900,-0.342,4E-06,2.215E-06
4.311,1.000,-0.341,4E-06,2.551E-06
4.411,1.100,-0.34,4E-06,2.829E-06
4.511,1.200,-0.339,3E-06,3.12849999999999E-06
4.611,1.300,-0.338,3E-06,3.45449999999999E-06
4.711,1.400,-0.337,2E-06,3.77299999999999E-06
4.811,1.500,-0.336,2E-06,4.061E-06
4.911,1.600,-0.335,4E-06,4.406E-06
5.011,1.700,-0.334,3E-06,4.7025E-06
5.111,1.800,-0.333,2E-06,5.021E-06
5.211,1.900,-0.332,4E-06,5.4E-06
5.311,2.000,-0.331,3E-06,5.7735E-06
5.411,2.100,-0.33,4E-06,6.15099999999999E-06
5.511,2.200,-0.329,4E-06,6.48099999999998E-06
5.611,2.300,-0.328,4E-06,6.88599999999998E-06
5.711,2.400,-0.327,5E-06,7.28349999999997E-06
5.811,2.500,-0.326,3E-06,7.66449999999996E-06
5.911,2.600,-0.325,6E-06,8.05899999999999E-06
6.011,2.700,-0.324,4E-06,8.49000000000001E-06
6.111,2.800,-0.323,3E-06,8.93050000000003E-06
6.211,2.900,-0.322,5E-06,9.32650000000005E-06
6.311,3.000,-0.321,4E-06,9.73300000000007E-06
6.411,3.100,-0.32,4E-06,1.01670000000001E-05
6.511,3.200,-0.319,5E-06,1.06015000000001E-05
6.611,3.300,-0.318,4E-06,1.10490000000001E-05
6.711,3.400,-0.317,5E-06,1.15245000000002E-05
6.811,3.500,-0.316,6E-06,1.19910000000002E-05
6.911,3.600,-0.315,4E-06,1.24740000000002E-05
7.011,3.700,-0.314,7E-06,1.29705000000002E-05
7.111,3.800,-0.313,4E-06,1.34390000000002E-05
7.211,3.900,-0.312,5E-06,1.39215000000003E-05
7.311,4.000,-0.311,6E-06,1.44410000000003E-05
7.411,4.100,-0.31,4E-06,1.49570000000003E-05
7.511,4.200,-0.309,5E-06,1.54235000000003E-05
7.611,4.300,-0.308,5E-06,1.59455000000003E-05
7.711,4.400,-0.307,4E-06,1.64730000000003E-05
7.811,4.500,-0.306,6E-06,1.69930000000003E-05
7.911,4.600,-0.305,5E-06,1.75195000000004E-05
8.011,4.700,-0.304,5E-06,1.80675000000004E-05
8.111,4.800,-0.303,5E-06,1.86395000000004E-05
8.211,4.900,-0.302,5E-06,1.91975000000004E-05
8.311,5.000,-0.301,5E-06,1.97405000000004E-05
8.411,5.100,-0.3,6E-06,2.03350000000004E-05
8.511,5.200,-0.299,6E-06,2.09460000000004E-05
8.611,5.300,-0.298,6E-06,2.15270000000004E-05
8.711,5.400,-0.297,5E-06,2.21405000000004E-05
8.811,5.500,-0.296,5E-06,2.27175000000004E-05
8.911,5.600,-0.295,7E-06,2.33475000000004E-05
9.011,5.700,-0.294,7E-06,2.40015000000004E-05
9.111,5.800,-0.293,7E-06,2.46585000000004E-05
9.211,5.900,-0.292,6E-06,2.53730000000005E-05
9.311,6.000,-0.291,7E-06,2.60705000000005E-05
