出力日時,2021/06/09 14:34:57
データソース,VS2-3_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.368,0.100,-0.344,2E-06,1.93E-07
3.468,0.200,-0.343,3E-06,4.175E-07
3.568,0.300,-0.342,3E-06,7.16500000000001E-07
3.668,0.400,-0.341,2E-06,9.55000000000002E-07
3.768,0.500,-0.34,2E-06,1.208E-06
3.868,0.600,-0.339,2E-06,1.461E-06
3.968,0.700,-0.338,1E-06,1.7305E-06
4.068,0.800,-0.337,3E-06,1.9855E-06
4.168,0.900,-0.336,2E-06,2.27499999999999E-06
4.268,1.000,-0.335,3E-06,2.53549999999999E-06
4.368,1.100,-0.334,4E-06,2.85499999999999E-06
4.468,1.200,-0.333,2E-06,3.14499999999998E-06
4.568,1.300,-0.332,3E-06,3.46549999999998E-06
4.668,1.400,-0.331,2E-06,3.78499999999998E-06
4.768,1.500,-0.33,2E-06,4.11099999999998E-06
4.868,1.600,-0.329,4E-06,4.46899999999998E-06
4.968,1.700,-0.328,4E-06,4.80699999999998E-06
5.068,1.800,-0.327,3E-06,5.12849999999998E-06
5.168,1.900,-0.326,4E-06,5.46999999999999E-06
5.268,2.000,-0.325,4E-06,5.82699999999999E-06
5.368,2.100,-0.324,5E-06,6.19049999999998E-06
5.468,2.200,-0.323,3E-06,6.54349999999998E-06
5.568,2.300,-0.322,5E-06,6.93849999999997E-06
5.668,2.400,-0.321,5E-06,7.33249999999995E-06
5.768,2.500,-0.32,5E-06,7.72449999999995E-06
5.868,2.600,-0.319,5E-06,8.09349999999996E-06
5.968,2.700,-0.318,4E-06,8.50899999999999E-06
6.068,2.800,-0.317,4E-06,8.91200000000002E-06
6.168,2.900,-0.316,4E-06,9.36500000000004E-06
6.268,3.000,-0.315,5E-06,9.78350000000005E-06
6.368,3.100,-0.314,6E-06,1.02230000000001E-05
6.468,3.200,-0.313,5E-06,1.06465000000001E-05
6.568,3.300,-0.312,5E-06,1.10985000000001E-05
6.668,3.400,-0.311,6E-06,1.15590000000002E-05
6.768,3.500,-0.31,6E-06,1.20200000000002E-05
6.868,3.600,-0.309,4E-06,1.24590000000002E-05
6.968,3.700,-0.308,6E-06,1.29140000000002E-05
7.068,3.800,-0.307,5E-06,1.34245000000002E-05
7.168,3.900,-0.306,3E-06,1.39015000000003E-05
7.268,4.000,-0.305,5E-06,1.43635000000003E-05
7.368,4.100,-0.304,5E-06,1.48605000000003E-05
7.468,4.200,-0.303,4E-06,1.53660000000003E-05
7.568,4.300,-0.302,4E-06,1.58730000000003E-05
7.668,4.400,-0.301,4E-06,1.63810000000003E-05
7.768,4.500,-0.3,3E-06,1.69195000000003E-05
7.868,4.600,-0.299,6E-06,1.74320000000003E-05
7.968,4.700,-0.298,6E-06,1.79880000000004E-05
8.068,4.800,-0.297,5E-06,1.85305000000004E-05
8.168,4.900,-0.296,6E-06,1.90540000000004E-05
8.268,5.000,-0.295,6E-06,1.96310000000004E-05
8.368,5.100,-0.294,6E-06,2.02000000000004E-05
8.468,5.200,-0.293,6E-06,2.07940000000004E-05
8.568,5.300,-0.292,6E-06,2.13700000000004E-05
8.668,5.400,-0.291,7E-06,2.19835000000004E-05
8.768,5.500,-0.29,7E-06,2.25645000000004E-05
8.868,5.600,-0.289,6E-06,2.32030000000004E-05
8.968,5.700,-0.288,6E-06,2.38070000000004E-05
9.068,5.800,-0.287,7E-06,2.44245000000004E-05
9.168,5.900,-0.286,6E-06,2.50700000000004E-05
9.268,6.000,-0.285,6E-06,2.57100000000004E-05
9.368,6.100,-0.284,8E-06,2.63880000000004E-05
9.468,6.200,-0.283,7E-06,2.70595000000004E-05
9.568,6.300,-0.282,6E-06,2.77150000000004E-05
9.668,6.400,-0.281,8E-06,2.84410000000004E-05
9.768,6.500,-0.28,8E-06,2.91520000000004E-05
9.868,6.600,-0.279,7E-06,2.98585000000004E-05
9.968,6.700,-0.278,7E-06,3.05755000000004E-05
10.068,6.800,-0.277,8E-06,3.12860000000004E-05
10.168,6.900,-0.276,6E-06,3.20330000000004E-05
10.268,7.000,-0.275,8E-06,3.27970000000005E-05
10.368,7.100,-0.274,8E-06,3.35260000000005E-05
10.468,7.200,-0.273,7E-06,3.42915000000006E-05
10.568,7.300,-0.272,8E-06,3.50260000000006E-05
10.668,7.400,-0.271,8E-06,3.58070000000006E-05
10.768,7.500,-0.27,8E-06,3.66220000000007E-05
10.868,7.600,-0.269,9E-06,3.74325000000008E-05
10.968,7.700,-0.268,8E-06,3.82530000000009E-05
11.068,7.800,-0.267,8E-06,3.91050000000009E-05
11.168,7.900,-0.266,8E-06,3.99680000000011E-05
11.268,8.000,-0.265,9E-06,4.08265000000012E-05
11.368,8.100,-0.264,9E-06,4.16505000000012E-05
11.468,8.200,-0.263,7E-06,4.25365000000013E-05
11.568,8.300,-0.262,9E-06,4.34045000000013E-05
11.668,8.400,-0.261,9E-06,4.43025000000013E-05
11.768,8.500,-0.26,9E-06,4.52045000000013E-05
11.868,8.600,-0.259,8E-06,4.61480000000014E-05
11.968,8.700,-0.258,9E-06,4.70735000000014E-05
12.068,8.800,-0.257,1E-05,4.80340000000015E-05
12.168,8.900,-0.256,8E-06,4.89920000000015E-05
12.268,9.000,-0.255,1.2E-05,5.00030000000016E-05
12.368,9.100,-0.254,1E-05,5.09940000000016E-05
12.468,9.200,-0.253,1E-05,5.20090000000016E-05
12.568,9.300,-0.252,1E-05,5.30420000000017E-05
12.668,9.400,-0.251,1E-05,5.40980000000017E-05
12.768,9.500,-0.25,1E-05,5.51590000000017E-05
12.868,9.600,-0.249,1E-05,5.62530000000017E-05
12.968,9.700,-0.248,1.2E-05,5.73540000000017E-05
13.068,9.800,-0.247,1.1E-05,5.84805000000018E-05
13.168,9.900,-0.246,1.2E-05,5.96130000000018E-05
13.268,10.000,-0.245,1.2E-05,6.08160000000018E-05
