出力日時,2021/06/21 14:12:40
データソース,hematite_100_S2-4-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.368,0.100,-0.282,2E-06,1.96E-07
3.468,0.200,-0.281,3E-06,4.895E-07
3.568,0.300,-0.28,3E-06,7.61500000000001E-07
3.668,0.400,-0.279,3E-06,1.0525E-06
3.768,0.500,-0.278,3E-06,1.38450000000001E-06
3.868,0.600,-0.277,4E-06,1.72900000000001E-06
3.968,0.700,-0.276,4E-06,2.07600000000001E-06
4.068,0.800,-0.275,3E-06,2.39649999999999E-06
4.168,0.900,-0.274,3E-06,2.76449999999998E-06
4.268,1.000,-0.273,3E-06,3.12849999999997E-06
4.368,1.100,-0.272,2E-06,3.49399999999997E-06
4.468,1.200,-0.271,3E-06,3.86049999999996E-06
4.568,1.300,-0.27,4E-06,4.26099999999996E-06
4.668,1.400,-0.269,5E-06,4.64049999999995E-06
4.768,1.500,-0.268,4E-06,5.04699999999995E-06
4.868,1.600,-0.267,4E-06,5.44299999999994E-06
4.968,1.700,-0.266,4E-06,5.86299999999994E-06
5.068,1.800,-0.265,5E-06,6.29949999999993E-06
5.168,1.900,-0.264,5E-06,6.78149999999992E-06
5.268,2.000,-0.263,5E-06,7.24049999999992E-06
5.368,2.100,-0.262,5E-06,7.68049999999991E-06
5.468,2.200,-0.261,6E-06,8.17699999999993E-06
5.568,2.300,-0.26,6E-06,8.64699999999996E-06
5.668,2.400,-0.259,4E-06,9.13199999999998E-06
5.768,2.500,-0.258,5E-06,9.6385E-06
5.868,2.600,-0.257,6E-06,1.0145E-05
5.968,2.700,-0.256,5E-06,1.06525E-05
6.068,2.800,-0.255,6E-06,1.1212E-05
6.168,2.900,-0.254,6E-06,1.1748E-05
6.268,3.000,-0.253,6E-06,1.22940000000001E-05
6.368,3.100,-0.252,6E-06,1.28830000000001E-05
6.468,3.200,-0.251,5E-06,1.34705E-05
6.568,3.300,-0.25,6E-06,1.4054E-05
6.668,3.400,-0.249,6E-06,1.4685E-05
6.768,3.500,-0.248,7E-06,1.53285E-05
6.868,3.600,-0.247,7E-06,1.59605E-05
6.968,3.700,-0.246,7E-06,1.65985E-05
7.068,3.800,-0.245,6E-06,1.7238E-05
7.168,3.900,-0.244,6E-06,1.79270000000001E-05
7.268,4.000,-0.243,7E-06,1.86095000000001E-05
7.368,4.100,-0.242,6E-06,1.93070000000001E-05
7.468,4.200,-0.241,6E-06,1.99870000000001E-05
7.568,4.300,-0.24,8E-06,2.06910000000001E-05
7.668,4.400,-0.239,7E-06,2.14175000000001E-05
7.768,4.500,-0.238,9E-06,2.21395000000002E-05
7.868,4.600,-0.237,6E-06,2.29240000000002E-05
7.968,4.700,-0.236,7E-06,2.37065000000002E-05
8.068,4.800,-0.235,7E-06,2.44735000000002E-05
8.168,4.900,-0.234,8E-06,2.52890000000003E-05
8.268,5.000,-0.233,7E-06,2.60835000000003E-05
8.368,5.100,-0.232,9E-06,2.69385000000003E-05
8.468,5.200,-0.231,7E-06,2.78215000000004E-05
8.568,5.300,-0.23,1E-05,2.86930000000004E-05
8.668,5.400,-0.229,9E-06,2.95505000000004E-05
8.768,5.500,-0.228,8E-06,3.04640000000005E-05
8.868,5.600,-0.227,1E-05,3.14010000000005E-05
8.968,5.700,-0.226,1.2E-05,3.23310000000006E-05
9.068,5.800,-0.225,1.1E-05,3.32615000000007E-05
9.168,5.900,-0.224,1E-05,3.42380000000007E-05
9.268,6.000,-0.223,8E-06,3.52680000000007E-05
9.368,6.100,-0.222,1.1E-05,3.62935000000007E-05
9.468,6.200,-0.221,1E-05,3.73170000000008E-05
9.568,6.300,-0.22,1E-05,3.83360000000008E-05
9.668,6.400,-0.219,1.2E-05,3.94170000000008E-05
9.768,6.500,-0.218,1.2E-05,4.05190000000009E-05
9.868,6.600,-0.217,1.3E-05,4.16485000000009E-05
9.968,6.700,-0.216,1.2E-05,4.27860000000009E-05
10.068,6.800,-0.215,1.1E-05,4.3951500000001E-05
10.168,6.900,-0.214,1.3E-05,4.5108500000001E-05
10.268,7.000,-0.213,1.2E-05,4.6287000000001E-05
10.368,7.100,-0.212,1.3E-05,4.74985000000011E-05
10.468,7.200,-0.211,1.2E-05,4.8766000000001E-05
10.568,7.300,-0.21,1E-05,5.0047000000001E-05
10.668,7.400,-0.209,1.1E-05,5.1317500000001E-05
10.768,7.500,-0.208,1.5E-05,5.26675000000011E-05
10.868,7.600,-0.207,1.3E-05,5.3973500000001E-05
10.968,7.700,-0.206,1.3E-05,5.5340500000001E-05
