"CView Export Data File: Version 2.0"
"Export From File: c:\users\owner1\desktop\data\idei\m1\tio2\pec\3h_air_7.txt"


  Open Circuit Potential (V): -0.3239
"E (Volts)"	"I (Amps/cm^2~)"
-0.4981308	-1.665E-05
-0.47970349	-1.1398E-05
-0.4609732	-7.9892E-06
-0.44000009	-5.03E-06
-0.41848141	-2.6607E-06
-0.39568979	-7.2447E-07
-0.37532279	7.3758E-07
-0.35216749	2.0565E-06
-0.3333765	2.8721E-06
-0.3134945	3.655E-06
-0.29306689	4.3075E-06
-0.27257869	5.0546E-06
-0.25124189	6.0964E-06
-0.2290564	7.7101E-06
-0.2097805	1.0329E-05
-0.18941361	1.482E-05
-0.16953149	2.1386E-05
-0.1481974	3.2242E-05
-0.12754939	4.5707E-05
-0.1083018	6.1375E-05
-0.0882539	8.0429E-05
-0.067818038	0.00010284
-0.047509499	0.00012754
-0.028467961	0.00015319
-0.0085595222	0.00018173
0.01214307	0.00021346
0.03376713	0.00024815
0.052608609	0.00028028
0.075281441	0.00032012
0.094777644	0.00035481
0.1173292	0.00039489
0.1365647	0.00042903
0.15678839	0.00046541
0.1762179	0.0004987
0.19637489	0.00053369
0.21828949	0.00056934
0.23817161	0.00060002
0.25817481	0.0006301
0.2782993	0.00065836
0.30006051	0.00068758
0.31976071	0.00071196
0.33921841	0.00073615
0.3598884	0.00075932
0.38043731	0.00078266
0.3991676	0.00080116
0.4191103	0.00082244
0.44075021	0.00084391
0.4629356	0.00086313
0.48469681	0.00088326
0.50421512	0.00090012
0.5236122	0.0009154
0.54391861	0.00093195
0.56464922	0.00094644
0.58634973	0.00096488
0.61102039	0.00098222
0.63181168	0.00099604
0.65223932	0.0010105
0.67157578	0.0010263
0.69048798	0.0010435
0.71030939	0.0010657
0.72982782	0.0010956
0.74752772	0.0011363
0.76831901	0.0012151
0.78820097	0.001333
0.79395938	0.0013804
0.77468359	0.0012534
0.75486219	0.0011664
0.73455578	0.0011051
0.71528	0.0010691
0.69291258	0.0010377
0.67266691	0.0010178
0.65369409	0.0010011
0.6335696	0.00098507
0.61296022	0.00096815
0.59101719	0.00094966
0.5699228	0.00093268
0.55046511	0.00091485
0.52918887	0.00089763
0.50936753	0.0008795
0.4873032	0.00085876
0.46711811	0.00084009
0.44675109	0.00081892
0.42632359	0.00079812
0.40638089	0.00077636
0.3868019	0.00075465
0.3669199	0.00073082
0.3463105	0.00070571
0.3263678	0.00067915
0.30715251	0.00065344
0.28648251	0.00062343
0.26660049	0.00059378
0.2461729	0.00056085
0.22701821	0.00052896
0.2071968	0.00049415
0.18682981	0.0004571
0.1674933	0.00041963
0.1456521	0.00037839
0.1263984	0.00034128
0.1058776	0.00030223
0.085296281	0.00026409
0.064721003	0.00022704
0.046267491	0.0001963
0.02622568	0.00016471
