出力日時,2021/06/09 14:34:40
データソース,VS2-4_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.404,0.100,-0.321,2E-06,2.1E-07
3.504,0.200,-0.32,3E-06,4.445E-07
3.604,0.300,-0.319,3E-06,6.80500000000001E-07
3.704,0.400,-0.318,5E-06,9.19500000000001E-07
3.804,0.500,-0.317,3E-06,1.2135E-06
3.904,0.600,-0.316,3E-06,1.4965E-06
4.004,0.700,-0.315,4E-06,1.793E-06
4.104,0.800,-0.314,3E-06,2.0595E-06
4.204,0.900,-0.313,3E-06,2.36349999999999E-06
4.304,1.000,-0.312,2E-06,2.69199999999999E-06
4.404,1.100,-0.311,3E-06,3.01149999999998E-06
4.504,1.200,-0.31,2E-06,3.36899999999998E-06
4.604,1.300,-0.309,4E-06,3.71599999999998E-06
4.704,1.400,-0.308,4E-06,4.04299999999998E-06
4.804,1.500,-0.307,5E-06,4.38249999999997E-06
4.904,1.600,-0.306,4E-06,4.75199999999997E-06
5.004,1.700,-0.305,4E-06,5.10599999999997E-06
5.104,1.800,-0.304,3E-06,5.49649999999996E-06
5.204,1.900,-0.303,4E-06,5.90399999999996E-06
5.304,2.000,-0.302,5E-06,6.34649999999996E-06
5.404,2.100,-0.301,3E-06,6.72849999999995E-06
5.504,2.200,-0.3,5E-06,7.12249999999994E-06
5.604,2.300,-0.299,5E-06,7.56349999999993E-06
5.704,2.400,-0.298,6E-06,7.97699999999995E-06
5.804,2.500,-0.297,4E-06,8.42499999999998E-06
5.904,2.600,-0.296,6E-06,8.845E-06
6.004,2.700,-0.295,5E-06,9.27250000000003E-06
6.104,2.800,-0.294,4E-06,9.73300000000005E-06
6.204,2.900,-0.293,4E-06,1.01900000000001E-05
6.304,3.000,-0.292,3E-06,1.06525000000001E-05
6.404,3.100,-0.291,7E-06,1.11355000000001E-05
6.504,3.200,-0.29,6E-06,1.16540000000001E-05
6.604,3.300,-0.289,6E-06,1.21360000000001E-05
6.704,3.400,-0.288,6E-06,1.26310000000001E-05
6.804,3.500,-0.287,6E-06,1.31470000000002E-05
6.904,3.600,-0.286,5E-06,1.36485000000002E-05
7.004,3.700,-0.285,5E-06,1.41585000000002E-05
7.104,3.800,-0.284,4E-06,1.47050000000002E-05
7.204,3.900,-0.283,5E-06,1.52445000000002E-05
7.304,4.000,-0.282,5E-06,1.57865000000002E-05
7.404,4.100,-0.281,6E-06,1.63730000000002E-05
7.504,4.200,-0.28,7E-06,1.69285000000002E-05
7.604,4.300,-0.279,5E-06,1.74795000000002E-05
7.704,4.400,-0.278,6E-06,1.80390000000002E-05
7.804,4.500,-0.277,6E-06,1.86210000000003E-05
7.904,4.600,-0.276,6E-06,1.92250000000003E-05
8.004,4.700,-0.275,6E-06,1.98620000000003E-05
8.104,4.800,-0.274,6E-06,2.04850000000003E-05
8.204,4.900,-0.273,5E-06,2.11495000000003E-05
8.304,5.000,-0.272,7E-06,2.18305000000003E-05
8.404,5.100,-0.271,7E-06,2.24985000000003E-05
8.504,5.200,-0.27,8E-06,2.31560000000003E-05
8.604,5.300,-0.269,7E-06,2.38445000000003E-05
8.704,5.400,-0.268,7E-06,2.45285000000003E-05
