出力日時,2021/06/21 14:02:47
データソース,hematite_95_S1-3-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.345,0.100,-0.355,2E-06,2.41E-07
3.445,0.200,-0.354,3E-06,4.795E-07
3.545,0.300,-0.353,2E-06,7.16000000000002E-07
3.645,0.400,-0.352,2E-06,9.95000000000002E-07
3.745,0.500,-0.351,3E-06,1.2465E-06
3.845,0.600,-0.35,3E-06,1.5635E-06
3.945,0.700,-0.349,2E-06,1.818E-06
4.045,0.800,-0.348,3E-06,2.1695E-06
4.145,0.900,-0.347,3E-06,2.49049999999999E-06
4.245,1.000,-0.346,2E-06,2.80499999999998E-06
4.345,1.100,-0.345,3E-06,3.16749999999998E-06
4.445,1.200,-0.344,3E-06,3.47749999999998E-06
4.545,1.300,-0.343,3E-06,3.80949999999998E-06
4.645,1.400,-0.342,4E-06,4.16099999999997E-06
4.745,1.500,-0.341,4E-06,4.55099999999997E-06
4.845,1.600,-0.34,3E-06,4.93949999999996E-06
4.945,1.700,-0.339,4E-06,5.30999999999996E-06
5.045,1.800,-0.338,3E-06,5.67349999999996E-06
5.145,1.900,-0.337,3E-06,6.08049999999995E-06
5.245,2.000,-0.336,5E-06,6.52949999999995E-06
5.345,2.100,-0.335,5E-06,6.91749999999994E-06
5.445,2.200,-0.334,5E-06,7.31949999999993E-06
5.545,2.300,-0.333,5E-06,7.72649999999993E-06
5.645,2.400,-0.332,4E-06,8.16699999999996E-06
5.745,2.500,-0.331,5E-06,8.62249999999999E-06
5.845,2.600,-0.33,4E-06,9.05900000000002E-06
5.945,2.700,-0.329,2E-06,9.45300000000003E-06
6.045,2.800,-0.328,4E-06,9.89200000000005E-06
6.145,2.900,-0.327,6E-06,1.03420000000001E-05
6.245,3.000,-0.326,4E-06,1.08380000000001E-05
6.345,3.100,-0.325,4E-06,1.13090000000001E-05
6.445,3.200,-0.324,5E-06,1.17725000000002E-05
6.545,3.300,-0.323,6E-06,1.22340000000002E-05
6.645,3.400,-0.322,5E-06,1.27425000000002E-05
6.745,3.500,-0.321,5E-06,1.32285000000002E-05
6.845,3.600,-0.32,2E-06,1.37270000000002E-05
6.945,3.700,-0.319,4E-06,1.42240000000002E-05
7.045,3.800,-0.318,5E-06,1.47515000000002E-05
7.145,3.900,-0.317,6E-06,1.52740000000003E-05
7.245,4.000,-0.316,5E-06,1.57825000000003E-05
7.345,4.100,-0.315,6E-06,1.63340000000003E-05
7.445,4.200,-0.314,6E-06,1.68510000000003E-05
7.545,4.300,-0.313,7E-06,1.73895000000003E-05
7.645,4.400,-0.312,6E-06,1.79330000000003E-05
7.745,4.500,-0.311,6E-06,1.84810000000003E-05
7.845,4.600,-0.31,5E-06,1.90475000000003E-05
7.945,4.700,-0.309,6E-06,1.96220000000003E-05
8.045,4.800,-0.308,6E-06,2.01870000000003E-05
8.145,4.900,-0.307,6E-06,2.07330000000003E-05
8.245,5.000,-0.306,6E-06,2.13270000000003E-05
8.345,5.100,-0.305,6E-06,2.19020000000003E-05
8.445,5.200,-0.304,7E-06,2.24665000000003E-05
8.545,5.300,-0.303,6E-06,2.30160000000003E-05
8.645,5.400,-0.302,7E-06,2.35865000000003E-05
8.745,5.500,-0.301,7E-06,2.41875000000003E-05
8.845,5.600,-0.3,7E-06,2.48045000000003E-05
8.945,5.700,-0.299,6E-06,2.54160000000003E-05
9.045,5.800,-0.298,6E-06,2.60410000000003E-05
9.145,5.900,-0.297,7E-06,2.66735000000003E-05
9.245,6.000,-0.296,7E-06,2.73005000000003E-05
9.345,6.100,-0.295,6E-06,2.79570000000003E-05
9.445,6.200,-0.294,7E-06,2.86385000000003E-05
9.545,6.300,-0.293,7E-06,2.92855000000003E-05
9.645,6.400,-0.292,6E-06,2.99590000000003E-05
9.745,6.500,-0.291,6E-06,3.05700000000003E-05
9.845,6.600,-0.29,8E-06,3.12350000000003E-05
9.945,6.700,-0.289,6E-06,3.19060000000002E-05
10.045,6.800,-0.288,7E-06,3.25615000000002E-05
10.145,6.900,-0.287,7E-06,3.32465000000002E-05
10.245,7.000,-0.286,8E-06,3.39410000000002E-05
10.345,7.100,-0.285,7E-06,3.46365000000001E-05
10.445,7.200,-0.284,8E-06,3.53190000000001E-05
10.545,7.300,-0.283,7E-06,3.60355000000001E-05
10.645,7.400,-0.282,8E-06,3.67300000000001E-05
10.745,7.500,-0.281,7E-06,3.74425E-05
10.845,7.600,-0.28,8E-06,3.8151E-05
10.945,7.700,-0.279,7E-06,3.88815E-05
11.045,7.800,-0.278,7E-06,3.96025E-05
11.145,7.900,-0.277,7E-06,4.02885E-05
11.245,8.000,-0.276,6E-06,4.0964E-05
11.345,8.100,-0.275,7E-06,4.17235E-05
11.445,8.200,-0.274,6E-06,4.2511E-05
11.545,8.300,-0.273,8E-06,4.32890000000001E-05
11.645,8.400,-0.272,7E-06,4.40505000000001E-05
11.745,8.500,-0.271,9E-06,4.48115000000001E-05
11.845,8.600,-0.27,7E-06,4.56055000000001E-05
11.945,8.700,-0.269,7E-06,4.63915000000002E-05
12.045,8.800,-0.268,7E-06,4.71705000000002E-05
12.145,8.900,-0.267,8E-06,4.79600000000003E-05
12.245,9.000,-0.266,8E-06,4.87590000000003E-05
12.345,9.100,-0.265,8E-06,4.95630000000004E-05
12.445,9.200,-0.264,7E-06,5.03855000000004E-05
12.545,9.300,-0.263,9E-06,5.12255000000005E-05
12.645,9.400,-0.262,8E-06,5.20440000000005E-05
12.745,9.500,-0.261,9E-06,5.29115000000006E-05
12.845,9.600,-0.26,8E-06,5.37580000000007E-05
12.945,9.700,-0.259,7E-06,5.45825000000007E-05
13.045,9.800,-0.258,9E-06,5.54705000000007E-05
13.145,9.900,-0.257,1E-05,5.63930000000007E-05
13.245,10.000,-0.256,9E-06,5.72865000000008E-05
13.345,10.100,-0.255,9E-06,5.81965000000008E-05
13.445,10.200,-0.254,9E-06,5.90765000000009E-05
13.545,10.300,-0.253,8E-06,5.99750000000009E-05
13.645,10.400,-0.252,9E-06,6.0848500000001E-05
13.745,10.500,-0.251,9E-06,6.17565000000008E-05
13.845,10.600,-0.25,1E-05,6.26980000000007E-05
13.945,10.700,-0.249,1E-05,6.36610000000007E-05
14.045,10.800,-0.248,8E-06,6.45800000000005E-05
14.145,10.900,-0.247,1E-05,6.55390000000004E-05
14.245,11.000,-0.246,9E-06,6.64825000000003E-05
14.345,11.100,-0.245,8E-06,6.74680000000002E-05
14.445,11.200,-0.244,9E-06,6.84565000000002E-05
14.545,11.300,-0.243,1.1E-05,6.94665000000001E-05
14.645,11.400,-0.242,1E-05,7.04870000000001E-05
14.745,11.500,-0.241,1E-05,7.15120000000001E-05
14.845,11.600,-0.24,1.1E-05,7.25295000000001E-05
14.945,11.700,-0.239,1.1E-05,7.35935000000001E-05
15.045,11.800,-0.238,1.1E-05,7.46285000000001E-05
15.145,11.900,-0.237,1.1E-05,7.57235000000002E-05
15.245,12.000,-0.236,1.1E-05,7.67585000000002E-05
15.345,12.100,-0.235,1.2E-05,7.78420000000002E-05
15.445,12.200,-0.234,1.1E-05,7.89415000000003E-05
15.545,12.300,-0.233,1.2E-05,8.00320000000004E-05
15.645,12.400,-0.232,1.1E-05,8.11295000000005E-05
15.745,12.500,-0.231,1.1E-05,8.22495000000006E-05
15.845,12.600,-0.23,1.3E-05,8.33985000000007E-05
15.945,12.700,-0.229,1.1E-05,8.45665000000009E-05
16.045,12.800,-0.228,1.2E-05,8.5701000000001E-05
16.145,12.900,-0.227,1.3E-05,8.6917500000001E-05
16.245,13.000,-0.226,1.3E-05,8.80905000000011E-05
16.345,13.100,-0.225,1.2E-05,8.93050000000012E-05
16.445,13.200,-0.224,1.1E-05,9.05015000000013E-05
16.545,13.300,-0.223,1.3E-05,9.17615000000013E-05
16.645,13.400,-0.222,1.3E-05,9.30475000000013E-05
16.745,13.500,-0.221,1.4E-05,9.43240000000013E-05
16.845,13.600,-0.22,1.3E-05,9.56415000000012E-05
16.945,13.700,-0.219,1.3E-05,9.69045000000012E-05
17.045,13.800,-0.218,1.4E-05,9.82310000000011E-05
17.145,13.900,-0.217,1.4E-05,9.95700000000011E-05
17.245,14.000,-0.216,1.3E-05,0.000100897500000001
17.345,14.100,-0.215,1.4E-05,0.000102245000000001
17.445,14.200,-0.214,1.3E-05,0.000103640500000001
17.545,14.300,-0.213,1.3E-05,0.000105057500000001
17.645,14.400,-0.212,1.4E-05,0.000106483000000001
17.745,14.500,-0.211,1.4E-05,0.000107897000000001
17.845,14.600,-0.21,1.5E-05,0.000109346500000001
17.945,14.700,-0.209,1.4E-05,0.000110808000000001
18.045,14.800,-0.208,1.6E-05,0.000112270000000001
18.145,14.900,-0.207,1.5E-05,0.000113753500000001
18.245,15.000,-0.206,1.6E-05,0.000115267000000001
18.345,15.100,-0.205,1.6E-05,0.000116805000000001
18.445,15.200,-0.204,1.5E-05,0.000118369500000001
18.545,15.300,-0.203,1.6E-05,0.000119944000000001
18.645,15.400,-0.202,1.7E-05,0.000121517500000001
18.745,15.500,-0.201,1.7E-05,0.000123142500000001
18.845,15.600,-0.2,1.7E-05,0.000124791500000001
