出力日時,2021/06/21 13:41:04
データソース,hematite_First.S4-2-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.333,0.100,-0.383,2E-06,1.46E-07
3.433,0.200,-0.382,2E-06,3.34E-07
3.533,0.300,-0.381,2E-06,5.04000000000001E-07
3.633,0.400,-0.38,2E-06,6.94000000000002E-07
3.733,0.500,-0.379,3E-06,9.41500000000003E-07
3.833,0.600,-0.378,2E-06,1.149E-06
3.933,0.700,-0.377,3E-06,1.3575E-06
4.033,0.800,-0.376,2E-06,1.579E-06
4.133,0.900,-0.375,3E-06,1.7875E-06
4.233,1.000,-0.374,2E-06,2.00699999999999E-06
4.333,1.100,-0.373,2E-06,2.25899999999999E-06
4.433,1.200,-0.372,2E-06,2.52699999999999E-06
4.533,1.300,-0.371,2E-06,2.77599999999999E-06
4.633,1.400,-0.37,3E-06,3.04449999999999E-06
4.733,1.500,-0.369,2E-06,3.28499999999999E-06
4.833,1.600,-0.368,3E-06,3.54749999999998E-06
4.933,1.700,-0.367,2E-06,3.80299999999998E-06
5.033,1.800,-0.366,3E-06,4.09549999999998E-06
5.133,1.900,-0.365,3E-06,4.36049999999999E-06
5.233,2.000,-0.364,3E-06,4.6425E-06
5.333,2.100,-0.363,4E-06,4.963E-06
5.433,2.200,-0.362,3E-06,5.2485E-06
5.533,2.300,-0.361,3E-06,5.5505E-06
5.633,2.400,-0.36,3E-06,5.8415E-06
5.733,2.500,-0.359,4E-06,6.13300000000001E-06
5.833,2.600,-0.358,4E-06,6.45600000000001E-06
5.933,2.700,-0.357,4E-06,6.815E-06
6.033,2.800,-0.356,3E-06,7.1075E-06
6.133,2.900,-0.355,4E-06,7.457E-06
6.233,3.000,-0.354,3E-06,7.77850000000001E-06
6.333,3.100,-0.353,4E-06,8.12500000000003E-06
6.433,3.200,-0.352,2E-06,8.45600000000006E-06
6.533,3.300,-0.351,4E-06,8.79700000000009E-06
6.633,3.400,-0.35,4E-06,9.15400000000012E-06
6.733,3.500,-0.349,3E-06,9.55350000000014E-06
6.833,3.600,-0.348,3E-06,9.93750000000016E-06
6.933,3.700,-0.347,2E-06,1.03170000000002E-05
7.033,3.800,-0.346,4E-06,1.07070000000002E-05
7.133,3.900,-0.345,4E-06,1.11090000000002E-05
7.233,4.000,-0.344,5E-06,1.14985000000003E-05
7.333,4.100,-0.343,3E-06,1.19305000000003E-05
7.433,4.200,-0.342,4E-06,1.23470000000004E-05
7.533,4.300,-0.341,4E-06,1.27880000000004E-05
7.633,4.400,-0.34,5E-06,1.32475000000004E-05
7.733,4.500,-0.339,6E-06,1.36680000000004E-05
7.833,4.600,-0.338,4E-06,1.41520000000005E-05
7.933,4.700,-0.337,4E-06,1.46060000000005E-05
8.033,4.800,-0.336,5E-06,1.50595000000006E-05
8.133,4.900,-0.335,4E-06,1.55150000000006E-05
8.233,5.000,-0.334,5E-06,1.59925000000006E-05
8.333,5.100,-0.333,4E-06,1.64850000000007E-05
8.433,5.200,-0.332,5E-06,1.69705000000007E-05
