出力日時,2021/06/21 14:13:09
データソース,hematite_100_S2-3-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.396,0.100,-0.325,1E-06,1.055E-07
3.496,0.200,-0.324,2E-06,2.45999999999999E-07
3.596,0.300,-0.323,2E-06,3.99999999999999E-07
3.696,0.400,-0.322,2E-06,5.6E-07
3.796,0.500,-0.321,2E-06,7.53000000000001E-07
3.896,0.600,-0.32,2E-06,9.26000000000001E-07
3.996,0.700,-0.319,3E-06,1.1235E-06
4.096,0.800,-0.318,2E-06,1.337E-06
4.196,0.900,-0.317,3E-06,1.5575E-06
4.296,1.000,-0.316,2E-06,1.778E-06
4.396,1.100,-0.315,2E-06,1.97499999999999E-06
4.496,1.200,-0.314,3E-06,2.22249999999999E-06
4.596,1.300,-0.313,3E-06,2.45049999999999E-06
4.696,1.400,-0.312,3E-06,2.68249999999999E-06
4.796,1.500,-0.311,1E-06,2.94649999999999E-06
4.896,1.600,-0.31,3E-06,3.20149999999999E-06
4.996,1.700,-0.309,2E-06,3.42399999999999E-06
5.096,1.800,-0.308,4E-06,3.69299999999999E-06
5.196,1.900,-0.307,2E-06,3.95899999999999E-06
5.296,2.000,-0.306,2E-06,4.181E-06
5.396,2.100,-0.305,1E-06,4.42350000000001E-06
5.496,2.200,-0.304,2E-06,4.67800000000002E-06
5.596,2.300,-0.303,3E-06,4.92650000000003E-06
5.696,2.400,-0.302,2E-06,5.16500000000003E-06
5.796,2.500,-0.301,1E-06,5.48050000000003E-06
5.896,2.600,-0.3,3E-06,5.73950000000004E-06
5.996,2.700,-0.299,4E-06,6.01900000000005E-06
6.096,2.800,-0.298,2E-06,6.31200000000005E-06
6.196,2.900,-0.297,3E-06,6.60950000000005E-06
6.296,3.000,-0.296,3E-06,6.92850000000005E-06
6.396,3.100,-0.295,3E-06,7.24250000000005E-06
6.496,3.200,-0.294,3E-06,7.55250000000005E-06
6.596,3.300,-0.293,2E-06,7.84900000000006E-06
6.696,3.400,-0.292,3E-06,8.16250000000008E-06
6.796,3.500,-0.291,2E-06,8.4710000000001E-06
6.896,3.600,-0.29,3E-06,8.78150000000012E-06
