出力日時,2021/06/21 13:40:06
データソース,hematite_First.S4-4-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.345,0.100,-0.392,2E-06,1.18E-07
3.445,0.200,-0.391,1E-06,2.325E-07
3.545,0.300,-0.39,3E-06,4.275E-07
3.645,0.400,-0.389,2E-06,5.98E-07
3.745,0.500,-0.388,2E-06,8.04000000000001E-07
3.845,0.600,-0.387,1E-06,9.81500000000002E-07
3.945,0.700,-0.386,3E-06,1.1745E-06
4.045,0.800,-0.385,2E-06,1.356E-06
4.145,0.900,-0.384,2E-06,1.575E-06
4.245,1.000,-0.383,3E-06,1.7715E-06
4.345,1.100,-0.382,2E-06,2.01099999999999E-06
4.445,1.200,-0.381,2E-06,2.24699999999999E-06
4.545,1.300,-0.38,2E-06,2.51099999999999E-06
4.645,1.400,-0.379,2E-06,2.75499999999999E-06
4.745,1.500,-0.378,2E-06,2.97099999999999E-06
4.845,1.600,-0.377,3E-06,3.22549999999999E-06
4.945,1.700,-0.376,2E-06,3.50399999999999E-06
5.045,1.800,-0.375,2E-06,3.78099999999998E-06
5.145,1.900,-0.374,4E-06,4.06399999999999E-06
5.245,2.000,-0.373,4E-06,4.36799999999999E-06
5.345,2.100,-0.372,3E-06,4.67249999999999E-06
5.445,2.200,-0.371,3E-06,4.98749999999999E-06
5.545,2.300,-0.37,4E-06,5.32799999999998E-06
5.645,2.400,-0.369,4E-06,5.62399999999999E-06
5.745,2.500,-0.368,3E-06,5.97549999999998E-06
5.845,2.600,-0.367,3E-06,6.29249999999998E-06
5.945,2.700,-0.366,3E-06,6.62749999999998E-06
6.045,2.800,-0.365,3E-06,6.95049999999997E-06
6.145,2.900,-0.364,4E-06,7.28199999999997E-06
6.245,3.000,-0.363,4E-06,7.61799999999997E-06
6.345,3.100,-0.362,3E-06,7.95049999999998E-06
6.445,3.200,-0.361,4E-06,8.332E-06
6.545,3.300,-0.36,4E-06,8.71100000000003E-06
6.645,3.400,-0.359,4E-06,9.09900000000007E-06
6.745,3.500,-0.358,3E-06,9.4735000000001E-06
6.845,3.600,-0.357,5E-06,9.83250000000012E-06
6.945,3.700,-0.356,3E-06,1.02215000000002E-05
7.045,3.800,-0.355,4E-06,1.06270000000002E-05
7.145,3.900,-0.354,3E-06,1.10185000000002E-05
7.245,4.000,-0.353,3E-06,1.14035000000003E-05
7.345,4.100,-0.352,4E-06,1.18140000000003E-05
7.445,4.200,-0.351,5E-06,1.22175000000003E-05
7.545,4.300,-0.35,4E-06,1.26450000000004E-05
7.645,4.400,-0.349,5E-06,1.30645000000004E-05
7.745,4.500,-0.348,4E-06,1.35440000000005E-05
7.845,4.600,-0.347,6E-06,1.39880000000005E-05
7.945,4.700,-0.346,4E-06,1.44620000000005E-05
8.045,4.800,-0.345,5E-06,1.49205000000006E-05
8.145,4.900,-0.344,5E-06,1.53835000000006E-05
8.245,5.000,-0.343,5E-06,1.58505000000006E-05
8.345,5.100,-0.342,6E-06,1.63290000000006E-05
8.445,5.200,-0.341,5E-06,1.68175000000006E-05
8.545,5.300,-0.34,5E-06,1.72995000000006E-05
8.645,5.400,-0.339,5E-06,1.77745000000006E-05
8.745,5.500,-0.338,6E-06,1.82480000000007E-05
8.845,5.600,-0.337,5E-06,1.87885000000007E-05
8.945,5.700,-0.336,6E-06,1.92820000000007E-05
9.045,5.800,-0.335,5E-06,1.97805000000007E-05
9.145,5.900,-0.334,5E-06,2.02775000000007E-05
9.245,6.000,-0.333,5E-06,2.07915000000007E-05
9.345,6.100,-0.332,6E-06,2.13170000000007E-05
9.445,6.200,-0.331,6E-06,2.18910000000007E-05
9.545,6.300,-0.33,6E-06,2.24120000000007E-05
9.645,6.400,-0.329,5E-06,2.29675000000007E-05
9.745,6.500,-0.328,7E-06,2.35145000000007E-05
9.845,6.600,-0.327,5E-06,2.41095000000007E-05
9.945,6.700,-0.326,6E-06,2.46670000000007E-05
10.045,6.800,-0.325,6E-06,2.52530000000007E-05
10.145,6.900,-0.324,6E-06,2.58510000000007E-05
10.245,7.000,-0.323,5E-06,2.64655000000007E-05
10.345,7.100,-0.322,6E-06,2.70900000000007E-05
10.445,7.200,-0.321,6E-06,2.76800000000007E-05
10.545,7.300,-0.32,7E-06,2.83035000000007E-05
10.645,7.400,-0.319,6E-06,2.89230000000007E-05
10.745,7.500,-0.318,7E-06,2.95525000000007E-05
10.845,7.600,-0.317,7E-06,3.01765000000007E-05
10.945,7.700,-0.316,8E-06,3.08290000000006E-05
11.045,7.800,-0.315,6E-06,3.14580000000006E-05
11.145,7.900,-0.314,6E-06,3.20690000000005E-05
11.245,8.000,-0.313,7E-06,3.27305000000005E-05
11.345,8.100,-0.312,7E-06,3.33805000000005E-05
11.445,8.200,-0.311,7E-06,3.40505000000005E-05
11.545,8.300,-0.31,7E-06,3.46985000000005E-05
11.645,8.400,-0.309,5E-06,3.53655000000006E-05
11.745,8.500,-0.308,8E-06,3.60540000000006E-05
11.845,8.600,-0.307,8E-06,3.67300000000006E-05
11.945,8.700,-0.306,8E-06,3.74110000000006E-05
12.045,8.800,-0.305,8E-06,3.81590000000006E-05
12.145,8.900,-0.304,7E-06,3.88575000000007E-05
12.245,9.000,-0.303,6E-06,3.95910000000007E-05
12.345,9.100,-0.302,7E-06,4.03075000000007E-05
12.445,9.200,-0.301,8E-06,4.10430000000008E-05
12.545,9.300,-0.3,7E-06,4.17885000000008E-05
12.645,9.400,-0.299,6E-06,4.25260000000008E-05
12.745,9.500,-0.298,9E-06,4.33005000000009E-05
12.845,9.600,-0.297,9E-06,4.40675000000009E-05
12.945,9.700,-0.296,8E-06,4.4840000000001E-05
13.045,9.800,-0.295,8E-06,4.56320000000011E-05
13.145,9.900,-0.294,8E-06,4.64340000000011E-05
13.245,10.000,-0.293,9E-06,4.72665000000012E-05
13.345,10.100,-0.292,9E-06,4.80985000000012E-05
13.445,10.200,-0.291,8E-06,4.89550000000013E-05
13.545,10.300,-0.29,8E-06,4.97870000000013E-05
13.645,10.400,-0.289,9E-06,5.06025000000014E-05
13.745,10.500,-0.288,9E-06,5.14445000000014E-05
13.845,10.600,-0.287,8E-06,5.23090000000015E-05
13.945,10.700,-0.286,8E-06,5.31700000000015E-05
14.045,10.800,-0.285,9E-06,5.40325000000016E-05
14.145,10.900,-0.284,9E-06,5.49325000000017E-05
14.245,11.000,-0.283,1E-05,5.58360000000017E-05
14.345,11.100,-0.282,1.1E-05,5.67535000000017E-05
14.445,11.200,-0.281,1E-05,5.76830000000017E-05
14.545,11.300,-0.28,1E-05,5.86150000000018E-05
14.645,11.400,-0.279,9E-06,5.95445000000018E-05
14.745,11.500,-0.278,1.1E-05,6.05065000000018E-05
14.845,11.600,-0.277,1.2E-05,6.14710000000018E-05
14.945,11.700,-0.276,8E-06,6.24570000000018E-05
15.045,11.800,-0.275,1.1E-05,6.34315000000017E-05
15.145,11.900,-0.274,1.1E-05,6.44335000000016E-05
15.245,12.000,-0.273,9E-06,6.54105000000016E-05
15.345,12.100,-0.272,1.1E-05,6.64415000000016E-05
15.445,12.200,-0.271,1.1E-05,6.75065000000016E-05
15.545,12.300,-0.27,1.2E-05,6.85450000000016E-05
15.645,12.400,-0.269,1.2E-05,6.96310000000016E-05
15.745,12.500,-0.268,1.2E-05,7.06850000000016E-05
15.845,12.600,-0.267,1E-05,7.17690000000016E-05
15.945,12.700,-0.266,1E-05,7.28380000000017E-05
16.045,12.800,-0.265,1.2E-05,7.39590000000017E-05
16.145,12.900,-0.264,1.3E-05,7.51215000000018E-05
16.245,13.000,-0.263,1.2E-05,7.6293000000002E-05
16.345,13.100,-0.262,1.1E-05,7.74435000000021E-05
16.445,13.200,-0.261,1.1E-05,7.85975000000022E-05
16.545,13.300,-0.26,1.2E-05,7.97640000000023E-05
16.645,13.400,-0.259,1.2E-05,8.09650000000024E-05
16.745,13.500,-0.258,1.3E-05,8.21805000000025E-05
16.845,13.600,-0.257,1.2E-05,8.33970000000027E-05
16.945,13.700,-0.256,1.4E-05,8.46600000000027E-05
17.045,13.800,-0.255,1.3E-05,8.59365000000026E-05
17.145,13.900,-0.254,1.3E-05,8.72315000000026E-05
17.245,14.000,-0.253,1.3E-05,8.85485000000025E-05
17.345,14.100,-0.252,1.4E-05,8.98770000000025E-05
17.445,14.200,-0.251,1.4E-05,9.12320000000024E-05
17.545,14.300,-0.25,1.4E-05,9.26200000000024E-05
17.645,14.400,-0.249,1.6E-05,9.39970000000024E-05
17.745,14.500,-0.248,1.4E-05,9.54310000000024E-05
17.845,14.600,-0.247,1.6E-05,9.68720000000024E-05
17.945,14.700,-0.246,1.7E-05,9.83455000000024E-05
18.045,14.800,-0.245,1.5E-05,9.98195000000024E-05
18.145,14.900,-0.244,1.5E-05,0.000101352500000002
18.245,15.000,-0.243,1.5E-05,0.000102892500000002
18.345,15.100,-0.242,1.6E-05,0.000104457000000003
18.445,15.200,-0.241,1.7E-05,0.000106051500000003
18.545,15.300,-0.24,1.4E-05,0.000107669000000003
18.645,15.400,-0.239,1.6E-05,0.000109299000000003
18.745,15.500,-0.238,1.7E-05,0.000110951500000003
18.845,15.600,-0.237,1.7E-05,0.000112607500000003
18.945,15.700,-0.236,1.7E-05,0.000114310500000003
19.045,15.800,-0.235,1.7E-05,0.000116041500000004
19.145,15.900,-0.234,1.8E-05,0.000117818000000004
19.245,16.000,-0.233,1.8E-05,0.000119625000000004
19.345,16.100,-0.232,1.9E-05,0.000121470500000004
19.445,16.200,-0.231,1.9E-05,0.000123342500000004
19.545,16.300,-0.23,1.9E-05,0.000125257500000004
19.645,16.400,-0.229,2E-05,0.000127189000000004
19.745,16.500,-0.228,1.9E-05,0.000129136500000004
19.845,16.600,-0.227,1.9E-05,0.000131161500000004
19.945,16.700,-0.226,2.1E-05,0.000133193500000004
20.045,16.800,-0.225,2.2E-05,0.000135267000000004
20.145,16.900,-0.224,2.1E-05,0.000137370500000004
20.245,17.000,-0.223,2.2E-05,0.000139525000000004
20.345,17.100,-0.222,2.2E-05,0.000141694000000004
20.445,17.200,-0.221,2.3E-05,0.000143923500000004
20.545,17.300,-0.22,2.3E-05,0.000146203500000003
20.645,17.400,-0.219,2.2E-05,0.000148503000000003
20.745,17.500,-0.218,2.3E-05,0.000150846500000004
20.845,17.600,-0.217,2.5E-05,0.000153239500000004
20.945,17.700,-0.216,2.5E-05,0.000155667500000004
21.045,17.800,-0.215,2.4E-05,0.000158167000000004
21.145,17.900,-0.214,2.4E-05,0.000160692000000004
21.245,18.000,-0.213,2.5E-05,0.000163233500000004
21.345,18.100,-0.212,2.9E-05,0.000165865500000004
21.445,18.200,-0.211,2.8E-05,0.000168523000000004
21.545,18.300,-0.21,2.7E-05,0.000171212500000005
21.645,18.400,-0.209,2.6E-05,0.000173931000000005
21.745,18.500,-0.208,2.8E-05,0.000176728000000005
21.845,18.600,-0.207,3E-05,0.000179581000000005
21.945,18.700,-0.206,2.9E-05,0.000182441500000004
22.045,18.800,-0.205,2.9E-05,0.000185386500000004
22.145,18.900,-0.204,2.9E-05,0.000188370500000004
22.245,19.000,-0.203,3.2E-05,0.000191435000000004
22.345,19.100,-0.202,3.1E-05,0.000194543500000003
22.445,19.200,-0.201,3.2E-05,0.000197697000000003
22.545,19.300,-0.2,3.3E-05,0.000200908500000003
22.645,19.400,-0.199,3.4E-05,0.000204161000000003
22.745,19.500,-0.198,3.4E-05,0.000207499000000003
22.845,19.600,-0.197,3.4E-05,0.000210908000000003
22.945,19.700,-0.196,3.7E-05,0.000214378500000004
23.045,19.800,-0.195,3.7E-05,0.000217906500000004
23.145,19.900,-0.194,3.6E-05,0.000221501000000004
23.245,20.000,-0.193,3.7E-05,0.000225139500000004
23.345,20.100,-0.192,3.8E-05,0.000228850000000004
23.445,20.200,-0.191,3.8E-05,0.000232623000000004
23.545,20.300,-0.19,3.9E-05,0.000236467500000004
23.645,20.400,-0.189,3.9E-05,0.000240393500000004
23.745,20.500,-0.188,4.1E-05,0.000244357500000004
23.845,20.600,-0.187,4.1E-05,0.000248413500000004
23.945,20.700,-0.186,4.1E-05,0.000252531500000004
24.045,20.800,-0.185,4.2E-05,0.000256718000000004
24.145,20.900,-0.184,4.4E-05,0.000260980000000004
24.245,21.000,-0.183,4.4E-05,0.000265297000000003
24.345,21.100,-0.182,4.5E-05,0.000269713500000003
24.445,21.200,-0.181,4.5E-05,0.000274210500000003
24.545,21.300,-0.18,4.7E-05,0.000278799500000003
24.645,21.400,-0.179,4.6E-05,0.000283445000000003
24.745,21.500,-0.178,4.8E-05,0.000288140000000003
24.845,21.600,-0.177,4.9E-05,0.000292940500000003
24.945,21.700,-0.176,4.8E-05,0.000297817000000003
25.045,21.800,-0.175,5E-05,0.000302771000000004
25.145,21.900,-0.174,5.1E-05,0.000307813500000003
25.245,22.000,-0.173,5E-05,0.000312950000000003
25.345,22.100,-0.172,5.2E-05,0.000318212000000003
25.445,22.200,-0.171,5.3E-05,0.000323508500000003
25.545,22.300,-0.17,5.4E-05,0.000328901000000004
25.645,22.400,-0.169,5.6E-05,0.000334398000000004
25.745,22.500,-0.168,5.6E-05,0.000339991000000004
25.845,22.600,-0.167,5.7E-05,0.000345656500000004
25.945,22.700,-0.166,5.9E-05,0.000351454500000004
26.045,22.800,-0.165,5.8E-05,0.000357337000000003
26.145,22.900,-0.164,6E-05,0.000363301000000002
26.245,23.000,-0.163,6.1E-05,0.000369364500000003
26.345,23.100,-0.162,6.2E-05,0.000375511000000003
26.445,23.200,-0.161,6.3E-05,0.000381782500000002
26.545,23.300,-0.16,6.4E-05,0.000388182000000003
26.645,23.400,-0.159,6.5E-05,0.000394645500000003
26.745,23.500,-0.158,6.5E-05,0.000401218500000003
26.845,23.600,-0.157,6.6E-05,0.000407893000000002
26.945,23.700,-0.156,6.9E-05,0.000414703500000003
27.045,23.800,-0.155,6.9E-05,0.000421620500000003
27.145,23.900,-0.154,7.1E-05,0.000428615500000003
27.245,24.000,-0.153,7.1E-05,0.000435755500000003
27.345,24.100,-0.152,7.3E-05,0.000442994500000003
27.445,24.200,-0.151,7.6E-05,0.000450349000000003
27.545,24.300,-0.15,7.2E-05,0.000457785000000002
27.645,24.400,-0.149,7.7E-05,0.000465364500000002
27.745,24.500,-0.148,7.8E-05,0.000473075000000002
27.845,24.600,-0.147,7.9E-05,0.000480938500000002
27.945,24.700,-0.146,7.9E-05,0.000488883500000003
28.045,24.800,-0.145,8.2E-05,0.000496970000000002
28.145,24.900,-0.144,8.3E-05,0.000505149500000001
28.245,25.000,-0.143,8.4E-05,0.000513482000000001
28.345,25.100,-0.142,8.5E-05,0.000521912500000003
28.445,25.200,-0.141,8.5E-05,0.000530456500000003
28.545,25.300,-0.14,8.8E-05,0.000539112000000001
28.645,25.400,-0.139,8.8E-05,0.00054791
28.745,25.500,-0.138,9E-05,0.000556827
28.845,25.600,-0.137,9.1E-05,0.0005658585
28.945,25.700,-0.136,9.2E-05,0.000575006000000002
29.045,25.800,-0.135,9.4E-05,0.000584287000000002
29.145,25.900,-0.134,9.4E-05,0.000593705
29.245,26.000,-0.133,9.5E-05,0.0006032545
29.345,26.100,-0.132,9.6E-05,0.000612891
29.445,26.200,-0.131,9.9E-05,0.0006226825
29.545,26.300,-0.13,0.0001,0.000632624
29.645,26.400,-0.129,0.000102,0.000642696999999999
29.745,26.500,-0.128,0.000103,0.000652901499999997
29.845,26.600,-0.127,0.000103,0.000663212499999997
29.945,26.700,-0.126,0.000104,0.000673639999999997
30.045,26.800,-0.125,0.000108,0.000684201999999997
30.145,26.900,-0.124,0.000107,0.000694935499999998
30.245,27.000,-0.123,0.000108,0.000705792999999999
30.345,27.100,-0.122,0.000112,0.000716818999999998
30.445,27.200,-0.121,0.000112,0.000727989999999997
30.545,27.300,-0.12,0.000114,0.000739272999999997
30.645,27.400,-0.119,0.000115,0.000750705499999998
30.745,27.500,-0.118,0.000116,0.000762271999999998
30.845,27.600,-0.117,0.000117,0.000773969499999996
30.945,27.700,-0.116,0.00012,0.000785839999999995
31.045,27.800,-0.115,0.000121,0.000797891499999995
31.145,27.900,-0.114,0.000122,0.000810038999999996
31.245,28.000,-0.113,0.000124,0.000822321999999997
31.345,28.100,-0.112,0.000126,0.000834769999999996
31.445,28.200,-0.111,0.000126,0.000847370999999996
31.545,28.300,-0.11,0.000129,0.000860054499999996
31.645,28.400,-0.109,0.00013,0.000872960999999996
31.745,28.500,-0.108,0.000131,0.000885991499999996
31.845,28.600,-0.107,0.000133,0.000899209499999995
31.945,28.700,-0.106,0.000134,0.000912574999999995
32.045,28.800,-0.105,0.000136,0.000926083999999994
32.145,28.900,-0.104,0.000138,0.000939749999999995
32.245,29.000,-0.103,0.000138,0.000953549999999996
32.345,29.100,-0.102,0.000141,0.000967519499999995
32.445,29.200,-0.101,0.000141,0.000981606499999994
32.545,29.300,-0.1,0.000144,0.000995897999999993
32.645,29.400,-0.099,0.000145,0.00101032149999999
32.745,29.500,-0.098,0.000146,0.00102491999999999
32.845,29.600,-0.097,0.000147,0.00103965749999999
32.945,29.700,-0.096,0.000151,0.00105459449999999
33.045,29.800,-0.095,0.000153,0.00106970249999999
33.145,29.900,-0.094,0.000154,0.00108494599999999
33.245,30.000,-0.093,0.000155,0.00110038249999999
