出力日時,2021/06/21 14:10:49
データソース,hematite_100_S3-4-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.384,0.100,-0.32,1E-06,1.815E-07
3.484,0.200,-0.319,3E-06,3.755E-07
3.584,0.300,-0.318,3E-06,5.955E-07
3.684,0.400,-0.317,2E-06,8.07000000000002E-07
3.784,0.500,-0.316,2E-06,1.018E-06
3.884,0.600,-0.315,3E-06,1.2355E-06
3.984,0.700,-0.314,3E-06,1.4485E-06
4.084,0.800,-0.313,3E-06,1.67049999999999E-06
4.184,0.900,-0.312,3E-06,1.87049999999999E-06
4.284,1.000,-0.311,2E-06,2.10999999999999E-06
4.384,1.100,-0.31,0,2.33999999999999E-06
4.484,1.200,-0.309,3E-06,2.58849999999999E-06
4.584,1.300,-0.308,2E-06,2.86099999999998E-06
4.684,1.400,-0.307,3E-06,3.08849999999998E-06
4.784,1.500,-0.306,2E-06,3.33299999999998E-06
4.884,1.600,-0.305,4E-06,3.63099999999998E-06
4.984,1.700,-0.304,2E-06,3.88799999999998E-06
5.084,1.800,-0.303,2E-06,4.12199999999999E-06
5.184,1.900,-0.302,1E-06,4.4225E-06
5.284,2.000,-0.301,2E-06,4.68200000000001E-06
5.384,2.100,-0.3,2E-06,4.98100000000002E-06
5.484,2.200,-0.299,3E-06,5.27350000000002E-06
5.584,2.300,-0.298,3E-06,5.59150000000002E-06
5.684,2.400,-0.297,6E-06,5.89600000000002E-06
5.784,2.500,-0.296,3E-06,6.18050000000003E-06
5.884,2.600,-0.295,3E-06,6.48550000000003E-06
5.984,2.700,-0.294,3E-06,6.81950000000002E-06
6.084,2.800,-0.293,4E-06,7.14200000000002E-06
6.184,2.900,-0.292,3E-06,7.46250000000002E-06
6.284,3.000,-0.291,3E-06,7.75350000000002E-06
6.384,3.100,-0.29,3E-06,8.09150000000005E-06
6.484,3.200,-0.289,4E-06,8.45600000000009E-06
6.584,3.300,-0.288,3E-06,8.79050000000011E-06
6.684,3.400,-0.287,3E-06,9.13550000000014E-06
6.784,3.500,-0.286,5E-06,9.50850000000018E-06
6.884,3.600,-0.285,4E-06,9.83200000000019E-06
6.984,3.700,-0.284,4E-06,1.02130000000002E-05
7.084,3.800,-0.283,4E-06,1.05700000000002E-05
7.184,3.900,-0.282,4E-06,1.09360000000003E-05
7.284,4.000,-0.281,5E-06,1.13285000000003E-05
7.384,4.100,-0.28,4E-06,1.17430000000003E-05
7.484,4.200,-0.279,5E-06,1.21255000000004E-05
7.584,4.300,-0.278,3E-06,1.24945000000004E-05
7.684,4.400,-0.277,4E-06,1.29070000000005E-05
7.784,4.500,-0.276,6E-06,1.33240000000005E-05
7.884,4.600,-0.275,3E-06,1.37215000000006E-05
7.984,4.700,-0.274,4E-06,1.41210000000006E-05
8.084,4.800,-0.273,5E-06,1.45935000000006E-05
8.184,4.900,-0.272,4E-06,1.50180000000007E-05
8.284,5.000,-0.271,4E-06,1.54550000000007E-05
8.384,5.100,-0.27,5E-06,1.59125000000007E-05
8.484,5.200,-0.269,5E-06,1.63715000000008E-05
8.584,5.300,-0.268,5E-06,1.68455000000008E-05
8.684,5.400,-0.267,5E-06,1.73405000000008E-05
8.784,5.500,-0.266,6E-06,1.78150000000008E-05
8.884,5.600,-0.265,5E-06,1.82765000000008E-05
8.984,5.700,-0.264,4E-06,1.87610000000008E-05
9.084,5.800,-0.263,5E-06,1.92405000000008E-05
9.184,5.900,-0.262,6E-06,1.97250000000008E-05
9.284,6.000,-0.261,3E-06,2.02035000000008E-05
9.384,6.100,-0.26,5E-06,2.07165000000009E-05
9.484,6.200,-0.259,4E-06,2.12400000000009E-05
9.584,6.300,-0.258,5E-06,2.17715000000009E-05
9.684,6.400,-0.257,5E-06,2.23185000000009E-05
9.784,6.500,-0.256,5E-06,2.28575000000009E-05
9.884,6.600,-0.255,6E-06,2.33850000000009E-05
9.984,6.700,-0.254,6E-06,2.39530000000009E-05
10.084,6.800,-0.253,7E-06,2.45285000000009E-05
10.184,6.900,-0.252,6E-06,2.51170000000009E-05
10.284,7.000,-0.251,5E-06,2.57205000000009E-05
10.384,7.100,-0.25,6E-06,2.63190000000009E-05
10.484,7.200,-0.249,7E-06,2.69415000000009E-05
10.584,7.300,-0.248,6E-06,2.75680000000009E-05
10.684,7.400,-0.247,7E-06,2.82085000000009E-05
10.784,7.500,-0.246,6E-06,2.88550000000009E-05
10.884,7.600,-0.245,6E-06,2.95190000000009E-05
10.984,7.700,-0.244,7E-06,3.01745000000009E-05
11.084,7.800,-0.243,6E-06,3.08990000000009E-05
11.184,7.900,-0.242,8E-06,3.15940000000009E-05
11.284,8.000,-0.241,7E-06,3.23205000000009E-05
11.384,8.100,-0.24,7E-06,3.30235000000009E-05
11.484,8.200,-0.239,8E-06,3.37510000000009E-05
11.584,8.300,-0.238,7E-06,3.45215000000009E-05
11.684,8.400,-0.237,9E-06,3.52505000000009E-05
11.784,8.500,-0.236,8E-06,3.59880000000009E-05
11.884,8.600,-0.235,9E-06,3.67435000000009E-05
11.984,8.700,-0.234,7E-06,3.7485500000001E-05
12.084,8.800,-0.233,6E-06,3.8285000000001E-05
12.184,8.900,-0.232,9E-06,3.90885000000011E-05
12.284,9.000,-0.231,8E-06,3.98960000000011E-05
12.384,9.100,-0.23,9E-06,4.07235000000012E-05
12.484,9.200,-0.229,8E-06,4.15770000000012E-05
12.584,9.300,-0.228,8E-06,4.23930000000013E-05
12.684,9.400,-0.227,9E-06,4.32325000000013E-05
12.784,9.500,-0.226,9E-06,4.41025000000013E-05
12.884,9.600,-0.225,9E-06,4.49935000000014E-05
12.984,9.700,-0.224,9E-06,4.58955000000014E-05
13.084,9.800,-0.223,1E-05,4.68100000000014E-05
13.184,9.900,-0.222,9E-06,4.77625000000015E-05
13.284,10.000,-0.221,1E-05,4.87170000000015E-05
13.384,10.100,-0.22,9E-06,4.97205000000016E-05
13.484,10.200,-0.219,1.1E-05,5.07165000000017E-05
13.584,10.300,-0.218,1.2E-05,5.17310000000017E-05
13.684,10.400,-0.217,1E-05,5.27700000000018E-05
13.784,10.500,-0.216,1.1E-05,5.38055000000019E-05
13.884,10.600,-0.215,1E-05,5.4857000000002E-05
13.984,10.700,-0.214,1.2E-05,5.5943000000002E-05
14.084,10.800,-0.213,1.1E-05,5.7029500000002E-05
14.184,10.900,-0.212,1.1E-05,5.81195000000021E-05
14.284,11.000,-0.211,1E-05,5.92250000000021E-05
14.384,11.100,-0.21,1.2E-05,6.03680000000021E-05
14.484,11.200,-0.209,1.2E-05,6.15040000000022E-05
14.584,11.300,-0.208,1E-05,6.26870000000023E-05
14.684,11.400,-0.207,1.3E-05,6.38655000000024E-05
14.784,11.500,-0.206,1.1E-05,6.50495000000026E-05
14.884,11.600,-0.205,1.1E-05,6.62575000000027E-05
14.984,11.700,-0.204,1.3E-05,6.74775000000027E-05
15.084,11.800,-0.203,1.2E-05,6.87350000000027E-05
15.184,11.900,-0.202,1.3E-05,6.99935000000027E-05
15.284,12.000,-0.201,1.3E-05,7.12715000000028E-05
15.384,12.100,-0.2,1.3E-05,7.25855000000027E-05
15.484,12.200,-0.199,1.2E-05,7.38750000000027E-05
15.584,12.300,-0.198,1.3E-05,7.52295000000026E-05
15.684,12.400,-0.197,1.3E-05,7.65965000000025E-05
15.784,12.500,-0.196,1.4E-05,7.79900000000025E-05
15.884,12.600,-0.195,1.5E-05,7.93935000000025E-05
15.984,12.700,-0.194,1.4E-05,8.08120000000024E-05
16.084,12.800,-0.193,1.5E-05,8.22555000000023E-05
16.184,12.900,-0.192,1.3E-05,8.37665000000024E-05
16.284,13.000,-0.191,1.5E-05,8.52635000000024E-05
16.384,13.100,-0.19,1.6E-05,8.67850000000024E-05
16.484,13.200,-0.189,1.6E-05,8.83310000000026E-05
16.584,13.300,-0.188,1.5E-05,8.98815000000027E-05
16.684,13.400,-0.187,1.7E-05,9.14525000000027E-05
16.784,13.500,-0.186,1.5E-05,9.30485000000028E-05
16.884,13.600,-0.185,1.6E-05,9.4669000000003E-05
16.984,13.700,-0.184,1.6E-05,9.63430000000032E-05
17.084,13.800,-0.183,1.5E-05,9.79965000000034E-05
17.184,13.900,-0.182,1.7E-05,9.97045000000036E-05
17.284,14.000,-0.181,1.8E-05,0.000101412000000004
17.384,14.100,-0.18,1.7E-05,0.000103135500000004
17.484,14.200,-0.179,1.8E-05,0.000104910000000004
17.584,14.300,-0.178,1.8E-05,0.000106694000000004
17.684,14.400,-0.177,1.8E-05,0.000108499000000004
17.784,14.500,-0.176,1.8E-05,0.000110315000000004
17.884,14.600,-0.175,1.9E-05,0.000112167500000004
17.984,14.700,-0.174,1.9E-05,0.000114035500000004
18.084,14.800,-0.173,1.9E-05,0.000115960500000004
18.184,14.900,-0.172,2E-05,0.000117904000000004
18.284,15.000,-0.171,1.9E-05,0.000119898500000004
18.384,15.100,-0.17,1.9E-05,0.000121876500000005
18.484,15.200,-0.169,2E-05,0.000123886000000005
18.584,15.300,-0.168,2E-05,0.000125909000000004
18.684,15.400,-0.167,2E-05,0.000127980000000004
18.784,15.500,-0.166,2.2E-05,0.000130095000000004
18.884,15.600,-0.165,2.1E-05,0.000132235500000004
18.984,15.700,-0.164,2.1E-05,0.000134381500000004
19.084,15.800,-0.163,2.3E-05,0.000136540500000003
19.184,15.900,-0.162,2.2E-05,0.000138749000000003
19.284,16.000,-0.161,2.3E-05,0.000140969500000003
19.384,16.100,-0.16,2.3E-05,0.000143218500000003
