出力日時,2021/06/21 13:37:56
データソース,hematite_First.S5-4-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.361,0.100,-0.377,2E-06,1.37E-07
3.461,0.200,-0.376,2E-06,2.52E-07
3.561,0.300,-0.375,1E-06,4.475E-07
3.661,0.400,-0.374,2E-06,6.12000000000001E-07
3.761,0.500,-0.373,3E-06,8.13500000000002E-07
3.861,0.600,-0.372,2E-06,9.84000000000003E-07
3.961,0.700,-0.371,3E-06,1.1425E-06
4.061,0.800,-0.37,2E-06,1.337E-06
4.161,0.900,-0.369,2E-06,1.539E-06
4.261,1.000,-0.368,2E-06,1.731E-06
4.361,1.100,-0.367,2E-06,1.954E-06
4.461,1.200,-0.366,2E-06,2.163E-06
4.561,1.300,-0.365,3E-06,2.3975E-06
4.661,1.400,-0.364,3E-06,2.5915E-06
4.761,1.500,-0.363,3E-06,2.8025E-06
4.861,1.600,-0.362,3E-06,3.0655E-06
4.961,1.700,-0.361,3E-06,3.2895E-06
5.061,1.800,-0.36,3E-06,3.53249999999999E-06
5.161,1.900,-0.359,2E-06,3.77499999999999E-06
5.261,2.000,-0.358,4E-06,4.024E-06
5.361,2.100,-0.357,3E-06,4.27050000000001E-06
5.461,2.200,-0.356,2E-06,4.55800000000002E-06
5.561,2.300,-0.355,3E-06,4.83250000000002E-06
5.661,2.400,-0.354,2E-06,5.09600000000003E-06
5.761,2.500,-0.353,4E-06,5.38600000000003E-06
5.861,2.600,-0.352,4E-06,5.67200000000004E-06
5.961,2.700,-0.351,3E-06,5.95850000000004E-06
6.061,2.800,-0.35,4E-06,6.26200000000004E-06
6.161,2.900,-0.349,3E-06,6.60850000000004E-06
6.261,3.000,-0.348,2E-06,6.90000000000004E-06
6.361,3.100,-0.347,4E-06,7.21400000000004E-06
6.461,3.200,-0.346,4E-06,7.53900000000004E-06
6.561,3.300,-0.345,3E-06,7.87750000000005E-06
6.661,3.400,-0.344,4E-06,8.20100000000008E-06
6.761,3.500,-0.343,4E-06,8.5600000000001E-06
6.861,3.600,-0.342,5E-06,8.88750000000012E-06
6.961,3.700,-0.341,4E-06,9.23100000000014E-06
7.061,3.800,-0.34,3E-06,9.56750000000016E-06
7.161,3.900,-0.339,4E-06,9.92700000000019E-06
7.261,4.000,-0.338,5E-06,1.02615000000002E-05
7.361,4.100,-0.337,3E-06,1.06435000000002E-05
7.461,4.200,-0.336,4E-06,1.10160000000003E-05
7.561,4.300,-0.335,4E-06,1.13760000000003E-05
7.661,4.400,-0.334,3E-06,1.17545000000003E-05
7.761,4.500,-0.333,5E-06,1.21365000000004E-05
7.861,4.600,-0.332,3E-06,1.25295000000004E-05
7.961,4.700,-0.331,5E-06,1.29165000000004E-05
8.061,4.800,-0.33,4E-06,1.33480000000005E-05
