出力日時,2021/06/21 13:40:36
データソース,hematite_First.S4-3-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.379,0.100,-0.381,2E-06,1.44E-07
3.479,0.200,-0.38,3E-06,3.065E-07
3.579,0.300,-0.379,2E-06,4.93E-07
3.679,0.400,-0.378,2E-06,6.68E-07
3.779,0.500,-0.377,1E-06,8.72500000000001E-07
3.879,0.600,-0.376,2E-06,1.092E-06
3.979,0.700,-0.375,3E-06,1.2885E-06
4.079,0.800,-0.374,3E-06,1.5305E-06
4.179,0.900,-0.373,2E-06,1.757E-06
4.279,1.000,-0.372,3E-06,2.0185E-06
4.379,1.100,-0.371,4E-06,2.26199999999999E-06
4.479,1.200,-0.37,3E-06,2.50549999999999E-06
4.579,1.300,-0.369,3E-06,2.76249999999999E-06
4.679,1.400,-0.368,1E-06,3.00249999999999E-06
4.779,1.500,-0.367,3E-06,3.25749999999999E-06
4.879,1.600,-0.366,3E-06,3.51749999999998E-06
4.979,1.700,-0.365,3E-06,3.78749999999998E-06
5.079,1.800,-0.364,2E-06,4.03999999999999E-06
5.179,1.900,-0.363,1E-06,4.2945E-06
5.279,2.000,-0.362,2E-06,4.569E-06
5.379,2.100,-0.361,3E-06,4.8785E-06
5.479,2.200,-0.36,4E-06,5.173E-06
5.579,2.300,-0.359,5E-06,5.47050000000001E-06
5.679,2.400,-0.358,3E-06,5.77850000000001E-06
5.779,2.500,-0.357,3E-06,6.1095E-06
5.879,2.600,-0.356,3E-06,6.39550000000001E-06
5.979,2.700,-0.355,3E-06,6.7085E-06
6.079,2.800,-0.354,3E-06,7.0145E-06
6.179,2.900,-0.353,3E-06,7.3355E-06
6.279,3.000,-0.352,4E-06,7.653E-06
6.379,3.100,-0.351,3E-06,7.97350000000001E-06
6.479,3.200,-0.35,4E-06,8.28000000000003E-06
6.579,3.300,-0.349,5E-06,8.62650000000005E-06
6.679,3.400,-0.348,5E-06,9.01050000000008E-06
6.779,3.500,-0.347,4E-06,9.3490000000001E-06
6.879,3.600,-0.346,4E-06,9.71900000000012E-06
6.979,3.700,-0.345,4E-06,1.01130000000001E-05
7.079,3.800,-0.344,3E-06,1.04825000000002E-05
7.179,3.900,-0.343,6E-06,1.08830000000002E-05
7.279,4.000,-0.342,4E-06,1.12730000000002E-05
7.379,4.100,-0.341,3E-06,1.16705000000002E-05
7.479,4.200,-0.34,3E-06,1.20375000000003E-05
7.579,4.300,-0.339,4E-06,1.24370000000003E-05
7.679,4.400,-0.338,3E-06,1.28085000000003E-05
7.779,4.500,-0.337,5E-06,1.32165000000004E-05
7.879,4.600,-0.336,5E-06,1.36095000000004E-05
7.979,4.700,-0.335,4E-06,1.39960000000005E-05
8.079,4.800,-0.334,5E-06,1.44335000000005E-05
8.179,4.900,-0.333,5E-06,1.48385000000005E-05
8.279,5.000,-0.332,5E-06,1.52665000000006E-05
8.379,5.100,-0.331,5E-06,1.57045000000006E-05
8.479,5.200,-0.33,5E-06,1.61515000000006E-05
8.579,5.300,-0.329,6E-06,1.65640000000006E-05
8.679,5.400,-0.328,5E-06,1.69965000000006E-05
8.779,5.500,-0.327,5E-06,1.74695000000006E-05
8.879,5.600,-0.326,5E-06,1.79145000000006E-05
