出力日時,2021/06/21 14:01:10
データソース,hematite_95_S2-2-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.325,0.100,-0.354,2E-06,1.98E-07
3.425,0.200,-0.353,1E-06,4.30499999999999E-07
3.525,0.300,-0.352,3E-06,6.835E-07
3.625,0.400,-0.351,3E-06,9.34500000000001E-07
3.725,0.500,-0.35,2E-06,1.221E-06
3.825,0.600,-0.349,4E-06,1.47E-06
3.925,0.700,-0.348,3E-06,1.7315E-06
4.025,0.800,-0.347,3E-06,2.0165E-06
4.125,0.900,-0.346,3E-06,2.29249999999999E-06
4.225,1.000,-0.345,3E-06,2.58249999999999E-06
4.325,1.100,-0.344,3E-06,2.91049999999998E-06
4.425,1.200,-0.343,3E-06,3.19949999999998E-06
4.525,1.300,-0.342,3E-06,3.53049999999997E-06
4.625,1.400,-0.341,3E-06,3.87249999999997E-06
4.725,1.500,-0.34,3E-06,4.22049999999998E-06
4.825,1.600,-0.339,4E-06,4.55899999999998E-06
4.925,1.700,-0.338,3E-06,4.91049999999998E-06
5.025,1.800,-0.337,4E-06,5.25599999999998E-06
5.125,1.900,-0.336,2E-06,5.65599999999997E-06
5.225,2.000,-0.335,4E-06,6.05799999999997E-06
5.325,2.100,-0.334,4E-06,6.46599999999995E-06
5.425,2.200,-0.333,3E-06,6.83449999999995E-06
5.525,2.300,-0.332,4E-06,7.25799999999993E-06
5.625,2.400,-0.331,4E-06,7.67799999999992E-06
5.725,2.500,-0.33,5E-06,8.12049999999995E-06
5.825,2.600,-0.329,4E-06,8.54499999999998E-06
5.925,2.700,-0.328,4E-06,8.942E-06
6.025,2.800,-0.327,4E-06,9.37400000000004E-06
6.125,2.900,-0.326,4E-06,9.79900000000007E-06
6.225,3.000,-0.325,4E-06,1.02240000000001E-05
6.325,3.100,-0.324,6E-06,1.06730000000001E-05
6.425,3.200,-0.323,5E-06,1.11485000000002E-05
6.525,3.300,-0.322,5E-06,1.16385000000002E-05
6.625,3.400,-0.321,5E-06,1.20905000000002E-05
6.725,3.500,-0.32,4E-06,1.26030000000002E-05
6.825,3.600,-0.319,4E-06,1.30980000000002E-05
6.925,3.700,-0.318,6E-06,1.36310000000002E-05
7.025,3.800,-0.317,5E-06,1.41405000000003E-05
7.125,3.900,-0.316,4E-06,1.46360000000003E-05
7.225,4.000,-0.315,6E-06,1.51880000000003E-05
7.325,4.100,-0.314,5E-06,1.56925000000003E-05
7.425,4.200,-0.313,6E-06,1.61990000000003E-05
7.525,4.300,-0.312,4E-06,1.67050000000003E-05
7.625,4.400,-0.311,6E-06,1.72370000000003E-05
7.725,4.500,-0.31,7E-06,1.77905000000003E-05
7.825,4.600,-0.309,5E-06,1.83405000000004E-05
7.925,4.700,-0.308,5E-06,1.89105000000004E-05
8.025,4.800,-0.307,5E-06,1.94945000000004E-05
8.125,4.900,-0.306,7E-06,2.00505000000004E-05
8.225,5.000,-0.305,6E-06,2.06310000000004E-05
8.325,5.100,-0.304,7E-06,2.12265000000004E-05
8.425,5.200,-0.303,6E-06,2.18060000000004E-05
8.525,5.300,-0.302,5E-06,2.24085000000004E-05
8.625,5.400,-0.301,6E-06,2.29960000000004E-05
8.725,5.500,-0.3,6E-06,2.35920000000004E-05
8.825,5.600,-0.299,6E-06,2.42120000000004E-05
8.925,5.700,-0.298,6E-06,2.48280000000004E-05
9.025,5.800,-0.297,6E-06,2.54400000000004E-05
9.125,5.900,-0.296,7E-06,2.60695000000004E-05
9.225,6.000,-0.295,7E-06,2.67315000000004E-05
9.325,6.100,-0.294,7E-06,2.73635000000004E-05
9.425,6.200,-0.293,6E-06,2.80180000000005E-05
9.525,6.300,-0.292,7E-06,2.86975000000005E-05
9.625,6.400,-0.291,7E-06,2.93755000000004E-05
9.725,6.500,-0.29,8E-06,3.00710000000005E-05
9.825,6.600,-0.289,5E-06,3.07505000000005E-05
9.925,6.700,-0.288,7E-06,3.14215000000004E-05
10.025,6.800,-0.287,6E-06,3.21040000000004E-05
10.125,6.900,-0.286,7E-06,3.28065000000004E-05
10.225,7.000,-0.285,9E-06,3.35125000000004E-05
10.325,7.100,-0.284,8E-06,3.42370000000004E-05
10.425,7.200,-0.283,7E-06,3.49675000000004E-05
10.525,7.300,-0.282,6E-06,3.56600000000004E-05
10.625,7.400,-0.281,8E-06,3.63360000000004E-05
10.725,7.500,-0.28,8E-06,3.70690000000004E-05
10.825,7.600,-0.279,7E-06,3.78125000000004E-05
10.925,7.700,-0.278,8E-06,3.85690000000004E-05
11.025,7.800,-0.277,9E-06,3.93595000000005E-05
11.125,7.900,-0.276,8E-06,4.01180000000005E-05
11.225,8.000,-0.275,8E-06,4.09160000000006E-05
11.325,8.100,-0.274,8E-06,4.17170000000007E-05
11.425,8.200,-0.273,1E-05,4.25180000000007E-05
11.525,8.300,-0.272,8E-06,4.33430000000008E-05
11.625,8.400,-0.271,9E-06,4.41935000000008E-05
11.725,8.500,-0.27,9E-06,4.49965000000009E-05
11.825,8.600,-0.269,1E-05,4.58160000000009E-05
11.925,8.700,-0.268,9E-06,4.66665000000009E-05
12.025,8.800,-0.267,9E-06,4.7486500000001E-05
12.125,8.900,-0.266,9E-06,4.83485000000011E-05
12.225,9.000,-0.265,9E-06,4.91795000000011E-05
12.325,9.100,-0.264,9E-06,5.00575000000012E-05
12.425,9.200,-0.263,8E-06,5.09350000000012E-05
12.525,9.300,-0.262,8E-06,5.18130000000013E-05
12.625,9.400,-0.261,9E-06,5.26905000000014E-05
12.725,9.500,-0.26,1E-05,5.36020000000014E-05
12.825,9.600,-0.259,8E-06,5.45020000000015E-05
12.925,9.700,-0.258,8E-06,5.53700000000015E-05
13.025,9.800,-0.257,9E-06,5.62865000000015E-05
13.125,9.900,-0.256,8E-06,5.72340000000015E-05
13.225,10.000,-0.255,8E-06,5.81840000000015E-05
13.325,10.100,-0.254,9E-06,5.91265000000016E-05
13.425,10.200,-0.253,9E-06,6.00815000000017E-05
13.525,10.300,-0.252,1E-05,6.10640000000017E-05
13.625,10.400,-0.251,1E-05,6.20570000000017E-05
13.725,10.500,-0.25,1E-05,6.30550000000016E-05
13.825,10.600,-0.249,1.1E-05,6.40565000000016E-05
13.925,10.700,-0.248,1E-05,6.50780000000015E-05
14.025,10.800,-0.247,1.2E-05,6.61210000000015E-05
14.125,10.900,-0.246,1.1E-05,6.71705000000015E-05
14.225,11.000,-0.245,1E-05,6.82440000000015E-05
14.325,11.100,-0.244,1.1E-05,6.93115000000016E-05
14.425,11.200,-0.243,1.2E-05,7.03720000000015E-05
14.525,11.300,-0.242,1.2E-05,7.14680000000015E-05
14.625,11.400,-0.241,1.1E-05,7.26075000000017E-05
14.725,11.500,-0.24,1.2E-05,7.37250000000018E-05
14.825,11.600,-0.239,1.2E-05,7.48690000000019E-05
14.925,11.700,-0.238,1.3E-05,7.60135000000021E-05
15.025,11.800,-0.237,1.1E-05,7.71255000000021E-05
15.125,11.900,-0.236,1.3E-05,7.82905000000022E-05
15.225,12.000,-0.235,1.4E-05,7.95070000000022E-05
15.325,12.100,-0.234,1.2E-05,8.07060000000024E-05
15.425,12.200,-0.233,1.2E-05,8.19320000000024E-05
15.525,12.300,-0.232,1.1E-05,8.31325000000025E-05
15.625,12.400,-0.231,1.3E-05,8.43715000000026E-05
15.725,12.500,-0.23,1.2E-05,8.56430000000026E-05
15.825,12.600,-0.229,1.3E-05,8.69275000000026E-05
15.925,12.700,-0.228,1.3E-05,8.82185000000026E-05
16.025,12.800,-0.227,1.2E-05,8.95200000000025E-05
16.125,12.900,-0.226,1.4E-05,9.08420000000024E-05
16.225,13.000,-0.225,1.4E-05,9.21790000000024E-05
16.325,13.100,-0.224,1.3E-05,9.35355000000023E-05
16.425,13.200,-0.223,1.5E-05,9.49295000000022E-05
16.525,13.300,-0.222,1.3E-05,9.63355000000021E-05
16.625,13.400,-0.221,1.4E-05,9.77460000000021E-05
16.725,13.500,-0.22,1.6E-05,9.91930000000021E-05
16.825,13.600,-0.219,1.6E-05,0.000100640000000002
16.925,13.700,-0.218,1.4E-05,0.000102102000000002
17.025,13.800,-0.217,1.5E-05,0.000103565500000002
17.125,13.900,-0.216,1.5E-05,0.000105061500000002
17.225,14.000,-0.215,1.6E-05,0.000106584000000002
17.325,14.100,-0.214,1.6E-05,0.000108118000000002
17.425,14.200,-0.213,1.6E-05,0.000109650000000002
17.525,14.300,-0.212,1.6E-05,0.000111214000000002
17.625,14.400,-0.211,1.6E-05,0.000112789000000003
17.725,14.500,-0.21,1.6E-05,0.000114384000000003
17.825,14.600,-0.209,1.7E-05,0.000115959500000003
17.925,14.700,-0.208,1.7E-05,0.000117601500000003
18.025,14.800,-0.207,1.7E-05,0.000119275500000003
18.125,14.900,-0.206,1.7E-05,0.000120985500000003
18.225,15.000,-0.205,1.7E-05,0.000122690500000004
18.325,15.100,-0.204,1.7E-05,0.000124380500000003
18.425,15.200,-0.203,1.7E-05,0.000126121500000003
18.525,15.300,-0.202,1.8E-05,0.000127888000000003
18.625,15.400,-0.201,1.8E-05,0.000129661000000003
18.725,15.500,-0.2,1.7E-05,0.000131448500000003
18.825,15.600,-0.199,1.7E-05,0.000133299500000003
18.925,15.700,-0.198,2E-05,0.000135153000000003
19.025,15.800,-0.197,1.9E-05,0.000137027500000003
19.125,15.900,-0.196,1.9E-05,0.000138945500000004
19.225,16.000,-0.195,1.9E-05,0.000140862500000004
19.325,16.100,-0.194,2E-05,0.000142876000000004
19.425,16.200,-0.193,2E-05,0.000144858000000004
19.525,16.300,-0.192,2.1E-05,0.000146875500000004
19.625,16.400,-0.191,2E-05,0.000148908000000004
19.725,16.500,-0.19,2E-05,0.000150961000000004
19.825,16.600,-0.189,2.1E-05,0.000153046500000004
19.925,16.700,-0.188,2E-05,0.000155144000000004
20.025,16.800,-0.187,2.1E-05,0.000157287500000004
20.125,16.900,-0.186,2.2E-05,0.000159443000000003
20.225,17.000,-0.185,2.2E-05,0.000161613000000003
20.325,17.100,-0.184,2.2E-05,0.000163835000000003
20.425,17.200,-0.183,2.2E-05,0.000166087000000003
20.525,17.300,-0.182,2.3E-05,0.000168347500000003
20.625,17.400,-0.181,2.3E-05,0.000170644500000003
20.725,17.500,-0.18,2.3E-05,0.000172968500000004
20.825,17.600,-0.179,2.3E-05,0.000175351500000004
20.925,17.700,-0.178,2.5E-05,0.000177723500000004
21.025,17.800,-0.177,2.4E-05,0.000180131000000004
21.125,17.900,-0.176,2.5E-05,0.000182548500000004
21.225,18.000,-0.175,2.6E-05,0.000185017000000004
21.325,18.100,-0.174,2.5E-05,0.000187541500000004
21.425,18.200,-0.173,2.6E-05,0.000190068000000004
21.525,18.300,-0.172,2.6E-05,0.000192657000000005
21.625,18.400,-0.171,2.5E-05,0.000195246500000005
21.725,18.500,-0.17,2.6E-05,0.000197837000000005
21.825,18.600,-0.169,2.7E-05,0.000200517500000005
21.925,18.700,-0.168,2.8E-05,0.000203236000000006
22.025,18.800,-0.167,2.9E-05,0.000205933500000006
22.125,18.900,-0.166,2.8E-05,0.000208701000000006
22.225,19.000,-0.165,2.8E-05,0.000211506000000006
22.325,19.100,-0.164,2.8E-05,0.000214343000000006
22.425,19.200,-0.163,2.9E-05,0.000217172500000006
22.525,19.300,-0.162,2.9E-05,0.000220017500000006
22.625,19.400,-0.161,2.9E-05,0.000222934500000006
22.725,19.500,-0.16,2.9E-05,0.000225860500000005
22.825,19.600,-0.159,3.1E-05,0.000228845500000005
22.925,19.700,-0.158,3E-05,0.000231848000000005
23.025,19.800,-0.157,3.1E-05,0.000234897500000005
23.125,19.900,-0.156,3E-05,0.000237948000000004
23.225,20.000,-0.155,3.1E-05,0.000241032500000004
23.325,20.100,-0.154,3.2E-05,0.000244170000000004
23.425,20.200,-0.153,3.1E-05,0.000247305500000003
23.525,20.300,-0.152,3.4E-05,0.000250495000000003
23.625,20.400,-0.151,3.4E-05,0.000253768000000002
23.725,20.500,-0.15,3.3E-05,0.000257081500000002
23.825,20.600,-0.149,3.2E-05,0.000260389000000002
23.925,20.700,-0.148,3.5E-05,0.000263730500000001
24.025,20.800,-0.147,3.5E-05,0.000267115500000001
24.125,20.900,-0.146,3.4E-05,0.000270579000000002
24.225,21.000,-0.145,3.5E-05,0.000274012500000002
24.325,21.100,-0.144,3.5E-05,0.000277511500000002
24.425,21.200,-0.143,3.8E-05,0.000281079000000002
24.525,21.300,-0.142,3.6E-05,0.000284673000000001
24.625,21.400,-0.141,3.6E-05,0.000288307000000001
24.725,21.500,-0.14,3.7E-05,0.000291965500000001
24.825,21.600,-0.139,3.6E-05,0.000295614
24.925,21.700,-0.138,3.7E-05,0.0002992845
25.025,21.800,-0.137,3.8E-05,0.000303058
25.125,21.900,-0.136,3.8E-05,0.000306845000000001
25.225,22.000,-0.135,3.9E-05,0.000310701500000001
25.325,22.100,-0.134,3.9E-05,0.000314562500000001
25.425,22.200,-0.133,3.9E-05,0.000318475500000002
25.525,22.300,-0.132,4E-05,0.000322384000000002
25.625,22.400,-0.131,4.1E-05,0.000326340500000002
25.725,22.500,-0.13,4E-05,0.000330346000000002
25.825,22.600,-0.129,4.2E-05,0.000334406000000002
25.925,22.700,-0.128,4.1E-05,0.000338530500000002
26.025,22.800,-0.127,4.2E-05,0.000342643000000002
26.125,22.900,-0.126,4.3E-05,0.000346832500000002
26.225,23.000,-0.125,4.3E-05,0.000351040500000002
26.325,23.100,-0.124,4.3E-05,0.000355275500000002
26.425,23.200,-0.123,4.3E-05,0.000359539500000002
26.525,23.300,-0.122,4.4E-05,0.000363915000000001
26.625,23.400,-0.121,4.4E-05,0.000368267
26.725,23.500,-0.12,4.6E-05,0.000372705999999999
26.825,23.600,-0.119,4.5E-05,0.000377184499999999
26.925,23.700,-0.118,4.6E-05,0.000381689999999999
27.025,23.800,-0.117,4.6E-05,0.000386222999999999
27.125,23.900,-0.116,4.5E-05,0.0003908485
27.225,24.000,-0.115,4.5E-05,0.0003954655
27.325,24.100,-0.114,4.7E-05,0.0004001375
27.425,24.200,-0.113,4.6E-05,0.000404827999999999
27.525,24.300,-0.112,4.7E-05,0.000409564499999999
27.625,24.400,-0.111,4.8E-05,0.000414342999999999
27.725,24.500,-0.11,4.7E-05,0.000419136499999998
27.825,24.600,-0.109,4.8E-05,0.000423951999999998
27.925,24.700,-0.108,4.9E-05,0.000428819499999998
28.025,24.800,-0.107,4.9E-05,0.000433733499999998
28.125,24.900,-0.106,4.8E-05,0.000438692999999999
28.225,25.000,-0.105,4.9E-05,0.000443700499999999
28.325,25.100,-0.104,5E-05,0.000448721999999999
28.425,25.200,-0.103,5.1E-05,0.000453793499999999
28.525,25.300,-0.102,5.2E-05,0.000458914999999998
28.625,25.400,-0.101,5.1E-05,0.000464091499999998
28.725,25.500,-0.1,5.2E-05,0.000469301999999998
28.825,25.600,-0.099,5.3E-05,0.000474501499999998
28.925,25.700,-0.098,5.3E-05,0.000479752499999998
29.025,25.800,-0.097,5.3E-05,0.000485090499999998
29.125,25.900,-0.096,5.5E-05,0.000490441499999999
29.225,26.000,-0.095,5.6E-05,0.000495853
29.325,26.100,-0.094,5.5E-05,0.000501304500000001
29.425,26.200,-0.093,5.6E-05,0.000506788000000002
29.525,26.300,-0.092,5.6E-05,0.000512299000000003
29.625,26.400,-0.091,5.5E-05,0.000517873500000002
29.725,26.500,-0.09,5.8E-05,0.000523455000000001
29.825,26.600,-0.089,5.7E-05,0.000529124499999999
29.925,26.700,-0.088,5.8E-05,0.000534803999999997
30.025,26.800,-0.087,5.6E-05,0.000540503999999994
30.125,26.900,-0.086,5.9E-05,0.000546251499999992
30.225,27.000,-0.085,5.9E-05,0.00055206349999999
30.325,27.100,-0.084,5.9E-05,0.000557886499999989
30.425,27.200,-0.083,5.9E-05,0.000563769499999988
30.525,27.300,-0.082,6E-05,0.000569716999999988
30.625,27.400,-0.081,6E-05,0.000575690999999989
30.725,27.500,-0.08,6E-05,0.000581676999999989
30.825,27.600,-0.079,6.2E-05,0.000587733999999989
30.925,27.700,-0.078,6.2E-05,0.000593844999999989
31.025,27.800,-0.077,6.2E-05,0.00059993699999999
31.125,27.900,-0.076,6.1E-05,0.000606080499999991
31.225,28.000,-0.075,6.2E-05,0.000612261999999993
31.325,28.100,-0.074,6.2E-05,0.000618484999999994
31.425,28.200,-0.073,6.3E-05,0.000624751499999994
31.525,28.300,-0.072,6.5E-05,0.000631113499999994
31.625,28.400,-0.071,6.5E-05,0.000637460499999993
31.725,28.500,-0.07,6.3E-05,0.000643866499999992
31.825,28.600,-0.069,6.4E-05,0.00065027299999999
31.925,28.700,-0.068,6.7E-05,0.000656741499999988
32.025,28.800,-0.067,6.5E-05,0.000663286499999987
32.125,28.900,-0.066,6.6E-05,0.000669869999999986
32.225,29.000,-0.065,6.7E-05,0.000676453499999986
32.325,29.100,-0.064,6.9E-05,0.000683114499999985
32.425,29.200,-0.063,6.8E-05,0.000689781999999985
32.525,29.300,-0.062,6.8E-05,0.000696540999999986
32.625,29.400,-0.061,6.7E-05,0.000703302499999985
32.725,29.500,-0.06,6.8E-05,0.000710152999999985
32.825,29.600,-0.059,6.9E-05,0.000717018499999985
32.925,29.700,-0.058,7E-05,0.000723889999999985
33.025,29.800,-0.057,6.8E-05,0.000730803999999985
33.125,29.900,-0.056,6.8E-05,0.000737746999999985
33.225,30.000,-0.055,6.9E-05,0.000744759499999985
33.325,30.100,-0.054,7.1E-05,0.000751815499999983
33.425,30.200,-0.053,7.1E-05,0.000758874499999982
33.525,30.300,-0.052,7.2E-05,0.00076598399999998
33.625,30.400,-0.051,7.2E-05,0.000773172999999978
33.725,30.500,-0.05,7.2E-05,0.000780361999999976
33.825,30.600,-0.049,7.3E-05,0.000787622499999975
