出力日時,2021/06/21 14:12:10
データソース,hematite_100_S3-1-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
4.051,0.100,-0.347,2E-06,1.28E-07
4.151,0.200,-0.346,2E-06,2.83E-07
4.251,0.300,-0.345,2E-06,4.13E-07
4.351,0.400,-0.344,1E-06,5.71500000000001E-07
4.451,0.500,-0.343,0,7.39000000000002E-07
4.551,0.600,-0.342,1E-06,8.71500000000002E-07
4.651,0.700,-0.341,1E-06,1.0445E-06
4.751,0.800,-0.34,3E-06,1.2265E-06
4.851,0.900,-0.339,2E-06,1.415E-06
4.951,1.000,-0.338,2E-06,1.60099999999999E-06
5.051,1.100,-0.337,2E-06,1.80399999999999E-06
5.151,1.200,-0.336,2E-06,2.02699999999999E-06
5.251,1.300,-0.335,1E-06,2.21149999999999E-06
5.351,1.400,-0.334,0,2.43899999999999E-06
5.451,1.500,-0.333,1E-06,2.66649999999999E-06
5.551,1.600,-0.332,3E-06,2.90049999999998E-06
5.651,1.700,-0.331,2E-06,3.13599999999998E-06
5.751,1.800,-0.33,1E-06,3.37449999999998E-06
5.851,1.900,-0.329,1E-06,3.62049999999998E-06
5.951,2.000,-0.328,1E-06,3.86449999999998E-06
6.051,2.100,-0.327,1E-06,4.09449999999998E-06
6.151,2.200,-0.326,1E-06,4.33649999999999E-06
6.251,2.300,-0.325,1E-06,4.57349999999999E-06
6.351,2.400,-0.324,3E-06,4.8235E-06
6.451,2.500,-0.323,2E-06,5.091E-06
6.551,2.600,-0.322,3E-06,5.3825E-06
6.651,2.700,-0.321,4E-06,5.662E-06
6.751,2.800,-0.32,2E-06,5.93400000000001E-06
6.851,2.900,-0.319,2E-06,6.20100000000001E-06
6.951,3.000,-0.318,3E-06,6.48550000000001E-06
7.051,3.100,-0.317,2E-06,6.77800000000001E-06
7.151,3.200,-0.316,3E-06,7.08250000000001E-06
7.251,3.300,-0.315,2E-06,7.36200000000001E-06
7.351,3.400,-0.314,3E-06,7.65550000000001E-06
7.451,3.500,-0.313,2E-06,7.97700000000004E-06
7.551,3.600,-0.312,2E-06,8.25400000000005E-06
7.651,3.700,-0.311,3E-06,8.57450000000008E-06
7.751,3.800,-0.31,3E-06,8.8925000000001E-06
7.851,3.900,-0.309,3E-06,9.24450000000013E-06
7.951,4.000,-0.308,2E-06,9.58400000000015E-06
8.051,4.100,-0.307,3E-06,9.90850000000017E-06
8.151,4.200,-0.306,3E-06,1.02335000000002E-05
8.251,4.300,-0.305,3E-06,1.05855000000002E-05
8.351,4.400,-0.304,4E-06,1.09520000000002E-05
8.451,4.500,-0.303,2E-06,1.12850000000003E-05
8.551,4.600,-0.302,3E-06,1.16075000000003E-05
8.651,4.700,-0.301,4E-06,1.19480000000003E-05
8.751,4.800,-0.3,3E-06,1.23035000000004E-05
8.851,4.900,-0.299,3E-06,1.26405000000004E-05
8.951,5.000,-0.298,4E-06,1.30170000000004E-05
9.051,5.100,-0.297,4E-06,1.33620000000005E-05
9.151,5.200,-0.296,4E-06,1.37570000000005E-05
9.251,5.300,-0.295,5E-06,1.41645000000005E-05
9.351,5.400,-0.294,4E-06,1.45370000000005E-05
9.451,5.500,-0.293,5E-06,1.49625000000006E-05
9.551,5.600,-0.292,4E-06,1.53570000000006E-05
9.651,5.700,-0.291,4E-06,1.57410000000006E-05
9.751,5.800,-0.29,4E-06,1.61540000000006E-05
9.851,5.900,-0.289,4E-06,1.65750000000006E-05
9.951,6.000,-0.288,5E-06,1.69995000000006E-05
10.051,6.100,-0.287,5E-06,1.74385000000006E-05
10.151,6.200,-0.286,4E-06,1.78640000000006E-05
10.251,6.300,-0.285,5E-06,1.83235000000007E-05
10.351,6.400,-0.284,4E-06,1.87780000000007E-05
10.451,6.500,-0.283,5E-06,1.92155000000007E-05
10.551,6.600,-0.282,5E-06,1.96945000000007E-05
10.651,6.700,-0.281,4E-06,2.01570000000007E-05
10.751,6.800,-0.28,4E-06,2.06290000000007E-05
10.851,6.900,-0.279,5E-06,2.11155000000008E-05
10.951,7.000,-0.278,4E-06,2.15870000000008E-05
11.051,7.100,-0.277,6E-06,2.21070000000008E-05
11.151,7.200,-0.276,7E-06,2.25835000000008E-05
11.251,7.300,-0.275,5E-06,2.30855000000008E-05
11.351,7.400,-0.274,5E-06,2.35975000000008E-05
11.451,7.500,-0.273,6E-06,2.40950000000009E-05
11.551,7.600,-0.272,6E-06,2.46140000000009E-05
11.651,7.700,-0.271,5E-06,2.51255000000009E-05
11.751,7.800,-0.27,6E-06,2.56840000000009E-05
11.851,7.900,-0.269,5E-06,2.62165000000009E-05
11.951,8.000,-0.268,6E-06,2.68080000000009E-05
12.051,8.100,-0.267,6E-06,2.73440000000009E-05
12.151,8.200,-0.266,5E-06,2.79215000000009E-05
12.251,8.300,-0.265,6E-06,2.84750000000009E-05
12.351,8.400,-0.264,7E-06,2.9056500000001E-05
12.451,8.500,-0.263,6E-06,2.9648000000001E-05
12.551,8.600,-0.262,6E-06,3.0249000000001E-05
12.651,8.700,-0.261,5E-06,3.0886500000001E-05
12.751,8.800,-0.26,8E-06,3.1471000000001E-05
12.851,8.900,-0.259,8E-06,3.2127000000001E-05
12.951,9.000,-0.258,8E-06,3.2764000000001E-05
13.051,9.100,-0.257,7E-06,3.34165000000011E-05
13.151,9.200,-0.256,7E-06,3.40775000000011E-05
13.251,9.300,-0.255,7E-06,3.47335000000011E-05
13.351,9.400,-0.254,6E-06,3.54060000000012E-05
13.451,9.500,-0.253,8E-06,3.60990000000012E-05
13.551,9.600,-0.252,8E-06,3.67870000000012E-05
13.651,9.700,-0.251,9E-06,3.75145000000012E-05
13.751,9.800,-0.25,8E-06,3.82530000000012E-05
13.851,9.900,-0.249,8E-06,3.89780000000013E-05
13.951,10.000,-0.248,8E-06,3.97550000000013E-05
14.051,10.100,-0.247,9E-06,4.05225000000013E-05
14.151,10.200,-0.246,8E-06,4.12820000000014E-05
14.251,10.300,-0.245,8E-06,4.20630000000014E-05
14.351,10.400,-0.244,9E-06,4.28545000000015E-05
14.451,10.500,-0.243,9E-06,4.36605000000016E-05
14.551,10.600,-0.242,9E-06,4.44845000000016E-05
14.651,10.700,-0.241,1E-05,4.52980000000016E-05
14.751,10.800,-0.24,9E-06,4.61445000000017E-05
14.851,10.900,-0.239,8E-06,4.70270000000018E-05
14.951,11.000,-0.238,1E-05,4.79100000000018E-05
15.051,11.100,-0.237,1E-05,4.87960000000018E-05
15.151,11.200,-0.236,9E-06,4.96915000000019E-05
15.251,11.300,-0.235,9E-06,5.06045000000019E-05
15.351,11.400,-0.234,9E-06,5.15475000000019E-05
15.451,11.500,-0.233,1.1E-05,5.2507500000002E-05
15.551,11.600,-0.232,1.2E-05,5.3520000000002E-05
15.651,11.700,-0.231,1E-05,5.45290000000021E-05
15.751,11.800,-0.23,1.1E-05,5.55325000000021E-05
15.851,11.900,-0.229,1.1E-05,5.65545000000022E-05
15.951,12.000,-0.228,1.3E-05,5.76055000000022E-05
16.051,12.100,-0.227,1E-05,5.86540000000023E-05
