出力日時,2021/06/09 14:36:07
データソース,VS1-3_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.380,0.100,-0.326,3E-06,2.095E-07
3.480,0.200,-0.325,1E-06,4.365E-07
3.580,0.300,-0.324,4E-06,6.84000000000001E-07
3.680,0.400,-0.323,3E-06,9.23500000000002E-07
3.780,0.500,-0.322,2E-06,1.161E-06
3.880,0.600,-0.321,5E-06,1.4405E-06
3.980,0.700,-0.32,4E-06,1.687E-06
4.080,0.800,-0.319,3E-06,1.9395E-06
4.180,0.900,-0.318,2E-06,2.22E-06
4.280,1.000,-0.317,3E-06,2.4995E-06
4.380,1.100,-0.316,4E-06,2.78599999999999E-06
4.480,1.200,-0.315,3E-06,3.12849999999999E-06
4.580,1.300,-0.314,4E-06,3.43399999999999E-06
4.680,1.400,-0.313,3E-06,3.72549999999998E-06
4.780,1.500,-0.312,4E-06,4.04399999999999E-06
4.880,1.600,-0.311,3E-06,4.34749999999998E-06
4.980,1.700,-0.31,2E-06,4.67799999999998E-06
5.080,1.800,-0.309,3E-06,4.95449999999999E-06
5.180,1.900,-0.308,5E-06,5.26349999999999E-06
5.280,2.000,-0.307,3E-06,5.5955E-06
5.380,2.100,-0.306,4E-06,5.91099999999999E-06
5.480,2.200,-0.305,3E-06,6.27549999999999E-06
5.580,2.300,-0.304,4E-06,6.66799999999998E-06
5.680,2.400,-0.303,4E-06,7.06899999999996E-06
5.780,2.500,-0.302,3E-06,7.43549999999996E-06
5.880,2.600,-0.301,4E-06,7.85099999999997E-06
5.980,2.700,-0.3,4E-06,8.23599999999999E-06
6.080,2.800,-0.299,4E-06,8.61000000000001E-06
6.180,2.900,-0.298,4E-06,9.03200000000004E-06
6.280,3.000,-0.297,4E-06,9.45900000000006E-06
6.380,3.100,-0.296,5E-06,9.86550000000008E-06
6.480,3.200,-0.295,5E-06,1.02915000000001E-05
6.580,3.300,-0.294,5E-06,1.06955000000001E-05
6.680,3.400,-0.293,6E-06,1.11380000000001E-05
6.780,3.500,-0.292,5E-06,1.15825000000002E-05
6.880,3.600,-0.291,5E-06,1.20255000000002E-05
6.980,3.700,-0.29,5E-06,1.24775000000002E-05
7.080,3.800,-0.289,4E-06,1.29170000000003E-05
7.180,3.900,-0.288,4E-06,1.33550000000003E-05
7.280,4.000,-0.287,5E-06,1.38135000000003E-05
7.380,4.100,-0.286,4E-06,1.42300000000004E-05
7.480,4.200,-0.285,5E-06,1.47475000000004E-05
7.580,4.300,-0.284,4E-06,1.52160000000004E-05
7.680,4.400,-0.283,5E-06,1.57055000000004E-05
7.780,4.500,-0.282,6E-06,1.62360000000004E-05
7.880,4.600,-0.281,6E-06,1.67330000000004E-05
7.980,4.700,-0.28,5E-06,1.72535000000004E-05
8.080,4.800,-0.279,6E-06,1.77700000000005E-05
8.180,4.900,-0.278,5E-06,1.83115000000005E-05
8.280,5.000,-0.277,5E-06,1.88295000000005E-05
8.380,5.100,-0.276,6E-06,1.93190000000005E-05
8.480,5.200,-0.275,6E-06,1.98210000000005E-05
8.580,5.300,-0.274,4E-06,2.03560000000005E-05
8.680,5.400,-0.273,4E-06,2.08820000000005E-05
8.780,5.500,-0.272,5E-06,2.14595000000005E-05
8.880,5.600,-0.271,6E-06,2.20280000000005E-05
8.980,5.700,-0.27,6E-06,2.26180000000005E-05
9.080,5.800,-0.269,6E-06,2.32020000000005E-05
9.180,5.900,-0.268,7E-06,2.37895000000005E-05
9.280,6.000,-0.267,5E-06,2.43985000000005E-05
9.380,6.100,-0.266,6E-06,2.49610000000005E-05
