出力日時,2021/06/21 13:41:37
データソース,hematite_First.S4-1-1_LSV
表示対象ノード,Root\ECstat-301\LSV
Time(s),NodeTime(s),OutputVoltage(V),Current(A),Capacity(C)
3.374,0.100,-0.41,1E-06,1.145E-07
3.474,0.200,-0.409,3E-06,2.875E-07
3.574,0.300,-0.408,2E-06,4.92E-07
3.674,0.400,-0.407,1E-06,6.55500000000001E-07
3.774,0.500,-0.406,2E-06,8.26000000000001E-07
3.874,0.600,-0.405,1E-06,1.0225E-06
3.974,0.700,-0.404,2E-06,1.234E-06
4.074,0.800,-0.403,2E-06,1.439E-06
4.174,0.900,-0.402,1E-06,1.6305E-06
4.274,1.000,-0.401,2E-06,1.86E-06
4.374,1.100,-0.4,2E-06,2.09299999999999E-06
4.474,1.200,-0.399,3E-06,2.35449999999999E-06
4.574,1.300,-0.398,2E-06,2.61899999999999E-06
4.674,1.400,-0.397,3E-06,2.90549999999999E-06
4.774,1.500,-0.396,2E-06,3.15399999999999E-06
4.874,1.600,-0.395,2E-06,3.41999999999998E-06
4.974,1.700,-0.394,2E-06,3.66799999999998E-06
5.074,1.800,-0.393,3E-06,3.91549999999998E-06
5.174,1.900,-0.392,3E-06,4.20549999999999E-06
5.274,2.000,-0.391,3E-06,4.4925E-06
5.374,2.100,-0.39,4E-06,4.8E-06
5.474,2.200,-0.389,3E-06,5.06150000000001E-06
5.574,2.300,-0.388,3E-06,5.33750000000001E-06
5.674,2.400,-0.387,3E-06,5.6455E-06
5.774,2.500,-0.386,3E-06,5.94550000000001E-06
5.874,2.600,-0.385,3E-06,6.2555E-06
5.974,2.700,-0.384,3E-06,6.5875E-06
6.074,2.800,-0.383,2E-06,6.903E-06
6.174,2.900,-0.382,3E-06,7.1975E-06
6.274,3.000,-0.381,2E-06,7.509E-06
6.374,3.100,-0.38,3E-06,7.79950000000001E-06
6.474,3.200,-0.379,4E-06,8.13400000000004E-06
6.574,3.300,-0.378,3E-06,8.46050000000006E-06
6.674,3.400,-0.377,3E-06,8.8155000000001E-06
6.774,3.500,-0.376,4E-06,9.16100000000013E-06
6.874,3.600,-0.375,4E-06,9.51100000000016E-06
6.974,3.700,-0.374,3E-06,9.89150000000019E-06
7.074,3.800,-0.373,2E-06,1.02570000000002E-05
7.174,3.900,-0.372,4E-06,1.06060000000003E-05
7.274,4.000,-0.371,3E-06,1.09635000000003E-05
7.374,4.100,-0.37,3E-06,1.13315000000003E-05
7.474,4.200,-0.369,3E-06,1.16995000000004E-05
7.574,4.300,-0.368,4E-06,1.20760000000004E-05
7.674,4.400,-0.367,5E-06,1.24655000000004E-05
7.774,4.500,-0.366,3E-06,1.28775000000005E-05
7.874,4.600,-0.365,3E-06,1.32785000000005E-05
7.974,4.700,-0.364,3E-06,1.36745000000005E-05
8.074,4.800,-0.363,5E-06,1.40685000000006E-05
8.174,4.900,-0.362,3E-06,1.44805000000006E-05
8.274,5.000,-0.361,5E-06,1.48725000000007E-05
8.374,5.100,-0.36,4E-06,1.53100000000007E-05
8.474,5.200,-0.359,3E-06,1.57395000000007E-05
8.574,5.300,-0.358,4E-06,1.61510000000008E-05
8.674,5.400,-0.357,4E-06,1.66070000000008E-05
8.774,5.500,-0.356,5E-06,1.70625000000008E-05
8.874,5.600,-0.355,4E-06,1.75380000000008E-05
8.974,5.700,-0.354,5E-06,1.79905000000008E-05
9.074,5.800,-0.353,5E-06,1.84525000000009E-05
9.174,5.900,-0.352,4E-06,1.88900000000009E-05
9.274,6.000,-0.351,5E-06,1.93415000000009E-05
9.374,6.100,-0.35,4E-06,1.98250000000009E-05
9.474,6.200,-0.349,5E-06,2.03145000000009E-05
9.574,6.300,-0.348,6E-06,2.0762000000001E-05
9.674,6.400,-0.347,5E-06,2.1253500000001E-05
9.774,6.500,-0.346,6E-06,2.1752000000001E-05
9.874,6.600,-0.345,5E-06,2.2248500000001E-05
9.974,6.700,-0.344,4E-06,2.2766000000001E-05
10.074,6.800,-0.343,5E-06,2.3253500000001E-05
10.174,6.900,-0.342,5E-06,2.3797500000001E-05
10.274,7.000,-0.341,5E-06,2.42835000000011E-05
10.374,7.100,-0.34,6E-06,2.47760000000011E-05
10.474,7.200,-0.339,4E-06,2.52840000000011E-05
10.574,7.300,-0.338,6E-06,2.58330000000011E-05
10.674,7.400,-0.337,5E-06,2.63855000000011E-05
10.774,7.500,-0.336,5E-06,2.68985000000011E-05
10.874,7.600,-0.335,7E-06,2.74295000000011E-05
10.974,7.700,-0.334,6E-06,2.80060000000011E-05
11.074,7.800,-0.333,6E-06,2.85430000000011E-05
11.174,7.900,-0.332,5E-06,2.90815000000011E-05
11.274,8.000,-0.331,6E-06,2.96430000000012E-05
11.374,8.100,-0.33,5E-06,3.02115000000012E-05
11.474,8.200,-0.329,6E-06,3.07790000000012E-05
11.574,8.300,-0.328,5E-06,3.13615000000012E-05
11.674,8.400,-0.327,5E-06,3.19625000000013E-05
11.774,8.500,-0.326,6E-06,3.25290000000013E-05
11.874,8.600,-0.325,6E-06,3.31310000000014E-05
11.974,8.700,-0.324,7E-06,3.37025000000014E-05
12.074,8.800,-0.323,7E-06,3.43335000000014E-05
12.174,8.900,-0.322,6E-06,3.49740000000015E-05
12.274,9.000,-0.321,6E-06,3.56280000000015E-05
12.374,9.100,-0.32,6E-06,3.62650000000015E-05
12.474,9.200,-0.319,6E-06,3.68810000000016E-05
12.574,9.300,-0.318,5E-06,3.75105000000016E-05
12.674,9.400,-0.317,6E-06,3.81560000000016E-05
12.774,9.500,-0.316,5E-06,3.88185000000017E-05
12.874,9.600,-0.315,7E-06,3.94675000000017E-05
12.974,9.700,-0.314,7E-06,4.01205000000017E-05
13.074,9.800,-0.313,6E-06,4.07820000000017E-05
13.174,9.900,-0.312,7E-06,4.14695000000017E-05
13.274,10.000,-0.311,7E-06,4.21585000000017E-05
13.374,10.100,-0.31,6E-06,4.28350000000018E-05
13.474,10.200,-0.309,5E-06,4.35345000000018E-05
13.574,10.300,-0.308,8E-06,4.42190000000018E-05
13.674,10.400,-0.307,7E-06,4.49035000000018E-05
13.774,10.500,-0.306,7E-06,4.56395000000018E-05
13.874,10.600,-0.305,5E-06,4.63495000000018E-05
13.974,10.700,-0.304,7E-06,4.70485000000018E-05
14.074,10.800,-0.303,7E-06,4.77875000000018E-05
14.174,10.900,-0.302,7E-06,4.85145000000019E-05
14.274,11.000,-0.301,7E-06,4.92695000000019E-05
14.374,11.100,-0.3,6E-06,4.99940000000019E-05
14.474,11.200,-0.299,8E-06,5.07580000000019E-05
14.574,11.300,-0.298,8E-06,5.1511000000002E-05
14.674,11.400,-0.297,7E-06,5.2275500000002E-05
14.774,11.500,-0.296,8E-06,5.30420000000021E-05
14.874,11.600,-0.295,8E-06,5.38120000000021E-05
14.974,11.700,-0.294,8E-06,5.46180000000022E-05
15.074,11.800,-0.293,1E-05,5.54740000000022E-05
15.174,11.900,-0.292,6E-06,5.62580000000023E-05
15.274,12.000,-0.291,8E-06,5.70570000000023E-05
15.374,12.100,-0.29,9E-06,5.78935000000024E-05
15.474,12.200,-0.289,8E-06,5.87500000000024E-05
15.574,12.300,-0.288,7E-06,5.95885000000024E-05
15.674,12.400,-0.287,8E-06,6.04300000000025E-05
15.774,12.500,-0.286,9E-06,6.12905000000025E-05
15.874,12.600,-0.285,9E-06,6.21425000000022E-05
15.974,12.700,-0.284,8E-06,6.3017000000002E-05
16.074,12.800,-0.283,1.1E-05,6.39075000000018E-05
16.174,12.900,-0.282,8E-06,6.48480000000017E-05
16.274,13.000,-0.281,1E-05,6.57480000000015E-05
16.374,13.100,-0.28,9E-06,6.66265000000012E-05
16.474,13.200,-0.279,9E-06,6.75425000000011E-05
16.574,13.300,-0.278,9E-06,6.84615000000009E-05
16.674,13.400,-0.277,1E-05,6.93800000000008E-05
16.774,13.500,-0.276,8E-06,7.03200000000007E-05
16.874,13.600,-0.275,1E-05,7.13020000000006E-05
16.974,13.700,-0.274,1E-05,7.22890000000006E-05
17.074,13.800,-0.273,9E-06,7.32975000000005E-05
17.174,13.900,-0.272,1.1E-05,7.43135000000005E-05
17.274,14.000,-0.271,1E-05,7.53410000000004E-05
17.374,14.100,-0.27,1E-05,7.63910000000004E-05
17.474,14.200,-0.269,1.1E-05,7.74325000000004E-05
17.574,14.300,-0.268,1.1E-05,7.84955000000004E-05
17.674,14.400,-0.267,1.1E-05,7.95385000000004E-05
17.774,14.500,-0.266,1E-05,8.06120000000005E-05
17.874,14.600,-0.265,1.1E-05,8.16985000000005E-05
17.974,14.700,-0.264,1.2E-05,8.28200000000006E-05
18.074,14.800,-0.263,1.2E-05,8.39110000000007E-05
18.174,14.900,-0.262,1.1E-05,8.50295000000008E-05
18.274,15.000,-0.261,1.1E-05,8.61685000000009E-05
18.374,15.100,-0.26,1.1E-05,8.7298500000001E-05
18.474,15.200,-0.259,1.1E-05,8.84495000000011E-05
18.574,15.300,-0.258,1.2E-05,8.96520000000013E-05
18.674,15.400,-0.257,1.2E-05,9.08510000000014E-05
18.774,15.500,-0.256,1.2E-05,9.20260000000015E-05
18.874,15.600,-0.255,1.3E-05,9.32725000000016E-05
18.974,15.700,-0.254,1.2E-05,9.45090000000016E-05
19.074,15.800,-0.253,1.3E-05,9.57715000000015E-05
19.174,15.900,-0.252,1.3E-05,9.70355000000016E-05
19.274,16.000,-0.251,1.3E-05,9.83165000000015E-05
19.374,16.100,-0.25,1.4E-05,9.96600000000015E-05
19.474,16.200,-0.249,1.3E-05,0.000101004500000002
19.574,16.300,-0.248,1.3E-05,0.000102347500000002
19.674,16.400,-0.247,1.5E-05,0.000103735500000002
19.774,16.500,-0.246,1.4E-05,0.000105117000000002
19.874,16.600,-0.245,1.4E-05,0.000106503000000002
19.974,16.700,-0.244,1.4E-05,0.000107971000000002
20.074,16.800,-0.243,1.5E-05,0.000109441500000002
20.174,16.900,-0.242,1.5E-05,0.000110933500000001
20.274,17.000,-0.241,1.6E-05,0.000112461000000002
20.374,17.100,-0.24,1.6E-05,0.000114005000000002
20.474,17.200,-0.239,1.5E-05,0.000115515500000002
20.574,17.300,-0.238,1.6E-05,0.000117060000000002
20.674,17.400,-0.237,1.6E-05,0.000118644000000002
20.774,17.500,-0.236,1.6E-05,0.000120261000000002
20.874,17.600,-0.235,1.7E-05,0.000121900500000002
20.974,17.700,-0.234,1.6E-05,0.000123566000000002
21.074,17.800,-0.233,1.7E-05,0.000125248500000002
21.174,17.900,-0.232,1.7E-05,0.000126974500000002
21.274,18.000,-0.231,1.8E-05,0.000128772000000001
21.374,18.100,-0.23,1.7E-05,0.000130557500000001
21.474,18.200,-0.229,1.9E-05,0.000132328500000001
21.574,18.300,-0.228,1.8E-05,0.000134166000000001
21.674,18.400,-0.227,1.8E-05,0.000136058000000001
21.774,18.500,-0.226,1.7E-05,0.000137921500000001
21.874,18.600,-0.225,1.9E-05,0.000139823500000001
21.974,18.700,-0.224,2.1E-05,0.000141798500000001
22.074,18.800,-0.223,1.9E-05,0.000143769500000001
22.174,18.900,-0.222,2.1E-05,0.000145790500000001
22.274,19.000,-0.221,2.2E-05,0.000147834000000001
22.374,19.100,-0.22,2.3E-05,0.000149960500000001
22.474,19.200,-0.219,2.2E-05,0.000152096000000001
22.574,19.300,-0.218,2.1E-05,0.000154229500000001
22.674,19.400,-0.217,2.2E-05,0.000156428000000001
22.774,19.500,-0.216,2.1E-05,0.000158678500000001
22.874,19.600,-0.215,2.2E-05,0.000160967000000001
22.974,19.700,-0.214,2.3E-05,0.000163298500000001
23.074,19.800,-0.213,2.4E-05,0.000165672000000001
23.174,19.900,-0.212,2.5E-05,0.000168087500000001
23.274,20.000,-0.211,2.4E-05,0.000170534000000001
23.374,20.100,-0.21,2.3E-05,0.000173035500000001
23.474,20.200,-0.209,2.6E-05,0.000175545000000001
23.574,20.300,-0.208,2.6E-05,0.000178127000000002
23.674,20.400,-0.207,2.6E-05,0.000180728000000002
23.774,20.500,-0.206,2.7E-05,0.000183394500000002
23.874,20.600,-0.205,2.6E-05,0.000186046000000002
23.974,20.700,-0.204,2.7E-05,0.000188773500000002
24.074,20.800,-0.203,2.8E-05,0.000191553000000002
24.174,20.900,-0.202,2.9E-05,0.000194399500000002
24.274,21.000,-0.201,3E-05,0.000197299000000002
24.374,21.100,-0.2,2.8E-05,0.000200248000000002
24.474,21.200,-0.199,3.1E-05,0.000203241500000002
24.574,21.300,-0.198,3.2E-05,0.000206301000000002
24.674,21.400,-0.197,3.2E-05,0.000209424000000001
24.774,21.500,-0.196,3.2E-05,0.000212588000000001
24.874,21.600,-0.195,3.1E-05,0.000215819500000001
24.974,21.700,-0.194,3.3E-05,0.000219132500000001
25.074,21.800,-0.193,3.4E-05,0.000222483000000001
25.174,21.900,-0.192,3.3E-05,0.000225868500000001
25.274,22.000,-0.191,3.5E-05,0.000229307500000001
25.374,22.100,-0.19,3.5E-05,0.000232844500000001
25.474,22.200,-0.189,3.6E-05,0.000236391000000001
25.574,22.300,-0.188,3.6E-05,0.000240021000000001
25.674,22.400,-0.187,3.7E-05,0.000243702500000001
25.774,22.500,-0.186,3.7E-05,0.000247458500000001
25.874,22.600,-0.185,4E-05,0.000251273000000001
25.974,22.700,-0.184,3.9E-05,0.000255144500000002
26.074,22.800,-0.183,4E-05,0.000259112000000002
26.174,22.900,-0.182,4E-05,0.000263140000000002
26.274,23.000,-0.181,4E-05,0.000267264000000002
26.374,23.100,-0.18,4.2E-05,0.000271448000000002
26.474,23.200,-0.179,4.2E-05,0.000275712000000002
26.574,23.300,-0.178,4.2E-05,0.000280018000000002
26.674,23.400,-0.177,4.3E-05,0.0002843985
26.774,23.500,-0.176,4.3E-05,0.0002888575
26.874,23.600,-0.175,4.6E-05,0.000293371
26.974,23.700,-0.174,4.6E-05,0.000298
27.074,23.800,-0.173,4.7E-05,0.0003026705
27.174,23.900,-0.172,4.8E-05,0.000307433999999999
27.274,24.000,-0.171,4.8E-05,0.000312316999999999
27.374,24.100,-0.17,4.8E-05,0.000317245
27.474,24.200,-0.169,5.1E-05,0.0003222195
27.574,24.300,-0.168,5.1E-05,0.000327318499999999
27.674,24.400,-0.167,5.1E-05,0.000332483499999999
27.774,24.500,-0.166,5.3E-05,0.0003377665
27.874,24.600,-0.165,5.2E-05,0.000343137
27.974,24.700,-0.164,5.5E-05,0.0003485945
28.074,24.800,-0.163,5.5E-05,0.0003541585
28.174,24.900,-0.162,5.5E-05,0.0003597865
28.274,25.000,-0.161,5.7E-05,0.0003654965
28.374,25.100,-0.16,5.9E-05,0.0003712945
28.474,25.200,-0.159,6E-05,0.000377186999999999
28.574,25.300,-0.158,6E-05,0.000383171999999999
28.674,25.400,-0.157,6E-05,0.000389254999999999
28.774,25.500,-0.156,6.2E-05,0.000395435999999998
28.874,25.600,-0.155,6.4E-05,0.000401736999999998
28.974,25.700,-0.154,6.5E-05,0.000408120499999999
29.074,25.800,-0.153,6.4E-05,0.000414629999999999
29.174,25.900,-0.152,6.6E-05,0.000421254999999998
29.274,26.000,-0.151,6.7E-05,0.000427963499999998
29.374,26.100,-0.15,6.8E-05,0.000434822999999998
29.474,26.200,-0.149,7E-05,0.000441715999999999
29.574,26.300,-0.148,7E-05,0.000448769999999999
29.674,26.400,-0.147,7.2E-05,0.000455937999999999
29.774,26.500,-0.146,7.2E-05,0.000463228999999999
29.874,26.600,-0.145,7.4E-05,0.000470630999999998
29.974,26.700,-0.144,7.4E-05,0.000478139999999999
30.074,26.800,-0.143,7.7E-05,0.000485776499999998
30.174,26.900,-0.142,7.8E-05,0.000493538999999999
30.274,27.000,-0.141,8E-05,0.000501420999999999
30.374,27.100,-0.14,7.9E-05,0.000509410499999998
30.474,27.200,-0.139,8.2E-05,0.000517514999999997
30.574,27.300,-0.138,8.3E-05,0.000525730499999996
30.674,27.400,-0.137,8.6E-05,0.000534060999999996
30.774,27.500,-0.136,8.4E-05,0.000542521999999997
30.874,27.600,-0.135,8.6E-05,0.000551083999999996
30.974,27.700,-0.134,8.7E-05,0.000559771499999993
31.074,27.800,-0.133,8.7E-05,0.000568599499999993
31.174,27.900,-0.132,9.1E-05,0.000577540499999993
31.274,28.000,-0.131,9E-05,0.000586593999999994
31.374,28.100,-0.13,9.2E-05,0.000595771999999995
31.474,28.200,-0.129,9.4E-05,0.000605054999999996
31.574,28.300,-0.128,9.4E-05,0.000614491999999994
31.674,28.400,-0.127,9.7E-05,0.000624081499999993
31.774,28.500,-0.126,9.7E-05,0.000633800499999994
31.874,28.600,-0.125,9.8E-05,0.000643666999999994
31.974,28.700,-0.124,0.0001,0.000653618999999995
32.074,28.800,-0.123,9.9E-05,0.000663717499999995
32.174,28.900,-0.122,0.000102,0.000673945999999993
32.274,29.000,-0.121,0.000103,0.000684285499999993
32.374,29.100,-0.12,0.000105,0.000694761499999993
32.474,29.200,-0.119,0.000108,0.000705453999999994
32.574,29.300,-0.118,0.000108,0.000716223999999995
32.674,29.400,-0.117,0.000109,0.000727102499999996
32.774,29.500,-0.116,0.000111,0.000738167499999995
32.874,29.600,-0.115,0.000112,0.000749339999999994
32.974,29.700,-0.114,0.000114,0.000760692999999995
33.074,29.800,-0.113,0.000116,0.000772212999999995
33.174,29.900,-0.112,0.000116,0.000783835999999994
33.274,30.000,-0.111,0.000117,0.000795585499999992
33.374,30.100,-0.11,0.000118,0.000807504999999991
33.474,30.200,-0.109,0.000121,0.000819547499999992
33.574,30.300,-0.108,0.000121,0.000831730499999993
33.674,30.400,-0.107,0.000126,0.000844079999999993
33.774,30.500,-0.106,0.000126,0.000856589999999992
33.874,30.600,-0.105,0.000126,0.000869249999999992
33.974,30.700,-0.104,0.000128,0.000882022999999992
34.074,30.800,-0.103,0.00013,0.000894950999999993
34.174,30.900,-0.102,0.000131,0.000908048499999991
34.274,31.000,-0.101,0.000133,0.000921313499999991
34.374,31.100,-0.1,0.000133,0.00093472349999999
34.474,31.200,-0.099,0.000136,0.00094827799999999
34.574,31.300,-0.098,0.000137,0.000962010499999991
34.674,31.400,-0.097,0.000139,0.000975894499999991
34.774,31.500,-0.096,0.000142,0.000989943999999992
34.874,31.600,-0.095,0.000142,0.00100413599999999
34.974,31.700,-0.094,0.000143,0.00101845449999999
35.074,31.800,-0.093,0.000146,0.00103296899999999
35.174,31.900,-0.092,0.000147,0.00104765249999999
35.274,32.000,-0.091,0.000149,0.00106250349999999
35.374,32.100,-0.09,0.00015,0.00107751999999999
35.474,32.200,-0.089,0.000153,0.00109270449999999
35.574,32.300,-0.088,0.000153,0.00110798549999999
35.674,32.400,-0.087,0.000154,0.00112349599999999
35.774,32.500,-0.086,0.000157,0.00113910049999999
35.874,32.600,-0.085,0.000158,0.00115489499999999
35.974,32.700,-0.084,0.00016,0.00117089299999999
36.074,32.800,-0.083,0.000162,0.00118705899999999
36.174,32.900,-0.082,0.000165,0.00120337249999999
36.274,33.000,-0.081,0.000166,0.00121990899999999
36.374,33.100,-0.08,0.000167,0.00123655849999999
36.474,33.200,-0.079,0.000167,0.00125342649999999
36.574,33.300,-0.078,0.000171,0.00127046049999998
36.674,33.400,-0.077,0.000174,0.00128765899999998
36.774,33.500,-0.076,0.000174,0.00130500399999998
36.874,33.600,-0.075,0.000177,0.00132256049999998
36.974,33.700,-0.074,0.000177,0.00134030549999998
37.074,33.800,-0.073,0.000181,0.00135818049999998
37.174,33.900,-0.072,0.000181,0.00137627249999998
37.274,34.000,-0.071,0.000184,0.00139454899999998
37.374,34.100,-0.07,0.000186,0.00141302599999998
37.474,34.200,-0.069,0.000187,0.00143168849999998
37.574,34.300,-0.068,0.000189,0.00145056649999998
37.674,34.400,-0.067,0.000191,0.00146964049999998
37.774,34.500,-0.066,0.000194,0.00148887599999998
37.874,34.600,-0.065,0.000195,0.00150835249999998
37.974,34.700,-0.064,0.000197,0.00152796149999998
38.074,34.800,-0.063,0.000199,0.00154783649999998
38.174,34.900,-0.062,0.000201,0.00156785549999998
38.274,35.000,-0.061,0.000203,0.00158810449999998
38.374,35.100,-0.06,0.000203,0.00160850849999998
38.474,35.200,-0.059,0.000206,0.00162908799999998
38.574,35.300,-0.058,0.000209,0.00164987049999998
